LinkID,Start_Date,Temp,acFormaldehyde,acAcetaldehyde,acAcetone,acAcrolein,acPropionaldehyde,acCrotonaldehyde,acBenzaldehyde,acGlyoxal,acMethylglyoxal,acHexaldehyde,acFormaldehyde_flag,acAcetaldehyde_flag,acAcetone_flag,acAcrolein_flag,acPropionaldehyde_flag,acCrotonaldehyde_flag,acBenzaldehyde_flag,acGlyoxal_flag,acMethylglyoxal_flag,acHexaldehyde_flag
TX038230,"2000-08-14 00:00:00",NULL,12.46,86.29,16.26,4.81,0.475,0.98,0.94,2.27,3.62,4.66,,,,,<DL,,<DL,,,
TX039100,"2000-03-22 00:00:00",NULL,12.72,6.56,6.69,NULL,4.76,NULL,2.495,1.28,1.44,NULL,,,<DL,NA,,NA,ND,ND,ND,NA
TX039120,"2000-03-22 00:00:00",21.34,1.46,2.9,0.2,NULL,1.29,NULL,5.24,0.29,141.07,NULL,,,ND,NA,,NA,,,,NA
TX039123,"2000-03-22 00:00:00",21.34,0.365,0.37,0.2,NULL,0.025,NULL,0.12,0.055,0.11,NULL,ND,<DL,ND,NA,ND,NA,ND,ND,ND,NA
TX039200,"2000-08-14 00:00:00",NULL,8.09,10.89,6.69,NULL,6.57,NULL,2.495,1.28,1.44,NULL,,,<DL,NA,,NA,ND,ND,ND,NA
TX039210,"2000-08-14 00:00:00",25,11.99,99.09,8.42,2.73,0.45,0.53,1.49,2.89,3.48,3.98,,,,,,,,,,
TX039220,"2000-08-14 00:00:00",29.21,10.16,4.07,6.85,1.28,1.34,1.14,0.84,0.95,1.37,3.81,,,,,,,,,,
TX039230,"2000-08-14 00:00:00",NULL,11.19,65.42,6.95,1.73,1.29,0.465,0.94,1.66,2.84,2.92,,,,,,<DL,<DL,,,
TX040100,"2000-03-22 00:00:00",NULL,10.34,1.815,6.69,NULL,1.265,NULL,2.495,1.28,1.44,NULL,,ND,ND,NA,ND,NA,ND,ND,ND,NA
TX040110,"2000-03-22 00:00:00",24.6,29.25,16.54,0.53,NULL,2.28,NULL,0.12,0.78,103.97,NULL,,,,NA,,NA,ND,,,NA
TX040113,"2000-03-22 00:00:00",24.6,0.365,1.58,2.86,NULL,0.025,NULL,0.12,0.055,0.11,NULL,<DL,,,NA,ND,NA,<DL,ND,ND,NA
TX040120,"2000-03-22 00:00:00",21.33,1.17,2.02,0.2,NULL,0.9,NULL,5.55,0.15,120.45,NULL,,,ND,NA,,NA,,,,NA
TX040123,"2000-03-22 00:00:00",21.33,0.365,0.37,0.2,NULL,0.025,NULL,0.12,0.055,0.11,NULL,ND,ND,ND,NA,ND,NA,ND,ND,ND,NA
TX040210,"2000-08-07 00:00:00",23.9,19.58,182.39,30.61,2.2,0.99,0.68,2.29,1.5,2.33,0.86,,,,,,,,,,
TX040220,"2000-08-07 00:00:00",26.1,6.01,2.81,4.34,0.23,2.3,1.14,0.75,0.87,1,1.66,,,,,,,,,,
TX040230,"2000-08-07 00:00:00",NULL,14.35,92.19,9.95,7.84,1.04,0.465,0.94,2.56,2.93,5.59,,,,,,<DL,<DL,,,
TX041100,"2000-04-05 00:00:00",NULL,36.05,16.35,20.07,NULL,1.265,NULL,15.85,1.28,1.44,NULL,,,,NA,ND,NA,,ND,ND,NA
TX041110,"2000-04-05 00:00:00",24.03,49.12,10.81,2.34,NULL,2.57,NULL,6.64,0.055,0.11,NULL,,,,NA,,NA,,ND,ND,NA
TX041120,"2000-04-05 00:00:00",21.5,2.23,3.06,0.2,NULL,1.72,NULL,8.63,0.15,0.11,NULL,,,<DL,NA,,NA,,,ND,NA
TX041130,"2000-04-05 00:00:00",NULL,41.21,15.13,2.52,NULL,2.94,NULL,8.72,0.48,0.545,NULL,,,<DL,NA,,NA,,<DL,ND,NA
TX041200,"2000-08-09 00:00:00",NULL,1095.6,1031.2,1162.52,NULL,1.265,NULL,2.495,1.28,1.44,NULL,,,,NA,ND,NA,ND,ND,ND,NA
TX041210,"2000-08-09 00:00:00",26.7,15.68,85.76,5.83,5.44,0.58,0.065,1.4,2.04,1.26,4.25,,,,,,ND,,,,
TX041230,"2000-08-09 00:00:00",NULL,22.07,76.02,8.46,5.06,1.5,1.05,2.18,1.97,3.29,5.7,,,,,,,,,,
TX043100,"2000-03-29 00:00:00",NULL,8.82,8.34,6.69,NULL,1.265,NULL,2.495,1.28,1.44,NULL,,,ND,NA,<DL,NA,<DL,ND,ND,NA
TX043110,"2000-03-29 00:00:00",26.44,26.97,6.49,2.91,NULL,3.38,NULL,3.39,0.055,0.11,NULL,,,,NA,,NA,,ND,ND,NA
TX043210,"2000-08-02 00:00:00",25.6,29.6,23.89,15.38,0.92,2.95,2.05,4.16,3.23,1.86,7.73,,,,,,,,,,
TX043230,"2000-08-02 00:00:00",NULL,26.49,16.21,17,0.52,2.37,3.19,4.09,2.99,1.37,8.15,,,,<DL,,,,,,
TX044210,"2000-09-19 00:00:00",26.7,22.66,119.19,42.32,0.07,3.51,0.57,5.58,2.56,3.52,17.16,,,,ND,,,,,,
TX044220,"2000-09-19 00:00:00",27.1,2.87,3.05,8.26,0.07,0.27,0.41,1.37,2.8,2.26,2.11,,,,<DL,,,,,,
TX044222,"2000-09-19 00:00:00",27.1,3.3,2.36,0.6,NULL,1.81,NULL,3.54,0.055,0.24,NULL,,,,NA,,NA,,ND,,NA
TX044230,"2000-09-19 00:00:00",NULL,27.29,16.23,26.33,0.52,3.06,0.465,4.57,4.27,4.42,12.54,,,,<DL,,<DL,,,,
TX045210,"2000-09-19 00:00:00",27.2,14.47,2.4,4.68,0.07,1.48,1.15,2.95,2.11,2.68,4.85,,,,ND,,,,,,
TX045215,"2000-09-19 00:00:00",27.2,15.66,2.03,5.53,0.07,1.76,1.29,3.14,2.18,2.92,5.16,,,,<DL,,,,,,
TX045220,"2000-09-19 00:00:00",NULL,2.58,3.39,4.09,0.07,0.26,0.065,1.46,2.51,2.88,2.28,,,,ND,,ND,,,,
TX045222,"2000-09-19 00:00:00",NULL,3.5,2.45,1.14,NULL,2.38,NULL,0.12,0.055,75.88,NULL,,,,NA,,NA,ND,ND,,NA
TX045230,"2000-09-19 00:00:00",NULL,24.52,22.03,6.16,1.38,1.04,0.465,0.94,2.91,3.43,3.25,,,,,,<DL,<DL,,,
TX046100,"2000-04-05 00:00:00",NULL,15.35,8.38,6.69,NULL,4.04,NULL,2.495,1.28,1.44,NULL,,,<DL,NA,,NA,<DL,ND,ND,NA
TX047100,"2000-04-10 00:00:00",NULL,11.79,9.05,6.69,NULL,1.265,NULL,2.495,1.28,1.44,NULL,,,<DL,NA,<DL,NA,ND,ND,<DL,NA
TX047110,"2000-04-10 00:00:00",22.5,76.04,0.37,0.2,NULL,0.025,NULL,10.37,0.75,0.11,NULL,,<DL,ND,NA,ND,NA,,,ND,NA
TX047130,"2000-04-10 00:00:00",NULL,95.89,4.63,2.52,NULL,3.36,NULL,11.17,0.48,0.545,NULL,,,ND,NA,,NA,,<DL,ND,NA
TX047220,"2000-08-16 00:00:00",29.9,6.12,3.24,7.3,2.42,0.09,0.22,1.07,1.04,0.89,2.45,,,,,,,,,,
TX047230,"2000-08-16 00:00:00",NULL,16.65,78.31,60.06,5.25,1.54,0.465,2.44,2.44,3.07,7.46,,,,,,ND,,,,
TX047240,"2000-08-16 00:00:00",NULL,16.13,93.35,124.87,9.27,2.53,0.465,2.12,3.83,2.47,8.68,,,,,,<DL,,,,
TX047250,"2000-08-16 00:00:00",NULL,20.01,118.62,31.61,7.18,1.36,1.27,3.24,4.17,4.27,9.88,,,,,,,,,,
TX047260,"2000-08-16 00:00:00",NULL,12.9,93.06,14.58,3.06,1.18,0.96,0.94,2.87,3.83,6.02,,,,,,,<DL,,,
TX048110,"2000-04-28 00:00:00",23.45,23.26,23.86,12.81,2.99,4.27,0.37,2.95,2.81,3.53,5.92,,,,,,,,,,
TX048112,"2000-04-28 00:00:00",23.45,57.08,0.78,0.2,NULL,1.61,NULL,7.92,0.93,1.91,NULL,,,ND,NA,,NA,,,,NA
TX048115,"2000-04-28 00:00:00",23.45,19.12,16.51,10.33,3.63,3.35,0.43,2.72,2.66,3.33,2,,,,,,,,,,
TX048120,"2000-04-28 00:00:00",23.89,8.19,20.28,65.35,3.84,2.77,0.065,2.63,2.11,2.47,5.11,,,,,,ND,,,,
TX048122,"2000-04-28 00:00:00",23.89,2.12,3.64,0.2,NULL,2.35,NULL,0.12,0.29,0.11,NULL,,,<DL,NA,,NA,ND,,ND,NA
TX048125,"2000-04-28 00:00:00",23.89,10.02,17.53,48.91,5.45,3.81,1.03,2.91,1.99,2.24,5.13,,,,,,,,,,
TX048130,"2000-04-28 00:00:00",NULL,19.83,25.36,8.69,1.35,3.01,2.63,2.62,2.81,3.45,5.25,,,,,,,,,,
TX048132,"2000-04-28 00:00:00",NULL,59.85,0.685,2.52,NULL,1.86,NULL,8.17,0.48,12.33,NULL,,<DL,ND,NA,,NA,,ND,,NA
TX048140,"2000-04-28 00:00:00",NULL,32.93,35.01,16.13,1.9,4.72,0.465,7.23,2.83,3.55,8.8,,,,,,ND,,,,
TX048210,"2000-08-23 00:00:00",28.1,14.45,21.12,12.11,1.54,3.33,0.83,6.3,2.08,2.81,24.74,,,,,,,,,,
TX048220,"2000-08-23 00:00:00",26.9,8.39,0.86,0.2,0.16,0.66,0.065,0.59,1.66,1.12,1.84,,,<DL,,,ND,,,,
TX048230,"2000-08-23 00:00:00",NULL,10.87,19.83,8.23,1.44,3.44,0.465,5.87,4.29,2.57,24.67,,,,,,<DL,,,,
TX048240,"2000-08-23 00:00:00",NULL,12.98,55.53,10.49,3.7,2.58,2.51,5.05,1.19,1.18,17.85,,,,,,,,,,
TX048250,"2000-08-23 00:00:00",NULL,17.28,92.46,11.45,0.52,0.475,0.465,2.73,1.88,2.98,24.44,,,,<DL,<DL,ND,,,,
TX049100,"2000-04-12 00:00:00",NULL,12.39,4.38,6.69,NULL,1.265,NULL,2.495,1.28,1.44,NULL,,,<DL,NA,ND,NA,ND,ND,ND,NA
TX049110,"2000-04-12 00:00:00",23.72,26.57,5.18,0.2,NULL,0.98,NULL,2.6,0.35,0.11,NULL,,,ND,NA,,NA,,,ND,NA
TX049120,"2000-04-12 00:00:00",16.55,6.6,2.93,8.37,2.71,3.68,0.065,2.74,1.93,2.31,6.14,,,,,,<DL,,,,
TX049140,"2000-04-12 00:00:00",NULL,18.47,22.41,19.81,4.54,3.29,0.465,2.12,1.99,2.75,6.2,,,,,,ND,,,,
TX049210,"2000-08-16 00:00:00",28.1,11.75,95.82,19.75,4.4,0.59,0.43,1.04,1.59,3.04,4.16,,,,,,,,,,
TX049220,"2000-08-16 00:00:00",30,6.86,2.09,0.53,3.23,0.49,0.82,0.58,1.72,3.23,1.86,,,,,,,,,,
TX049230,"2000-08-16 00:00:00",NULL,13.73,77.52,8.07,4.53,0.475,1.16,0.94,1.52,3.92,3.98,,,,,<DL,,<DL,,,
TX049240,"2000-08-16 00:00:00",NULL,14.38,99.78,11.63,2.2,0.475,1.53,0.94,1.85,3.32,3.66,,,,,<DL,,<DL,,,
TX050110,"2000-04-17 00:00:00",23.99,17.91,29.53,68.38,3.25,2.08,4.4,4.1,1.73,2.12,7.95,,,,,,,,,,
TX050120,"2000-04-17 00:00:00",25.01,8.33,3.55,6.38,3.2,1.62,1.15,1.83,1.74,2.43,4.25,,,,,,,,,,
TX050130,"2000-04-17 00:00:00",NULL,17.91,27.05,88.67,0.52,5.08,1.82,2.2,1.86,2.48,7.33,,,,ND,,,,,,
TX050132,"2000-04-17 00:00:00",NULL,30.33,14.92,2.52,NULL,3.45,NULL,5.03,0.48,0.545,NULL,,,<DL,NA,,NA,,<DL,ND,NA
TX050210,"2000-08-21 00:00:00",23.9,17.67,108.13,57.47,6.29,0.72,0.65,2.62,3.3,1.12,5.93,,,,,,,,,,
TX050220,"2000-08-21 00:00:00",28.7,7.77,1.94,1.97,0.07,2.11,1.26,0.52,1.08,4.31,1.68,,,,ND,,,,,,
TX050230,"2000-08-21 00:00:00",NULL,12.82,88.77,37.95,0.52,0.475,3.04,0.94,1.3,2.98,4.27,,,,ND,<DL,,<DL,,,
TX051100,"2000-04-19 00:00:00",NULL,26.19,1.815,40.07,NULL,1.265,NULL,2.495,1.28,1.44,NULL,,ND,,NA,ND,NA,ND,ND,ND,NA
TX051110,"2000-04-19 00:00:00",24.66,19.51,21.75,128.33,1.32,2.36,2.61,2.1,2.37,2.68,5.77,,,,,,,,,,
TX051120,"2000-04-19 00:00:00",23.21,1.93,2.47,0.2,NULL,1.34,NULL,7.14,0.33,1.01,NULL,,,ND,NA,,NA,,,,NA
TX051130,"2000-04-19 00:00:00",NULL,13.58,19.73,5.63,3.35,1.7,0.465,1.92,1.94,2.78,4.33,,,,,,ND,,,,
TX051210,"2000-08-21 00:00:00",25.6,13.65,120.26,15.4,4.45,0.91,0.065,1.53,1.71,3.57,2.88,,,,,,ND,,,,
TX051220,"2000-08-21 00:00:00",28.7,6.13,5.25,5.98,4.22,1.57,0.56,0.66,1.01,0.9,2.97,,,,,,,,,,
TX051230,"2000-08-21 00:00:00",NULL,13.84,83.9,17.89,2.27,1.58,2.31,0.94,1.45,2.73,3.31,,,,,,,<DL,,,
TX052110,"2000-04-26 00:00:00",26.31,27.91,19.96,12.92,0.07,3.14,0.065,2.7,2.8,4.09,8.37,,,,ND,,ND,,,,
TX052120,"2000-04-26 00:00:00",23.49,8.62,1.92,17.43,0.07,2.29,0.49,3.36,2.22,2.73,6.46,,,,<DL,,,,,,
TX052122,"2000-04-26 00:00:00",23.49,3,4.45,0.61,NULL,3.05,NULL,0.12,0.26,0.11,NULL,,,,NA,,NA,ND,,ND,NA
TX052130,"2000-04-26 00:00:00",NULL,13.23,18.51,26.98,1.5,1.46,0.465,2.86,2.47,3.34,4.32,,,,,,ND,,,,
TX052140,"2000-04-26 00:00:00",NULL,20.24,22.81,7.97,2.58,3.5,0.465,2.61,2.64,3.44,5.85,,,,,,ND,,,,
TX052150,"2000-04-26 00:00:00",NULL,23.48,25.69,9.88,1.4,3.85,1.26,2.78,2.76,3.38,6.26,,,,,,,,,,
TX052200,"2000-10-17 00:00:00",NULL,16.45,14.45,6.69,NULL,5.09,NULL,2.495,1.28,1.44,NULL,,,<DL,NA,,NA,ND,ND,ND,NA
TX052210,"2000-10-17 00:00:00",21.7,29.1,23.57,11,0.44,0.98,0.5,3.55,1.36,3.47,1.86,,,,,,,,,,
TX052220,"2000-10-17 00:00:00",21.1,1.81,3.59,6.68,0.43,1.22,1.35,4.21,1.21,3.74,1.25,,,,,,,,,,
TX052230,"2000-10-17 00:00:00",NULL,0.875,0.685,2.52,0.52,0.475,0.465,0.94,0.48,0.545,0.825,<DL,ND,ND,ND,ND,ND,ND,ND,ND,ND
TX052240,"2000-10-17 00:00:00",NULL,28.06,16.73,9.87,0.52,2.51,0.465,3.67,2.37,3.36,2.7,,,,ND,,<DL,,,,
TX052250,"2000-10-17 00:00:00",NULL,26.17,16.66,25.25,0.52,5.98,0.465,3.32,3.81,5.2,2.8,,,,ND,,ND,,,,
TX053110,"2000-04-28 00:00:00",24.14,10.63,27.3,87.7,1.87,3.69,0.8,2.86,2.8,3.54,4.5,,,,,,,,,,
TX053120,"2000-04-28 00:00:00",NULL,3.15,4.05,15.49,2.11,1.65,0.54,2.13,1.83,2.42,4.03,,,,,,,,,,
TX053122,"2000-04-28 00:00:00",NULL,2.11,3.71,0.2,NULL,2.49,NULL,4.07,0.28,0.11,NULL,,,<DL,NA,,NA,,,ND,NA
TX053130,"2000-04-28 00:00:00",NULL,9.61,17.68,12.15,2.62,1.5,0.465,2.53,3.15,3.57,3.09,,,,,,ND,,,,
TX053132,"2000-04-28 00:00:00",NULL,31.49,13.6,2.52,NULL,6.75,NULL,2.71,0.48,0.545,NULL,,,<DL,NA,,NA,,ND,ND,NA
TX053210,"2000-11-02 00:00:00",26.4,23.71,28.37,12.37,0.07,2.88,0.065,4.82,4.4,5.39,11.48,,,,ND,,ND,,,,
TX053220,"2000-11-02 00:00:00",24.16,5.21,0.37,21.34,1.07,2.51,3.84,2.62,3.02,1.66,3.13,,<DL,,,,,,,,
TX053230,"2000-11-02 00:00:00",NULL,19.69,25.78,13.99,0.52,2.41,0.465,4.53,3.97,4.76,9.35,,,,<DL,,<DL,,,,
TX054110,"2000-05-01 00:00:00",23.58,18.48,22.43,19.82,2.24,3.29,0.065,2.12,2.74,2.72,6.2,,,,,,ND,,,,
TX054120,"2000-05-01 00:00:00",21.09,9.22,6.25,13.41,1.52,2.56,1.15,1.9,2.72,2.71,3.65,,,,,,,,,,
TX054130,"2000-05-01 00:00:00",NULL,35.82,34.59,17.62,1.75,4.14,2.9,6.98,2.73,2.54,17.85,,,,,,,,,,
TX054132,"2000-05-01 00:00:00",NULL,68.12,40.77,2.52,NULL,12.13,NULL,6.06,0.48,0.545,NULL,,,<DL,NA,,NA,,<DL,ND,NA
TX054210,"2000-11-14 00:00:00",25.02,13.8,32.98,17.31,0.31,1.98,0.065,3.2,3.73,3.7,3.41,,,,,,ND,,,,
TX054220,"2000-11-14 00:00:00",13.8,2.47,2.96,12.78,0.66,1.37,0.36,0.95,1.75,1.48,1.31,,,,,,,,,,
TX054225,"2000-11-14 00:00:00",13.8,7.12,13.05,17.98,1.97,2.07,0.38,1.32,2.14,1.03,1.44,,,,,,,,,,
TX054230,"2000-11-14 00:00:00",NULL,11.49,31.91,16.28,0.52,1.21,0.465,2.98,3.74,5.08,5.07,,,,ND,,ND,,,,
TX055110,"2000-05-01 00:00:00",23.89,18.48,23.38,21.18,2.66,3.11,0.065,2.8,2.68,2.95,7.91,,,,,,ND,,,,
TX055120,"2000-05-01 00:00:00",21.22,9.74,3.34,16.85,2.92,1.96,2.08,1.43,2.16,1.7,2.8,,,,,,,,,,
TX055130,"2000-05-01 00:00:00",NULL,32.86,34.93,16.1,1.9,4.71,0.465,7.22,2.84,3.02,17.93,,,,,,ND,,,,
TX055220,"2000-08-28 00:00:00",30.1,4.92,2.35,4.75,0.07,0.47,0.065,0.65,0.86,1.15,1.39,,,,ND,,ND,,,,
TX055230,"2000-08-28 00:00:00",NULL,12.66,13.14,9.74,0.52,1.6,1.07,0.94,2.56,2.2,4.39,,,,ND,,,<DL,,,
TX056110,"2000-05-08 00:00:00",26.4,18.52,7.28,2.18,NULL,2.08,NULL,0.5,0.49,1.3,NULL,,,,NA,,NA,,,,NA
TX056140,"2000-05-08 00:00:00",NULL,23.51,28.9,10.18,1.41,3.05,0.96,3.72,3.47,3.23,11.8,,,,,,,,,,
TX056150,"2000-05-08 00:00:00",NULL,36.97,36.56,16.51,2.1,4.86,1.36,7.96,3.08,2.89,19.73,,,,,,,,,,
TX056210,"2000-09-12 00:00:00",26.7,17.89,0.37,6.34,0.07,0.33,0.28,1.86,2.09,3.49,3.39,,ND,,<DL,,,,,,
TX056220,"2000-09-12 00:00:00",26.2,6.01,1.35,7.02,0.07,0.025,0.065,0.71,2.86,2.95,2.22,,,,ND,<DL,ND,,,,
TX056230,"2000-09-12 00:00:00",NULL,20.44,1.68,7.07,0.52,0.475,0.465,7.31,3.25,3.7,0.825,,,,<DL,<DL,ND,,,,<DL
TX056240,"2000-09-12 00:00:00",NULL,14.28,6.72,2.52,0.52,1.93,0.465,2.02,2.3,3.33,3.58,,,<DL,<DL,,ND,,,,
TX056250,"2000-09-12 00:00:00",NULL,16.84,7.64,8.02,0.52,1.02,1.62,0.94,2.31,2.61,3.98,,,,ND,,,<DL,,,
TX057210,"2000-09-05 00:00:00",28.1,5.9,8.43,4.76,0.07,1.03,0.95,3.14,2.37,2.76,2.45,,,,ND,,,,,,
TX057220,"2000-09-05 00:00:00",29.1,13.69,18.63,4,0.07,2.32,0.065,2.31,2.46,3.63,3.21,,,,ND,,ND,,,,
TX058110,"2000-05-10 00:00:00",24.73,27.77,32.02,0.2,NULL,3.72,NULL,0.12,1.1,1.58,NULL,,,ND,NA,,NA,ND,,,NA
TX058130,"2000-05-10 00:00:00",NULL,26.74,42.58,2.52,NULL,4.41,NULL,0.94,1.34,1.83,NULL,,,ND,NA,,NA,ND,,,NA
TX058140,"2000-05-10 00:00:00",NULL,17.01,29.57,36.75,5.43,3.79,0.465,2.9,3.86,2.88,5.11,,,,,,ND,,,,
TX058210,"2000-08-28 00:00:00",25.3,8.56,22.82,9.17,0.23,1.11,0.065,2.09,2.03,1.71,2.64,,,,,,<DL,,,,
TX058220,"2000-08-28 00:00:00",29.4,7.26,3.75,5.27,0.43,0.51,0.47,0.65,0.95,1.34,1.46,,,,,,,,,,
TX058230,"2000-08-28 00:00:00",NULL,9.7,26.4,153.22,0.52,2.4,0.465,0.94,2.43,2.43,5.9,,,,ND,,<DL,<DL,,,
TX058240,"2000-08-28 00:00:00",NULL,8.78,15.13,11.49,0.52,0.98,0.465,0.94,1.15,3.1,2.19,,,,<DL,,<DL,<DL,,,
TX059110,"2000-05-10 00:00:00",28.64,17.21,14.3,1.71,NULL,1.59,NULL,0.43,0.45,0.81,NULL,,,,NA,,NA,,,,NA
TX059140,"2000-05-10 00:00:00",NULL,13.31,19.34,5.51,3.28,1.66,0.465,0.94,3.77,3.05,4.24,,,,,,<DL,<DL,,,
TX059210,"2000-10-03 00:00:00",23.9,32.47,24.23,8.44,0.28,1.82,0.77,5.48,3.54,4.81,6.4,,,,,,,,,,
TX059220,"2000-10-03 00:00:00",26.6,7.58,12.37,6.34,1.04,1.43,2.47,4.04,1.56,1.52,2.11,,,,,,,,,,
TX059230,"2000-10-03 00:00:00",NULL,37.88,21.86,11.79,0.52,0.475,1.32,5.49,2.33,3.22,6.85,,,,<DL,<DL,,,,,
TX059240,"2000-10-03 00:00:00",NULL,30.26,22.71,5.46,0.52,0.475,0.465,4.88,3.94,3.58,6.84,,,,ND,<DL,<DL,,,,
TX060140,"2000-05-10 00:00:00",NULL,12.98,19.98,15.29,2.08,1.63,0.465,2.11,3.34,2.55,3.98,,,,,,<DL,,,,
TX060210,"2000-09-12 00:00:00",30.8,21.45,1.19,9.36,0.07,1.02,0.065,1.84,2.09,3.22,3.05,,,,ND,,ND,,,,
TX060220,"2000-09-12 00:00:00",32.5,2.96,2.38,2.21,0.07,0.27,0.065,3.1,1.34,2.25,1.84,,,,ND,,ND,,,,
TX060230,"2000-09-12 00:00:00",NULL,17.03,8.58,6.18,0.52,0.475,0.465,2.07,1.84,3.3,3.44,,,,<DL,<DL,ND,,,,
TX060240,"2000-09-12 00:00:00",NULL,16.41,3.39,2.52,0.52,0.475,0.465,0.94,3.24,2.96,2.92,,,<DL,<DL,<DL,ND,<DL,,,
TX060250,"2000-09-12 00:00:00",NULL,19.35,7.12,5.49,0.52,1.76,0.465,2.13,3.09,3.59,3.77,,,,ND,,<DL,,,,
TX061210,"2000-08-30 00:00:00",28.1,21.1,30.71,26.19,3.46,3.49,0.61,2.79,2.13,3.32,4.92,,,,,,,,,,
TX061220,"2000-08-30 00:00:00",32.5,8.66,5.99,26.2,0.44,1.45,0.36,2.49,2.05,3.15,3.2,,,,,,,,,,
TX061225,"2000-08-30 00:00:00",32.5,5.99,5.46,18.41,0.33,1.43,0.42,2.71,1.47,3.43,2.92,,,,,,,,,,
TX061230,"2000-08-30 00:00:00",NULL,14.63,20.46,18.47,0.52,1.61,0.465,2.09,1.51,1.95,3.34,,,,<DL,,<DL,,,,
TX062210,"2000-09-05 00:00:00",28.1,14.07,21.32,6.76,0.76,1.98,0.73,1.79,2.62,2.2,6.12,,,,,,,,,,
TX062220,"2000-09-05 00:00:00",29.1,8.73,9.05,3.84,0.07,1.16,0.51,1.32,2.02,2.39,2.33,,,,ND,,,,,,
TX062230,"2000-09-05 00:00:00",NULL,15.64,16.76,10.23,1.31,2.35,0.465,5.7,2.5,1.88,8,,,,,,<DL,,,,
TX062240,"2000-09-05 00:00:00",NULL,13.31,15.92,7.94,1.31,2.63,0.465,0.94,3.48,2.8,3.98,,,,,,ND,<DL,,,
TX063210,"2000-08-23 00:00:00",26.9,15.57,37.53,10.26,1.85,1.19,0.065,2.02,2.41,2.72,3.67,,,,,,ND,,,,
TX063230,"2000-08-23 00:00:00",NULL,12.87,30.17,7.12,1.4,0.98,0.465,0.94,1.84,2.9,2.96,,,,,,ND,<DL,,,
TX063240,"2000-08-23 00:00:00",NULL,20.15,43.06,82.64,0.52,0.475,0.465,4.95,1.97,4.12,7.38,,,,<DL,<DL,ND,,,,
TX064110,"2000-05-17 00:00:00",26.12,21.6,38.44,12.8,1.89,2.31,0.065,3.02,2.6,3.45,6.33,,,,,,ND,,,,
TX064120,"2000-05-17 00:00:00",27.76,12.63,2.56,3.04,5.29,1.55,1.19,1.88,1.83,2.61,2.58,,,,,,,,,,
TX064130,"2000-05-17 00:00:00",NULL,21.23,48,10.24,2.11,2.96,0.465,3.65,3.78,3.93,8.74,,,,,,ND,,,,
TX064210,"2001-01-15 00:00:00",12.04,21.03,39.4,17.1,1.63,2.31,0.69,4.59,3.34,3.71,9.5,,,,,,,,,,
TX064220,"2001-01-15 00:00:00",22.3,5.87,11.53,7.46,1.24,0.78,0.065,0.42,1.63,1.54,0.97,,,,,,<DL,,,,
TX064225,"2001-01-15 00:00:00",22.3,4.52,8.27,7.16,0.93,1.26,0.065,0.72,1.9,1.64,1.11,,,,,,<DL,,,,
TX064230,"2001-01-15 00:00:00",NULL,17.43,29.79,15.97,0.52,2.23,0.465,3.68,3.39,3.67,7.57,,,,<DL,,<DL,,,,
TX065110,"2000-05-17 00:00:00",27.29,18.27,31.68,57.73,2.44,2.3,0.065,5.45,3.14,3.77,11.79,,,,,,ND,,,,
TX065120,"2000-05-17 00:00:00",24.84,10.61,3.9,3.81,4.06,1.16,0.065,0.9,2.07,3.03,2.38,,,,,,ND,,,,
TX065130,"2000-05-17 00:00:00",NULL,20.78,32.76,39.57,1.62,2.53,0.465,4.49,3.63,3.73,10.99,,,,,,<DL,,,,
TX065210,"2001-01-15 00:00:00",22.88,20.93,21.1,102.19,0.07,2.54,0.5,4.84,4.52,3.22,12.84,,,,ND,,,,,,
TX065220,"2001-01-15 00:00:00",11.62,3.85,10.63,6.09,0.38,1.38,0.51,1.25,2.21,1.61,1.26,,,,,,,,,,
TX065230,"2001-01-15 00:00:00",NULL,17.88,26.1,65.88,0.52,2.25,1,4.57,4.33,3.78,10.95,,,,ND,,,,,,
TX066110,"2000-05-22 00:00:00",23.89,19.82,24.41,9.39,2.56,2.19,3.17,2.7,2.45,2.64,5.95,,,,,,,,,,
TX066120,"2000-05-22 00:00:00",27.65,3.91,0.37,2.97,3.37,1.34,0.065,1.31,1.89,2.06,2.96,,<DL,,,,ND,,,,
TX066130,"2000-05-22 00:00:00",NULL,18.04,21.86,6.25,2.79,2.18,1.92,1.91,2.68,2.53,5.79,,,,,,,,,,
TX066210,"2000-11-16 00:00:00",20.75,11.09,31.66,19.25,0.07,1.19,0.065,2.54,1.97,4.47,1.6,,,,<DL,,<DL,,,,
TX066220,"2000-11-16 00:00:00",9.37,2.66,11.87,12.32,0.93,1.19,0.065,1.29,2.23,0.85,1.22,,,,,,ND,,,,
TX066230,"2000-11-16 00:00:00",NULL,11.28,12.22,12.56,0.52,0.475,0.465,2.66,2.07,2.81,2.32,,,,ND,<DL,<DL,,,,
TX067110,"2000-05-22 00:00:00",23.19,18.07,45.11,11.12,2.77,1.41,0.91,2.06,2.22,2.83,4.79,,,,,,,,,,
TX067120,"2000-05-22 00:00:00",26.88,7.88,0.92,3.03,4.58,1.59,0.065,3.75,1.9,2.71,2.71,,,,,,<DL,,,,
TX067130,"2000-05-22 00:00:00",NULL,19.82,40.2,8.36,3.07,2.4,0.465,2.32,2.73,2.96,5.31,,,,,,ND,,,,
