LinkID,ID,HomeID,Visit,State,Type,Badge,VOC_ID,Laboratory,Season,datestarted,dateended,duration,t_c,cft,aqdate,acmetchl,mdmetchl,cmetchl,acmtbe,mdmtbe,cmtbe,acchlfrm,mdchlfrm,cchlfrm,accartet,mdcartet,ccartet,acbenzen,mdbenzen,cbenzen,actriche,mdtriche,ctriche,actoluen,mdtoluen,ctoluen,actetche,mdtetche,ctetche,acethben,mdethben,cethben,acmpxyle,mdmpxyle,cmpxyle,acoxyle,mdoxyle,coxyle,acstyren,mdstyren,cstyren,acalpin,mdalpin,calpin,acbepin,mdbepin,cbepin,acdlimo,mddlimo,cdlimo,acdchben,mddchben,cdchben,comments,acmetchl_flag,acmtbe_flag,acchlfrm_flag,accartet_flag,acbenzen_flag,actriche_flag,actoluen_flag,actetche_flag,acethben_flag,acmpxyle_flag,acoxyle_flag,acstyren_flag,acalpin_flag,acbepin_flag,acdlimo_flag,acdchben_flag
CA031120,167,CA041,1,CA,OUTDOOR,"SG 6903",70120,1,4,"2000-03-15 17:18:00","2000-03-17 17:41:00",2903,18.432,1.01,NULL,1.05,1.676,0.838,8.01,0.87,8.01,0.21,0.342,0.171,1.02,0.254,1.02,0.55,0.967,0.4835,2.33,0.192,2.33,3.35,6.038,3.019,0.85,1.122,0.561,1.74,0.719,1.74,0.7,0.5,0.83,0.425,0.334,0.8,0.42,0.34,0.17,1.02,0.641,0.73,0.505,0.367,0.45,2.23,2.53,1.265,0.455,1.441,0.7205,NULL,<DL,,ND,,<DL,,<DL,,,<DL,<DL,ND,<DL,<DL,,<DL
CA031121,167,CA041,1,CA,"DUPLICATE OUTDOOR","SG 6904",70121,1,4,"2000-03-15 17:22:00","2000-03-17 17:47:00",2905,23.4358,1.005,NULL,1.05,1.676,0.838,10.1,0.87,10.1,0.21,0.342,0.171,1.36,0.254,1.36,1.52,0.967,1.52,0.22,0.192,0.096,24.32,6.038,24.32,1.46,1.122,1.46,5.39,0.719,5.39,3.1,0.5,3.1,2.32,0.334,2.32,0.42,0.34,0.79,4.82,0.641,4.82,8.59,0.367,8.59,20.51,2.53,20.51,5.4,1.441,5.4,NULL,<DL,,ND,,,ND,,,,,,<DL,,,,
CA031130,168,CA041,1,CA,"PERSONAL ADULT","SG 6888",70104,1,4,"2000-03-15 17:20:00","2000-03-17 17:48:00",2908,23.4358,1.005,NULL,1.05,1.676,0.838,9.77,0.87,9.77,0.21,0.342,0.171,0.67,0.254,0.67,1.42,0.967,1.42,0.22,0.192,0.096,54.81,6.038,54.81,1.7,1.122,1.7,5.76,0.719,5.76,3.35,0.5,3.35,2.44,0.334,2.44,0.92,0.34,0.92,5.19,0.641,5.19,8.98,0.367,8.98,21.27,2.53,21.27,5.67,1.441,5.67,NULL,<DL,,ND,,,ND,,,,,,,,,,
CA031140,168,CA041,1,CA,"PERSONAL CHILD 1","SG 6906",70123,1,4,"2000-03-15 18:45:00","2000-03-17 17:39:00",2814,23.4358,1.005,NULL,1.05,1.676,0.838,7.62,0.87,7.62,0.21,0.342,0.171,0.135,0.254,0.127,0.55,0.967,0.97,0.22,0.192,0.096,11.1,6.038,11.1,1.13,1.122,1.13,2.44,0.719,2.44,0.7,0.5,1.25,1.22,0.334,1.22,0.42,0.34,0.42,3.19,0.641,3.19,2.53,0.367,2.53,35.02,2.53,35.02,9.41,1.441,9.41,NULL,<DL,,ND,ND,<DL,ND,,,,<DL,,<DL,,,,
CA032110,168,CA042,1,CA,INDOOR,"SG 6931",70147,2,1,"2000-04-10 09:49:00","2000-04-12 09:06:00",2837,19.53,1.01,"2000-04-18 00:00:00",1.05,0.4083,0.443418,53.9309,0.212338,53.9309,0.21,0.155216,0.0776081,0.599016,0.197049,0.599016,6.92396,0.69195,6.92396,0.22,0.593689,0.296845,31.1879,10.7059,31.1879,0.46299,0.261796,0.46299,5.87167,0.171261,5.87167,19.7923,0.584249,19.7923,6.09753,0.218745,6.09753,0.42,0.347005,0.173503,1.02,0.211108,0.105554,0.505,0.206508,0.259051,2.20008,1.56231,2.20008,0.455,1.39583,0.697916,NULL,<DL,,ND,,,<DL,,,,,,ND,<DL,<DL,,<DL
CA032111,168,CA042,1,CA,"DUPLICATE INDOOR","SG 6933",70149,2,1,"2000-04-10 09:51:00","2000-04-12 09:05:00",2834,19.53,1.01,"2000-04-18 00:00:00",1.05,0.4083,0.20415,54.4816,0.212338,54.4816,0.551603,0.155216,0.551603,0.59965,0.197049,0.59965,6.92282,0.69195,6.92282,0.22,0.593689,0.296845,32.4016,10.7059,32.4016,0.21,0.261796,0.383297,6.0379,0.171261,6.0379,20.3491,0.584249,20.3491,6.25306,0.218745,6.25306,0.42,0.347005,0.173503,1.02,0.211108,0.910161,0.505,0.206508,0.223176,2.45649,1.56231,2.45649,0.455,1.39583,0.697916,NULL,<DL,,,,,<DL,,<DL,,,,<DL,<DL,<DL,,<DL
CA032120,168,CA042,1,CA,OUTDOOR,"SG 6935",70151,2,1,"2000-04-10 09:46:00","2000-04-12 09:02:00",2836,19.25,1.01,"2000-04-18 00:00:00",1.05,0.4083,0.20415,2.95378,0.212338,2.95378,0.21,0.155216,0.248464,0.578353,0.197049,0.578353,0.55,0.69195,0.923845,0.22,0.593689,0.296845,3.35,10.7059,5.35297,0.21,0.261796,0.305663,0.37,0.171261,0.356224,0.7,0.584249,1.19242,0.425,0.218745,0.387753,0.42,0.347005,0.173503,1.02,0.211108,0.105554,0.505,0.206508,0.103254,0.635,1.56231,0.781156,0.455,1.39583,0.697916,NULL,<DL,,<DL,,<DL,<DL,ND,<DL,<DL,<DL,<DL,ND,<DL,ND,<DL,<DL
CA032130,168,CA042,1,CA,"PERSONAL ADULT","SG 6932",70148,2,1,"2000-04-10 09:39:00","2000-04-12 09:00:00",2841,19.53,1.01,"2000-04-18 00:00:00",1.05,0.4083,1.77448,42.8751,0.212338,42.8751,0.441862,0.155216,0.441862,0.617785,0.197049,0.617785,5.54443,0.69195,5.54443,1.38641,0.593689,0.296845,26.5342,10.7059,26.5342,0.481645,0.261796,0.481645,4.52602,0.171261,4.52602,15.5568,0.584249,15.5568,4.85904,0.218745,4.85904,0.42,0.347005,0.519625,3.7546,0.211108,3.7546,0.505,0.206508,0.680422,3.52597,1.56231,3.52597,0.455,1.39583,0.697916,NULL,<DL,,,,,,,,,,,<DL,,<DL,,<DL
CA033110,168,CA043,1,CA,INDOOR,"SG 6937",70153,2,1,"2000-04-12 18:23:00","2000-04-14 18:15:00",2872,20.42,1.01,"2000-04-21 00:00:00",1.05,0.406081,0.203041,12.2394,0.814291,12.2394,0.21,0.207081,0.372148,0.468038,0.236866,0.468038,1.90595,0.687729,1.90595,0.22,0.585831,0.292916,22.1027,10.5755,22.1027,0.21,0.266378,0.323589,1.71786,0.169448,1.71786,5.94977,0.581057,5.94977,1.89404,0.217989,1.89404,0.42,0.392276,0.196138,1.02,0.239168,0.119584,0.505,0.279784,0.139892,2.57572,1.54211,2.57572,0.455,1.37786,0.688931,NULL,<DL,,<DL,,,<DL,,<DL,,,,<DL,<DL,ND,,<DL
CA033120,168,CA043,1,CA,OUTDOOR,"SG 6541",70155,2,1,"2000-04-12 18:21:00","2000-04-14 18:08:00",2867,16.29,1.015,"2000-04-21 00:00:00",1.05,0.408092,0.204046,2.18511,0.818322,2.18511,0.21,0.208106,0.104053,0.626199,0.238039,0.626199,1.21356,0.691134,1.21356,0.22,0.588732,0.294366,3.35,10.6278,5.31392,0.21,0.267696,0.380691,0.37,0.170287,0.408245,0.7,0.583933,1.17709,0.425,0.219068,0.455194,0.42,0.394217,0.197109,1.02,0.240352,0.120176,0.505,0.281169,0.140584,0.635,1.54974,0.774872,0.455,1.38468,0.692341,NULL,<DL,,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,ND,<DL,<DL
CA033130,169,CA043,1,CA,"PERSONAL ADULT","SG 6936",70152,2,1,"2000-04-12 18:26:00","2000-04-14 18:12:00",2866,20.42,1.01,"2000-04-21 00:00:00",1.05,0.406081,0.759545,14.4964,0.814291,14.4964,0.577468,0.207081,0.577468,0.535847,0.236866,0.535847,2.71438,0.687729,2.71438,0.22,0.585831,0.292916,21.2433,10.5755,21.2433,0.73711,0.266378,0.73711,2.69479,0.169448,2.69479,9.40686,0.581057,9.40686,3.32601,0.217989,3.32601,1.58838,0.392276,1.58838,1.02,0.239168,1.11343,0.505,0.279784,0.371434,4.65383,1.54211,4.65383,0.455,1.37786,0.688931,NULL,<DL,,,,,<DL,,,,,,,<DL,<DL,,<DL
CA034110,169,CA044,1,CA,INDOOR,"SG 6547",70159,1,1,"2000-04-17 10:27:00","2000-04-19 09:28:00",2821,17.1197,1.01,"2000-02-21 00:00:00",1.05,1.676,0.838,0.34,0.87,0.435,0.21,0.342,0.39,0.64,0.254,0.64,2.18,0.967,2.18,0.64,0.192,0.64,3.35,6.038,3.019,0.21,1.122,0.561,0.37,0.719,0.3595,2.74,0.5,2.74,0.425,0.334,0.8,0.42,0.34,0.17,1.02,0.641,0.79,0.505,0.367,0.1835,0.635,2.53,1.265,9.84,1.441,9.84,NULL,ND,<DL,<DL,,,,<DL,<DL,<DL,,<DL,<DL,<DL,ND,<DL,
CA034120,169,CA044,1,CA,OUTDOOR,"SG 6544",70162,1,1,"2000-04-17 10:30:00","2000-04-19 09:22:00",2812,10.5957,1.01,"2000-02-28 00:00:00",1.05,1.676,0.838,2.7,0.87,2.7,0.21,0.342,0.171,0.76,0.254,0.76,1.68,0.967,1.68,0.22,0.192,0.41,26.76,6.038,26.76,0.21,1.122,0.561,0.37,0.719,0.3595,3.8,0.5,3.8,1.19,0.334,1.19,0.42,0.34,0.17,1.02,0.641,0.3205,0.505,0.367,0.59,0.635,2.53,1.265,1.25,1.441,0.7205,NULL,<DL,,ND,,,<DL,,<DL,<DL,,,ND,<DL,<DL,ND,
CA034121,169,CA044,1,CA,"DUPLICATE OUTDOOR","SG 6552",70164,1,1,"2000-04-17 10:30:00","2000-04-19 09:22:00",2812,24.3172,1.02,NULL,1.05,1.676,0.838,0.34,0.87,0.435,0.81,0.342,0.81,0.75,0.254,0.75,0.55,0.967,0.4835,0.22,0.192,0.096,3.35,6.038,3.019,1.32,1.122,1.32,0.37,0.719,0.3595,0.7,0.5,0.25,0.425,0.334,0.167,0.42,0.34,0.17,3.59,0.641,3.59,0.505,0.367,0.1835,5.53,2.53,5.53,0.455,1.441,0.7205,NULL,ND,ND,,,<DL,ND,ND,,ND,ND,<DL,ND,,ND,,<DL
CA034130,169,CA044,1,CA,"PERSONAL ADULT","SG 6546",70160,1,1,"2000-04-17 10:22:00","2000-04-19 09:29:00",2827,17.1197,1.01,"2000-03-22 00:00:00",1.05,1.676,0.838,0.34,0.87,0.435,0.81,0.342,0.81,0.76,0.254,0.76,2.98,0.967,2.98,0.22,0.192,0.41,14.92,6.038,14.92,0.21,1.122,0.561,1.05,0.719,1.05,5.35,0.5,5.35,1.71,0.334,1.71,0.42,0.34,0.17,1.02,0.641,1.05,0.505,0.367,0.1835,1.34,2.53,1.265,12.82,1.441,12.82,NULL,ND,ND,,,,<DL,,<DL,,,,<DL,<DL,<DL,,
CA034210,209,CA244,2,CA,INDOOR,"SE 1177",71534,2,2,"2000-09-06 08:34:00","2000-09-08 08:24:00",2870,24.74,1,"2000-09-26 00:00:00",1.05,0.278926,0.765952,11.4758,0.225537,11.4758,1.0316,0.289837,1.0316,0.430089,0.397446,0.430089,1.98907,0.589051,1.98907,0.22,0.229638,0.114819,3.35,14.8758,7.43788,0.607346,0.218269,0.607346,1.13062,0.671158,1.13062,3.92968,2.4803,3.92968,1.38118,0.800072,1.38118,0.42,0.349668,0.549664,1.02,1.17782,0.588911,0.505,0.501778,0.812854,60.1523,3.05851,60.1523,0.455,1.12301,0.561504,NULL,<DL,,,,,ND,<DL,,,,,<DL,<DL,<DL,,<DL
CA034220,209,CA244,2,CA,OUTDOOR,"SE 1199",71556,2,2,"2000-09-06 08:37:00","2000-09-08 08:26:00",2869,23.5,1.005,"2000-09-26 00:00:00",1.05,0.280321,0.817316,12.3665,0.226665,12.3665,0.21,0.291286,0.307028,0.498818,0.399433,0.498818,1.82815,0.591996,1.82815,0.22,0.230787,0.115393,3.35,14.9501,7.47507,0.694844,0.219361,0.694844,1.09437,0.674513,1.09437,4.01899,2.4927,4.01899,1.40078,0.804073,1.40078,0.42,0.351416,0.175708,1.02,1.18371,0.591856,0.505,0.504287,0.252144,0.635,3.07381,1.5369,0.455,1.12862,0.564311,NULL,<DL,,<DL,,,ND,<DL,,,,,ND,<DL,ND,<DL,ND
CA034221,209,CA244,2,CA,"DUPLICATE OUTDOOR","SE 1187",71543,2,2,"2000-09-06 08:37:00","2000-09-08 08:26:00",2869,23.5,1.005,"2000-09-26 00:00:00",1.05,0.280321,0.838895,11.6254,0.226665,11.6254,0.21,0.291286,0.293679,0.513312,0.399433,0.513312,1.67945,0.591996,1.67945,0.22,0.230787,0.115393,3.35,14.9501,7.47507,0.639131,0.219361,0.639131,1.06529,0.674513,1.06529,3.7779,2.4927,3.7779,1.40383,0.804073,1.40383,0.42,0.351416,0.175708,1.02,1.18371,0.591856,0.505,0.504287,0.252144,0.635,3.07381,1.5369,0.455,1.12862,0.564311,NULL,<DL,,<DL,,,<DL,<DL,,,,,<DL,<DL,ND,ND,ND
CA034230,209,CA244,2,CA,"PERSONAL ADULT","SE 1188",71545,2,2,"2000-09-06 08:42:00","2000-09-08 08:17:00",2855,24.74,1,"2000-09-26 00:00:00",1.05,0.278926,0.853198,12.2599,0.225537,12.2599,1.01546,0.289837,1.01546,0.499978,0.397446,0.499978,2.37383,0.589051,2.37383,0.22,0.229638,0.114819,3.35,14.8758,7.43788,0.890431,0.218269,0.890431,1.24757,0.671158,1.24757,4.41155,2.4803,4.41155,1.64178,0.800072,1.64178,0.42,0.349668,0.583036,1.02,1.17782,0.588911,0.505,0.501778,0.250889,24.7423,3.05851,24.7423,0.455,1.12301,0.561504,NULL,<DL,,,,,<DL,<DL,,,,,<DL,<DL,ND,,<DL
CA034240,209,CA244,2,CA,"PERSONAL CHILD 1","SE 1189",71546,2,2,"2000-09-06 08:30:00","2000-09-08 08:18:00",2868,24.74,1,"2000-09-26 00:00:00",1.05,0.278926,0.7716,11.3253,0.225537,11.3253,0.769639,0.289837,0.769639,0.479679,0.397446,0.479679,1.7907,0.589051,1.7907,0.22,0.229638,0.114819,3.35,14.8758,7.43788,0.637526,0.218269,0.637526,1.02089,0.671158,1.02089,3.47051,2.4803,3.47051,1.31226,0.800072,1.31226,0.42,0.349668,0.621578,1.02,1.17782,0.588911,0.505,0.501778,0.250889,24.0342,3.05851,24.0342,0.455,1.12301,0.561504,NULL,<DL,,,,,ND,<DL,,,,,<DL,<DL,ND,,ND
CA035110,169,CA045,1,CA,INDOOR,"SG 6539",70157,2,1,"2000-04-17 19:17:00","2000-04-19 17:44:00",2787,19.97,1.01,"2000-05-08 00:00:00",1.05,0.390303,0.195152,2.399,0.337132,2.399,1.2801,0.214373,1.2801,0.573527,0.241822,0.573527,1.15819,0.660447,1.15819,0.22,0.553106,0.276553,27.3598,11.1087,27.3598,0.21,0.261925,0.130962,0.802213,0.232198,0.802213,2.46326,0.582851,2.46326,0.885698,0.21967,0.885698,0.42,0.39044,0.19522,1.02,0.237552,0.118776,0.505,0.451113,0.528994,8.81619,1.47878,8.81619,0.455,1.29966,0.649829,NULL,<DL,,,,,<DL,,<DL,,,,<DL,<DL,<DL,,<DL
CA035120,169,CA045,1,CA,OUTDOOR,"SG 6540",70156,2,1,"2000-04-17 19:06:00","2000-04-19 17:49:00",2803,12.31,1.02,"2000-05-08 00:00:00",1.05,0.394168,0.197084,3.95543,0.34047,3.95543,0.21,0.216495,0.108248,0.582173,0.244217,0.582173,1.97312,0.666986,1.97312,0.22,0.558582,0.279291,21.197,11.2186,21.197,0.21,0.264518,0.314238,0.966178,0.234497,0.966178,3.38693,0.588622,3.38693,1.28416,0.221845,1.28416,0.42,0.394305,0.404245,1.02,0.239904,0.119952,0.505,0.45558,0.22779,0.635,1.49342,0.746711,0.455,1.31253,0.656263,NULL,<DL,,ND,,,<DL,,<DL,,,,<DL,<DL,ND,<DL,<DL
CA035130,169,CA045,1,CA,"PERSONAL ADULT","SG 6543",70163,2,1,"2000-04-17 19:08:00","2000-04-19 17:50:00",2802,19.97,1.01,"2000-05-08 00:00:00",1.05,0.390303,1.60785,2.18139,0.337132,2.18139,0.599111,0.214373,0.599111,0.5717,0.241822,0.5717,1.36705,0.660447,1.36705,0.22,0.553106,0.276553,19.8878,11.1087,19.8878,0.508422,0.261925,0.508422,0.37,0.232198,0.682312,2.4214,0.582851,2.4214,0.932785,0.21967,0.932785,0.42,0.39044,0.487817,1.02,0.237552,0.118776,0.505,0.451113,0.527752,9.45756,1.47878,9.45756,0.455,1.29966,0.649829,NULL,<DL,,,,,<DL,,,<DL,,,<DL,<DL,<DL,,<DL
CA035210,210,CA245,2,CA,INDOOR,"SE 1178",71535,1,2,"2000-09-13 18:20:00","2000-09-15 18:01:00",2861,25.2632,1,NULL,1.05,1.676,0.838,8.15,0.87,8.15,0.59,0.342,0.59,0.74,0.254,0.74,1.34,0.967,1.34,0.22,0.192,0.096,3.35,6.038,3.019,0.21,1.122,0.561,1.28,0.719,1.28,1.65,0.5,1.65,0.425,0.334,0.65,0.42,0.34,0.17,1.02,0.641,0.3205,6.27,0.367,6.27,11.86,2.53,11.86,1.64,1.441,1.64,NULL,ND,,,,,ND,<DL,<DL,,,<DL,<DL,<DL,,,
CA035220,210,CA245,2,CA,OUTDOOR,"SE 1170",71526,1,2,"2000-09-13 18:17:00","2000-09-15 18:21:00",2884,24.4757,1.01,"2001-02-14 00:00:00",1.05,1.676,0.838,10.62,0.87,10.62,0.21,0.342,0.171,0.63,0.254,0.63,1.64,0.967,1.64,0.22,0.192,0.096,3.35,6.038,3.019,0.56,1.122,0.561,2.05,0.719,2.05,2.68,0.5,2.68,0.91,0.334,0.91,0.42,0.34,0.17,1.02,0.641,0.3205,4.38,0.367,4.38,7.74,2.53,7.74,1.64,1.441,1.64,NULL,ND,,ND,,,<DL,<DL,,,,,<DL,<DL,,,
CA035230,210,CA245,2,CA,"PERSONAL ADULT","SE 1163",71520,1,2,"2000-09-13 18:20:00","2000-09-15 18:22:00",2882,25.2632,1,"2000-12-21 00:00:00",1.05,1.676,0.838,9.04,0.87,9.04,0.21,0.342,0.38,0.74,0.254,0.74,1.43,0.967,1.43,0.22,0.192,0.096,3.35,6.038,3.019,0.21,1.122,0.561,1.9,0.719,1.9,2.66,0.5,2.66,0.9,0.334,0.9,0.42,0.34,0.17,1.02,0.641,0.3205,5.56,0.367,5.56,9.92,2.53,9.92,2.04,1.441,2.04,NULL,ND,,<DL,,,<DL,<DL,<DL,,,,<DL,<DL,,,
CA036110,170,CA046,1,CA,INDOOR,"SG 6557",70169,1,1,"2000-04-19 16:48:00","2000-04-21 15:55:00",2826,22.3164,1.02,"2000-04-21 00:00:00",1.05,1.676,0.838,0.34,0.87,0.435,0.5,0.342,0.5,0.65,0.254,0.65,1.79,0.967,1.79,0.53,0.192,0.53,16.33,6.038,16.33,0.71,1.122,0.561,1.32,0.719,1.32,5.93,0.5,5.93,1.99,0.334,1.99,0.42,0.34,0.17,1.02,0.641,1.32,0.505,0.367,0.6,0.635,2.53,1.265,11.94,1.441,11.94,NULL,ND,ND,,,,,,,,,,<DL,<DL,<DL,ND,
CA036120,170,CA046,1,CA,OUTDOOR,"SG 6548",70168,1,1,"2000-04-19 16:52:00","2000-04-21 15:58:00",2826,15.8173,1.03,NULL,1.05,1.676,0.838,8.17,0.87,8.17,0.21,0.342,0.171,0.78,0.254,0.78,2.01,0.967,2.01,0.22,0.192,0.42,8.03,6.038,8.03,0.97,1.122,0.561,0.8,0.719,0.8,4.39,0.5,4.39,1.34,0.334,1.34,0.42,0.34,0.17,1.02,0.641,0.3205,0.505,0.367,0.1835,0.635,2.53,1.265,1.12,1.441,0.7205,NULL,ND,,<DL,,,<DL,,,,,,<DL,<DL,ND,ND,
CA036130,170,CA046,1,CA,"PERSONAL ADULT","SG 6551",70166,1,1,"2000-04-19 16:48:00","2000-04-21 15:57:00",2829,22.3164,1.02,"2000-05-08 00:00:00",1.05,1.676,0.838,27.7,0.87,27.7,0.61,0.342,0.61,0.77,0.254,0.77,4.23,0.967,4.23,3.2,0.192,3.2,16.09,6.038,16.09,1.09,1.122,0.561,1.85,0.719,1.85,8.04,0.5,8.04,2.52,0.334,2.52,0.42,0.34,0.43,1.02,0.641,1.19,0.505,0.367,0.46,0.635,2.53,1.265,10.77,1.441,10.77,NULL,ND,,,,,,,,,,,<DL,<DL,<DL,ND,
CA036131,170,CA046,1,CA,"DUPLICATE PERSONAL ADULT","SG 6550",70165,1,1,"2000-04-19 16:48:00","2000-04-21 15:56:00",2828,26.5111,1.01,"2000-04-18 00:00:00",1.05,1.676,0.838,2.54,0.87,2.54,1.33,0.342,1.33,0.98,0.254,0.98,0.55,0.967,1.05,0.22,0.192,0.29,12.46,6.038,12.46,2.06,1.122,2.06,2.45,0.719,2.45,2.69,0.5,2.69,1.17,0.334,1.17,0.42,0.34,0.17,7.37,0.641,7.37,0.505,0.367,0.58,13.69,2.53,13.69,2.63,1.441,2.63,NULL,ND,,,,<DL,<DL,,,,,,<DL,,<DL,,
CA036210,210,CA246,2,CA,INDOOR,"SE 0917",71473,2,2,"2000-08-08 17:30:00","2000-08-10 18:06:00",2916,28.43,0.995,"2000-08-16 00:00:00",1.05,0.153504,0.38699,6.64766,0.206981,6.64766,1.04126,0.256893,1.04126,0.581192,0.32573,0.581192,1.24242,0.431092,1.24242,0.22,0.226418,0.113209,3.35,13.6496,6.82481,0.21,0.318421,0.159211,1.05718,0.40815,1.05718,3.64717,1.20283,3.64717,1.30134,0.48764,1.30134,0.42,0.318345,0.675955,2.56036,1.27593,0.637963,1.32571,0.411503,1.32571,347.752,3.19254,347.752,0.455,1.19708,0.598541,NULL,<DL,,,,,<DL,<DL,<DL,,,,<DL,,,,<DL
CA036220,210,CA246,2,CA,OUTDOOR,"SE 0916",71472,2,2,"2000-08-08 17:32:00","2000-08-10 17:45:00",2893,26.84,1,"2000-08-16 00:00:00",1.05,0.154275,0.312939,6.68748,0.208022,6.68748,0.21,0.258184,0.258382,0.614976,0.327367,0.614976,1.15701,0.433258,1.15701,0.22,0.227556,0.113778,3.35,13.7182,6.85911,0.21,0.320021,0.160011,0.854434,0.410201,0.854434,3.17209,1.20887,3.17209,1.06525,0.49009,1.06525,0.42,0.319945,0.159972,1.02,1.28234,0.641169,0.505,0.413571,0.206786,1.99128,3.20858,1.60429,0.455,1.2031,0.601548,NULL,<DL,,<DL,,,<DL,<DL,<DL,,,,<DL,<DL,ND,,<DL
CA036230,210,CA246,2,CA,"PERSONAL ADULT","SE 0919",71475,2,2,"2000-08-08 17:34:00","2000-08-10 17:46:00",2892,28.43,0.995,"2000-08-16 00:00:00",1.05,0.153504,0.549658,18.2893,0.206981,18.2893,0.578906,0.256893,0.578906,0.621603,0.32573,0.621603,2.04015,0.431092,2.04015,0.22,0.226418,0.113209,9.26012,13.6496,6.82481,0.21,0.318421,0.3714,1.85265,0.40815,1.85265,7.11843,1.20283,7.11843,2.40647,0.48764,2.40647,0.42,0.318345,0.754286,1.02,1.27593,1.36726,1.84804,0.411503,1.84804,142.241,3.19254,142.241,0.455,1.19708,0.598541,NULL,<DL,,,,,<DL,,<DL,,,,<DL,<DL,,,<DL
CA036231,210,CA246,2,CA,"DUPLICATE PERSONAL ADULT","SE 0915",71471,2,2,"2000-08-08 17:34:00","2000-08-10 17:45:00",2891,28.43,0.995,"2000-08-16 00:00:00",1.05,0.153504,0.723495,17.0042,0.206981,17.0042,0.550857,0.256893,0.550857,0.529257,0.32573,0.529257,1.67204,0.431092,1.67204,0.22,0.226418,0.113209,3.35,13.6496,6.82481,0.21,0.318421,0.159211,1.63902,0.40815,1.63902,5.87081,1.20283,5.87081,1.93643,0.48764,1.93643,0.42,0.318345,0.544866,1.02,1.27593,0.637963,1.66806,0.411503,1.66806,124.993,3.19254,124.993,0.455,1.19708,0.598541,NULL,<DL,,,,,<DL,<DL,<DL,,,,<DL,<DL,,,<DL
CA037110,170,CA047,1,CA,INDOOR,"SG 6555",70171,2,1,"2000-04-24 18:17:00","2000-04-26 17:48:00",2851,23.44,1.005,"2000-05-08 00:00:00",1.05,0.388371,0.859956,3.50042,0.335463,3.50042,0.21,0.213311,0.397833,0.685496,0.240625,0.685496,1.57025,0.657177,1.57025,0.22,0.550368,0.275184,31.3865,11.0537,31.3865,0.21,0.260628,0.262014,1.09289,0.231048,1.09289,3.24448,0.579966,3.24448,1.26394,0.218583,1.26394,1.48073,0.388507,1.48073,2.165,0.236376,0.118188,1.08042,0.44888,1.08042,12.4532,1.47146,12.4532,0.455,1.29322,0.646612,NULL,<DL,,<DL,,,<DL,,<DL,,,,,,,,<DL
CA037120,170,CA047,1,CA,OUTDOOR,"SG 6553",70173,2,1,"2000-04-24 18:14:00","2000-04-26 17:32:00",2838,21.45,1.005,"2000-05-08 00:00:00",1.05,0.388371,0.194185,3.90139,0.335463,3.90139,0.21,0.213311,0.106656,0.620261,0.240625,0.620261,1.10862,0.657177,1.10862,0.22,0.550368,0.275184,10.6249,11.0537,5.52683,0.21,0.260628,0.130314,0.37,0.231048,0.548731,1.8745,0.579966,1.8745,0.425,0.218583,0.655633,0.42,0.388507,0.194253,1.02,0.236376,0.376245,0.505,0.44888,0.22444,0.635,1.47146,0.73573,0.455,1.29322,0.646612,NULL,<DL,,ND,,,<DL,,<DL,<DL,,<DL,<DL,<DL,ND,<DL,<DL
CA037130,170,CA047,1,CA,"PERSONAL ADULT","SG 6556",70170,2,1,"2000-04-24 18:06:00","2000-04-26 17:58:00",2872,23.44,1.005,"2000-05-08 00:00:00",1.05,0.388371,1.55064,4.42793,0.335463,4.42793,0.21,0.213311,0.343635,0.639461,0.240625,0.639461,1.68134,0.657177,1.68134,0.22,0.550368,0.275184,33.8867,11.0537,33.8867,0.528868,0.260628,0.528868,1.54174,0.231048,1.54174,4.15208,0.579966,4.15208,1.50323,0.218583,1.50323,1.64611,0.388507,1.64611,2.13688,0.236376,0.118188,1.1682,0.44888,1.1682,14.4235,1.47146,14.4235,0.455,1.29322,0.646612,NULL,<DL,,<DL,,,<DL,,,,,,,,,,<DL
CA037210,211,CA247,2,CA,INDOOR,"SE 1161",71518,1,2,"2000-09-11 15:17:00","2000-09-13 15:13:00",2876,24.1004,1,NULL,1.05,1.676,0.838,0.34,0.87,0.435,2.25,0.342,2.25,1.09,0.254,1.09,2.8,0.967,2.8,0.22,0.192,0.096,11.42,6.038,11.42,0.81,1.122,0.561,1.53,0.719,1.53,6.99,0.5,6.99,2.17,0.334,2.17,1.07,0.34,1.07,1.02,0.641,1.14,29.58,0.367,29.58,54.97,2.53,54.97,2.6,1.441,2.6,NULL,ND,ND,,,,<DL,,,,,,,<DL,,,
CA037211,211,CA247,2,CA,"DUPLICATE INDOOR","SE 1167",71524,1,2,"2000-09-11 15:19:00","2000-09-13 15:13:00",2874,25.541,1,NULL,1.05,1.676,0.838,4.08,0.87,4.08,5.04,0.342,5.04,1.19,0.254,1.19,1.21,0.967,1.21,0.22,0.192,0.096,20.74,6.038,20.74,1.62,1.122,1.62,1.84,0.719,1.84,5.4,0.5,5.4,1.97,0.334,1.97,0.85,0.34,0.85,26.06,0.641,26.06,3.45,0.367,3.45,28.94,2.53,28.94,3.23,1.441,3.23,NULL,ND,,,,,ND,,,,,,,,,,
