,co
101553,0.2
363524,0.2
574994,0.3
427336,0.2
266083,0.3
419722,0.2
498012,0.2
101187,0.2
181118,0.2
67424,0.3
570026,1.2
228364,0.1
10881,0.4
562304,0.6
155064,0.2
103459,0.2
212955,0.2
528462,0.2
51910,0.1
443562,1.1
8552,0.2
100165,0.0
229722,0.2
562880,0.7
99402,0.3
55847,0.2
563024,0.7
517537,0.5
35502,0.8
570602,0.9
276842,0.6
152854,0.5
234679,0.2
416577,0.2
381946,0.2
566696,0.6
477387,0.2
252394,0.2
384545,0.2
478812,0.6
235569,0.3
478237,1.5
221389,0.2
170379,0.3
96967,0.2
471737,0.7
192743,0.2
538737,0.3
42604,0.3
120942,0.4
137599,0.2
346969,0.2
223386,0.2
119276,0.3
118791,0.2
354053,0.1
176046,0.2
569711,0.7
341908,0.8
379736,0.2
333712,0.2
169497,0.2
553537,0.4
567047,1.0
192520,0.3
148631,0.3
275479,0.2
494112,1.3
533762,0.2
301171,0.3
573293,1.2
77288,0.2
571790,0.8
385650,0.2
343497,0.3
116994,0.4
129166,0.2
550487,0.4
447812,0.2
256202,0.6
531262,0.3
235142,0.1
441366,0.2
161187,0.2
32157,0.2
422527,0.2
422321,0.2
515512,0.8
299903,0.3
177438,0.2
45155,0.5
6969,0.2
572312,0.8
120338,0.2
203880,0.2
211660,0.4
572249,0.9
570251,0.4
513962,0.3
385261,0.2
570683,1.1
466712,0.5
179433,0.4
526262,0.3
56563,0.5
275589,0.4
199917,0.7
82212,0.7
23046,0.6
82248,0.7
428951,0.2
307774,0.2
258429,0.2
451162,0.3
293237,0.4
571034,0.8
82748,0.8
153519,0.3
405128,0.2
191959,0.2
193576,0.1
127810,0.2
425345,0.2
56132,0.1
359735,0.3
84048,0.3
486862,0.5
327082,0.4
484462,0.2
368709,0.3
542037,0.4
140383,0.2
519012,0.2
203166,0.1
99366,0.2
552787,0.2
48889,0.3
522187,0.3
191840,0.3
26625,0.3
49581,0.3
304580,0.1
339005,0.3
7658,0.8
253465,0.5
251174,0.3
299563,0.5
548537,0.3
478662,1.2
294123,0.3
17028,0.4
212836,0.3
288192,0.2
173141,0.2
458812,0.1
523562,0.2
475512,0.8
376359,0.1
517912,0.4
159228,0.1
521412,0.4
271937,0.3
508037,0.6
200121,0.6
498187,0.3
552087,0.5
149473,0.1
497062,0.2
455512,0.5
313979,0.8
74874,0.5
166025,0.5
491987,0.3
162592,0.3
450662,0.6
145189,0.2
200072,0.7
538087,0.0
561012,0.4
341094,0.4
566183,0.6
401764,0.2
58155,0.2
472937,0.2
44618,0.1
163953,0.2
277612,0.2
285077,0.3
486812,0.2
467387,0.2
311102,0.6
43318,0.3
216093,0.4
130807,0.2
335314,0.1
577157,0.8
21499,0.2
128216,0.5
450187,0.2
138100,0.2
314100,0.1
4517,0.4
16586,0.2
176583,0.5
430566,0.3
361520,0.2
82425,0.2
440346,0.3
120372,0.3
539487,0.3
340110,0.2
329887,0.3
532237,0.3
250261,0.8
78096,0.2
276203,0.4
145784,0.4
35035,0.6
5067,0.5
287646,0.8
371295,0.3
514687,0.4
454237,0.2
441952,0.1
355292,0.2
184138,0.3
447737,0.4
126321,0.3
480312,0.0
296771,0.3
459512,0.2
266227,0.3
460787,0.5
138432,0.2
251991,0.4
466112,0.1
20522,0.2
523237,0.2
144713,0.2
361229,0.3
318762,0.3
100116,0.3
486237,0.2
459837,1.4
469637,0.2
538037,0.0
560862,0.7
519062,0.3
21059,0.2
155098,0.2
423596,0.1
168664,0.2
411114,0.3
322636,0.5
240814,0.7
138374,0.3
533287,0.3
182735,0.2
224798,0.4
570395,0.6
335484,0.2
240448,0.4
556612,0.1
548387,0.4
1304,0.4
280912,0.4
137624,0.3
231266,0.2
565274,0.4
63561,0.4
440755,0.2
170532,0.3
570359,0.7
415302,0.2
574967,0.5
565832,0.8
481912,0.4
207127,0.4
128463,0.3
234288,0.3
406099,0.2
237235,0.7
257035,0.2
575543,0.7
549112,1.0
289669,0.5
221795,0.4
542012,0.2
264561,0.2
547087,0.6
406014,0.6
99817,0.1
454987,0.7
545237,0.9
325333,0.2
4389,0.8
493162,0.3
436444,0.9
377696,0.8
441425,0.3
135760,0.3
564086,0.6
407544,0.2
271589,0.2
468712,0.5
185746,0.4
574895,0.7
220024,0.3
152973,0.4
368915,0.2
480562,0.0
72171,0.3
17502,0.1
226940,0.2
207282,0.3
394271,0.2
476,0.5
272886,0.5
403294,0.2
577151,0.8
569180,0.7
40922,0.2
427931,0.1
572501,0.8
233702,0.2
461587,0.5
414282,0.2
145674,0.1
394490,0.3
563888,1.0
431331,0.2
327422,0.4
202629,0.6
181630,0.1
141741,0.2
391770,0.2
161306,0.2
164310,0.2
475387,0.2
505962,0.1
528387,0.3
201107,0.6
172106,0.3
509262,0.6
259821,0.1
301949,0.1
78904,0.3
230052,0.2
572033,0.8
282255,0.6
186698,0.5
112250,0.5
104887,0.3
106589,0.2
60063,0.4
180202,0.2
233693,0.2
384411,0.3
454787,1.7
150901,0.3
402833,0.2
286386,0.6
470287,0.1
536487,0.2
72256,0.2
11046,0.3
186292,0.1
181996,0.2
1542,0.7
218309,0.4
440105,0.5
566507,0.6
61778,0.2
289501,0.4
462062,1.9
141802,0.1
148784,0.2
121857,0.4
90007,0.2
573302,1.3
517612,0.2
247183,0.8
201320,1.4
150782,0.3
559362,0.4
45808,0.1
225036,0.3
833,0.5
343582,0.4
252632,0.3
565913,0.7
566210,0.7
345998,0.5
494962,0.2
123865,0.7
249132,0.2
175936,0.2
576587,1.3
157295,0.8
89327,0.3
498337,0.2
4459,0.3
510112,0.2
116698,0.3
490112,0.4
522737,0.6
494512,0.4
295156,0.3
335144,0.2
560937,0.4
570107,0.9
440313,0.2
376591,1.0
298932,0.3
140789,0.4
515987,0.2
25972,0.3
145317,0.2
490012,0.3
561962,0.7
480512,1.1
229493,0.4
536787,0.4
516037,0.3
111725,0.3
351722,0.3
266788,0.5
460487,1.2
506287,0.4
17468,0.4
15064,0.2
115151,0.2
196502,0.1
102294,0.3
576614,1.0
569468,0.9
564599,0.4
577070,0.3
152531,0.2
138706,0.1
106647,0.3
83020,0.3
90746,0.3
569981,0.9
64717,0.3
141613,0.3
569990,0.9
319357,0.2
541037,0.2
491237,0.8
521612,0.5
491837,0.4
537162,0.4
318252,0.3
110737,0.2
38749,0.4
221616,0.2
155183,0.2
475962,0.4
568523,0.7
194598,0.2
451737,0.3
7207,0.5
528162,0.9
32835,0.4
377745,0.2
535937,0.2
40116,2.0
89879,0.1
311272,0.4
73837,0.8
276995,0.3
544787,0.4
451587,0.5
372194,0.5
175128,0.4
551012,0.6
172784,0.2
68055,0.2
283420,0.3
389220,0.3
229673,0.2
567317,0.7
280185,0.1
70956,0.1
575417,0.6
246707,0.5
114520,0.4
562268,0.8
11165,0.3
230860,0.2
125259,0.5
559687,0.3
213489,0.4
477262,0.0
448312,0.2
331247,0.2
260416,0.1
332826,0.2
68376,0.3
511162,0.8
72137,0.3
253858,0.2
529212,0.4
528412,0.2
523812,0.3
530087,0.7
570422,0.7
432740,0.3
448937,0.2
239923,0.2
501012,0.3
78334,0.2
530237,0.3
540512,0.2
329328,0.1
573167,1.4
551137,0.2
472087,0.5
461512,0.4
239054,0.4
170687,0.1
21465,0.4
29344,0.7
384970,0.3
409924,0.3
19085,0.3
206413,0.3
417767,0.2
383100,0.2
141027,0.4
194766,0.6
268246,0.2
155989,0.6
573725,0.8
497487,0.3
351892,0.2
509437,0.3
127392,0.4
493337,0.4
252598,0.5
568766,0.6
268866,0.2
174142,0.3
543137,0.3
63002,0.1
207569,0.4
362625,0.1
30210,0.4
14615,0.6
574193,0.8
33192,0.5
564887,0.6
232860,0.3
515087,0.3
476412,0.2
86412,1.7
431040,0.3
296006,0.3
147798,0.3
5552,1.1
16442,0.4
151435,0.0
566570,0.9
562286,0.6
146413,0.2
366280,0.3
471312,0.2
553262,0.2
415132,0.2
396118,0.2
574004,0.2
251138,0.4
87950,0.5
440450,0.3
551487,0.2
441574,0.3
216609,0.3
538287,0.1
511887,1.1
479537,0.2
544937,0.2
563987,1.3
560612,1.1
78132,0.2
161939,0.4
241043,0.3
455912,0.4
148997,0.2
571754,0.8
208173,0.2
384885,0.2
538437,0.5
546962,0.4
284482,0.3
298458,0.1
169427,0.3
141445,0.1
419686,0.3
535762,0.4
457012,0.6
103111,0.2
150724,0.2
307908,0.2
57585,0.3
326317,0.4
128964,0.1
65722,0.3
208198,0.4
548162,0.4
86711,0.3
441848,0.2
444062,0.5
495162,0.2
482862,0.3
568667,0.8
378850,0.2
211159,0.2
482362,0.3
569765,1.0
37238,0.3
511662,0.4
73574,1.4
328053,0.2
22997,0.3
210744,0.1
490762,0.4
184520,0.3
25545,0.5
344128,0.3
161178,0.3
195242,0.5
566453,0.9
142705,0.2
162424,0.2
383986,0.2
84533,0.4
50279,0.4
306754,0.2
536762,0.3
210683,0.2
547712,1.0
197741,0.5
7887,0.4
402104,0.1
427676,0.1
416917,0.4
89363,0.3
289144,0.2
573365,0.2
11320,0.2
440359,0.4
252192,0.1
406050,0.6
214427,0.2
89446,0.4
115566,0.2
410944,0.5
189307,0.3
75384,0.3
402359,0.2
183415,0.4
218071,0.2
410385,0.2
558287,0.3
571196,0.7
577073,0.6
240576,0.9
247372,0.1
215190,0.2
319272,0.2
478437,1.1
557462,0.7
261072,0.2
415351,0.2
197750,0.6
223896,0.2
48190,0.3
575876,0.3
202025,0.5
529162,0.3
285324,0.4
8671,0.2
321701,0.3
497112,0.2
39820,0.1
258072,0.2
43282,0.3
263382,0.5
474412,0.8
374355,0.3
80784,0.4
361654,0.4
10942,0.6
64892,0.2
86830,0.5
268475,1.3
567371,0.5
392195,0.2
303913,0.3
433930,0.2
471512,0.2
564356,0.8
526587,0.5
572519,0.8
380331,0.3
344468,0.4
440144,0.3
113117,0.5
569108,0.7
94587,0.3
389560,0.2
315022,0.2
153993,0.2
353118,0.1
135641,0.3
218156,0.4
225249,0.2
401473,0.2
526037,0.5
239768,0.3
141171,0.3
287478,0.2
58344,0.3
118532,0.3
396834,0.2
49471,0.2
445637,0.4
52292,0.3
264289,0.8
573734,0.4
105042,0.2
314852,0.6
279318,0.5
49175,0.4
490662,0.5
114758,0.3
116341,0.2
92777,0.2
472962,0.5
378376,0.2
16323,0.3
41627,1.4
404144,0.2
369680,0.2
432570,0.3
577097,0.5
221710,0.2
462812,0.2
451837,0.3
240100,0.2
201381,0.6
176690,0.3
21117,0.2
276118,0.3
272614,0.5
273041,0.3
529262,0.6
562862,0.5
330943,0.2
485462,0.0
17037,0.3
370360,0.1
192233,0.1
489412,0.4
256000,0.3
64073,0.2
105686,0.4
211541,0.3
529712,0.2
296516,0.4
24782,0.2
168365,0.6
577163,0.6
571088,0.9
170999,0.3
503787,0.2
278198,0.6
279435,0.4
470137,0.2
357770,0.1
225476,0.3
230409,0.3
403768,0.3
53681,0.1
391891,0.2
52660,0.2
255573,0.4
145308,0.3
457562,0.9
568118,0.9
139550,0.2
325928,0.3
97052,0.1
357564,0.3
180132,0.3
283088,0.6
519962,0.2
512887,2.1
542362,0.1
413906,0.2
444112,0.4
142089,0.3
282886,0.4
32334,0.5
455312,0.9
65805,0.1
524337,0.3
199654,0.5
353677,0.4
134640,0.1
538387,0.2
284967,0.4
269862,0.7
569594,0.4
576722,0.7
312619,0.5
576317,0.9
194800,0.4
427215,0.3
254026,0.5
310762,0.4
510687,0.2
288430,0.2
71551,0.1
36537,0.4
535012,0.3
257273,0.2
569369,0.9
449337,0.3
87782,0.2
152744,0.3
240695,0.7
478112,0.3
239029,0.7
321616,0.6
178069,0.1
301560,0.2
261548,0.2
148045,0.2
280149,0.2
247311,0.2
401728,0.2
264011,0.2
129013,0.3
485737,0.3
575849,0.8
160512,0.7
316163,0.1
32929,1.1
157832,0.1
376689,0.5
73336,0.1
324483,0.2
85103,0.4
160180,0.3
560562,0.4
173617,0.2
243474,0.4
545037,0.3
47714,0.4
29651,0.3
456662,0.9
444137,0.6
502912,0.2
137078,0.2
50483,0.3
182939,0.3
421896,0.3
440931,0.4
69065,0.5
286862,0.4
116579,0.2
214366,0.1
442987,0.9
300867,0.1
121205,0.2
524487,0.4
81141,0.4
512537,0.4
565598,0.7
548762,0.3
440177,0.6
533787,0.2
473687,0.2
550062,0.3
414537,0.2
258786,0.3
296856,0.3
175997,0.1
340839,0.2
551037,0.4
179219,0.3
459462,0.2
575705,0.9
483212,0.4
563798,1.0
487687,0.3
273566,0.5
501687,0.3
102541,0.2
144033,0.2
298628,0.1
529437,0.2
193313,0.4
198132,0.2
272047,0.5
460262,0.5
17538,0.1
283719,0.2
366352,0.3
521712,0.4
528837,0.9
351333,0.5
89650,0.6
323401,0.1
210088,0.7
501712,0.2
565778,0.7
238138,0.1
65224,0.1
46596,0.4
446437,0.3
529137,0.3
171084,0.6
23055,0.3
367081,0.2
125412,0.4
299187,0.3
263333,0.1
64800,0.3
293613,0.2
512837,1.3
107477,0.2
538812,0.1
105448,0.3
249370,0.1
570710,0.6
577142,0.2
437500,0.2
188712,0.3
556787,0.5
266678,0.2
451412,0.2
525962,0.4
572663,1.0
492162,0.2
381011,0.4
90483,0.3
528537,0.7
364070,0.1
82699,0.6
126355,0.3
139633,0.3
501462,0.4
319831,0.4
458512,0.2
209031,0.5
465137,0.2
577094,0.4
476112,0.2
54904,0.2
509887,0.3
182353,0.2
21227,0.5
574382,0.4
459137,0.3
414161,0.4
357345,0.1
48568,0.2
389815,0.4
24483,0.1
381776,0.2
317013,0.6
195370,0.3
217750,0.2
117351,0.2
574220,0.3
411199,0.7
538937,0.2
74883,0.8
335399,0.2
110703,0.4
178664,0.1
562988,0.6
429801,0.4
224679,0.3
543837,0.5
534062,0.2
238221,0.2
319867,0.3
87712,0.3
178127,0.2
121003,0.2
545287,0.7
531537,0.2
93839,0.1
15396,0.3
567407,0.9
422916,0.2
206806,0.2
564878,0.5
16240,0.1
213431,0.5
318543,0.4
563321,0.8
44728,0.1
573752,0.9
510412,0.2
62611,0.4
485312,0.4
44966,0.2
572330,0.8
351163,0.2
110892,0.3
284729,0.1
38248,0.2
575930,0.8
454762,0.9
143264,0.3
231908,0.2
41459,0.2
181084,0.3
223148,0.2
220309,0.3
291488,0.3
107407,0.3
181093,0.1
250524,0.7
536987,0.2
306633,0.3
165787,0.4
44380,0.3
170092,0.2
262311,0.5
419516,0.2
505387,0.2
560637,0.5
575813,0.9
271043,0.7
337390,0.2
510287,1.7
182378,0.2
223752,0.1
456112,0.2
171987,0.2
272446,0.2
274170,0.3
134164,0.3
223029,0.2
558887,0.3
463462,0.2
122522,0.3
141088,0.2
576092,0.6
362249,0.2
443037,0.6
528362,0.2
54148,0.4
448137,0.3
220226,0.4
27602,0.3
559937,0.3
256763,0.4
461912,0.2
434489,0.6
510012,0.7
550837,0.2
53385,0.2
268841,0.2
491937,0.4
346083,0.5
200359,0.3
151258,0.1
522637,0.4
103205,0.2
25020,0.2
136938,0.3
265394,0.2
571439,0.7
195480,0.3
410130,0.2
45512,0.3
281696,0.3
379275,0.3
211101,0.2
257120,0.6
101791,0.1
390106,0.2
487487,0.2
308552,0.2
435764,0.3
231192,0.2
461337,0.3
223658,0.2
19204,0.2
190448,0.1
465112,0.2
59022,0.1
426450,0.2
535412,0.3
577052,0.6
453362,0.4
423475,0.2
576935,0.7
331198,0.2
318713,0.1
332947,0.1
245337,0.2
41032,0.7
98004,0.3
277199,0.6
154087,0.2
141732,0.4
95029,0.5
290929,0.4
348940,0.3
482212,0.2
304155,0.1
80274,0.3
124222,0.2
160940,0.2
2717,0.0
5934,0.2
449862,0.2
176632,0.4
377915,0.2
184996,0.3
575219,0.7
85366,0.3
89421,0.5
439844,0.2
185874,0.2
409365,0.2
566174,0.8
442214,0.2
316078,0.9
564995,0.6
442112,0.3
126831,0.2
390495,0.2
190412,0.3
402274,0.2
398449,0.2
88078,0.5
576950,0.6
380416,0.7
459537,0.4
507912,0.2
470737,0.2
453187,0.2
15313,0.8
502837,0.4
229960,0.2
496087,0.3
543287,0.2
281779,0.4
362504,0.2
226190,0.2
498262,0.5
563384,0.8
28401,0.5
87508,0.3
175640,0.4
515562,0.4
75835,0.4
357224,0.2
475287,0.5
440170,0.4
258310,0.7
222886,0.1
51782,0.3
105805,0.3
332401,0.2
8873,0.2
217451,0.3
304034,0.3
100958,0.3
322211,0.4
35621,0.5
518537,0.4
88069,0.5
115090,0.1
568712,0.6
52624,0.0
416747,0.2
170388,0.3
105161,0.3
228779,0.2
158730,0.3
99689,0.2
545437,0.5
490212,0.6
59993,0.4
439370,0.7
360804,0.2
201311,1.0
38001,0.8
215666,0.4
86888,0.8
48080,0.1
133176,0.3
514287,0.3
387471,0.2
520412,0.2
408819,0.4
2052,0.3
569477,0.9
570449,0.9
247302,0.7
63918,0.3
152268,0.3
5851,0.2
464162,0.4
543087,0.4
47357,0.4
435254,0.4
151936,0.6
520512,0.1
502612,0.3
575084,0.6
315872,0.7
365054,0.5
46605,0.2
448387,0.5
440593,0.4
385176,0.4
262500,0.2
90544,0.2
325552,0.1
146507,0.1
550612,0.6
139406,0.1
459187,0.3
241910,0.3
440723,0.3
195004,0.5
137361,0.5
212017,0.5
313590,0.1
297693,0.1
182820,0.3
532387,0.8
474562,1.3
482262,0.2
467537,0.3
223420,0.2
107928,0.2
183330,0.3
140502,0.2
183424,0.2
105839,0.2
415691,0.4
560887,0.8
403088,0.2
572105,0.8
397174,0.3
192197,0.2
376104,0.4
282587,0.3
62941,0.0
565850,0.7
12092,0.4
145342,0.2
128488,0.3
275421,0.1
529187,0.3
37357,0.8
393810,0.2
113687,0.3
143999,0.2
139965,0.2
526462,0.5
560312,0.4
267096,0.1
119029,0.3
568721,0.9
164359,0.4
5186,0.4
542512,0.4
177319,0.2
338629,0.2
239386,0.4
463287,0.2
226522,0.2
110023,0.2
425721,0.2
572402,1.0
372230,0.3
97409,0.1
196679,0.4
387216,0.3
408224,0.6
505337,0.2
456187,0.2
532987,0.3
360840,0.2
81772,0.2
563150,0.7
379991,0.2
240042,0.2
515737,1.2
410810,0.3
138338,0.5
571979,1.0
26412,0.3
34748,0.3
56444,0.4
24187,0.3
513362,0.5
209756,0.2
380975,0.3
549637,0.7
12673,0.1
561971,0.7
88900,0.3
542062,0.1
440482,0.2
537712,0.3
534437,0.3
530137,1.0
83963,0.3
84118,0.2
523212,0.3
565643,0.5
53706,0.2
91803,0.2
552187,0.3
524262,0.2
39429,0.5
550212,0.3
216560,0.1
267630,0.3
244886,0.3
194052,0.4
571844,0.8
196908,0.5
523962,0.2
62135,0.3
458237,0.7
414197,0.2
298592,0.2
505487,0.2
221151,0.4
361945,0.3
441217,0.2
422357,0.2
553787,0.2
575138,0.8
378510,0.7
508062,0.3
301086,0.3
317572,0.2
437840,0.5
232750,0.6
572861,0.8
99460,0.2
105006,0.2
202858,0.4
370190,0.2
576596,0.6
63289,0.3
5137,0.2
187565,0.3
550712,0.3
454887,0.6
390276,0.2
548837,0.2
240329,0.4
113092,0.7
177355,0.1
78215,0.1
571610,0.8
290893,0.7
566201,0.7
140933,0.5
359699,0.3
548937,1.9
214476,0.3
167950,0.3
224596,0.1
514887,0.4
83462,0.3
574625,0.6
60658,0.2
132343,0.2
184495,0.3
565625,0.3
511712,0.4
355887,0.2
441913,0.2
8922,0.3
526837,0.2
326997,0.6
61064,0.2
174771,0.3
535987,0.3
394356,0.2
215913,0.8
450312,0.2
540537,0.5
261310,0.3
572897,0.4
278268,0.1
212885,0.5
572294,1.1
186851,0.5
116222,0.3
40177,1.2
560212,0.5
166297,0.3
123474,0.2
574526,0.7
243075,0.4
61336,0.3
74993,0.5
269408,0.2
212410,0.2
442762,0.6
43257,0.2
154954,0.2
466487,0.2
179408,0.4
193744,0.5
470687,0.1
94028,0.3
144545,0.1
20940,0.2
156476,1.0
335775,0.1
211184,0.2
349450,0.2
124853,0.2
555412,0.2
174270,0.2
234407,0.3
529412,0.3
573743,0.5
458887,0.2
412085,0.2
487162,0.3
200274,0.2
555187,0.2
398583,0.2
280387,0.2
100046,0.1
450237,0.1
478387,0.0
463487,0.3
470837,0.4
459862,1.1
265360,0.5
312570,0.1
562799,0.7
214784,0.4
63085,0.3
30006,0.2
41066,0.4
272861,0.4
568082,0.7
571178,0.6
333676,0.4
475362,0.3
419552,0.2
334379,0.3
197537,0.3
572042,0.8
492737,0.4
442612,0.2
123047,0.2
483162,0.3
282172,0.3
562412,0.5
457712,1.1
93015,0.3
421677,0.1
69779,0.3
441600,0.2
459062,0.2
546362,0.2
62822,0.1
576875,0.8
483937,0.3
461387,0.4
450262,0.2
456837,1.6
161068,0.3
228660,0.2
571835,0.8
460137,0.2
442172,0.2
498162,0.4
271663,0.3
540262,0.1
45332,0.5
215736,0.3
187327,0.2
294172,0.4
562367,0.5
307349,0.1
878,0.1
527237,1.1
203438,0.3
149260,0.2
22283,0.3
80106,0.4
576980,0.3
373250,0.5
268747,0.2
184733,0.2
570332,1.0
387046,0.2
60027,0.6
326147,0.2
440372,0.2
522587,0.3
46679,0.4
37559,0.3
562439,0.4
440203,0.2
552237,0.3
234654,0.2
97360,0.2
203249,0.4
393640,0.1
33515,0.5
182021,0.2
244401,0.3
475487,0.6
101409,0.1
8754,0.2
330008,0.1
411879,0.2
12177,1.0
385820,0.2
309196,0.3
479262,0.0
441158,0.3
313809,0.5
211754,0.7
48736,0.5
349996,0.1
441334,0.2
99759,0.2
141290,0.3
441418,0.2
99997,0.2
234059,0.7
243169,0.4
394016,0.2
358584,0.2
135080,0.4
481637,0.3
361144,0.4
158034,0.4
563195,0.7
486612,0.3
72088,0.2
301998,0.1
19988,0.1
184282,0.6
329462,0.2
173071,0.4
323937,0.6
358365,0.2
522537,0.3
33668,0.5
297572,0.7
503662,0.3
313554,0.2
462587,0.4
180846,0.2
334294,0.2
522912,0.2
176284,0.2
79798,0.2
49114,0.8
303403,0.2
133890,0.2
453162,0.1
78572,0.5
576860,0.4
37595,0.3
327592,0.2
569027,0.5
155491,0.2
486387,0.3
234178,0.4
533737,1.1
567335,0.7
215343,0.2
279529,0.3
569999,0.9
335010,0.1
287170,0.5
479137,0.4
313250,0.2
526387,0.2
291658,0.7
49947,0.3
288003,0.5
571889,0.7
376444,0.1
486487,0.5
288726,0.4
576854,0.6
206141,0.3
501162,0.4
94791,0.2
102209,0.1
477087,0.8
180617,0.1
172521,0.2
508337,0.3
46275,0.3
6612,0.3
471112,0.1
548312,0.3
242267,0.2
247549,1.7
140264,0.1
163015,0.3
328952,0.2
44133,0.7
33991,0.9
157713,0.5
356665,0.3
440859,0.6
97290,0.1
560062,0.6
108002,0.6
440216,0.2
495762,0.6
272221,0.1
574877,0.6
534787,0.5
219786,0.3
562763,0.7
288632,0.6
487287,0.3
154527,0.6
402954,0.2
387860,0.4
393846,0.2
47476,0.4
461112,0.2
446312,0.2
186375,0.3
3498,0.4
565130,0.3
322721,0.2
201430,0.7
524087,0.1
485637,0.3
127401,0.6
459487,0.3
81736,0.3
575165,0.6
51672,0.4
97656,0.2
242184,0.2
253074,0.6
330263,0.2
379360,0.5
133856,0.3
168475,0.4
253797,0.2
457662,0.4
474712,1.1
411284,0.5
69090,0.5
576209,0.6
490437,0.3
487112,0.2
280066,0.3
338459,0.3
204365,0.2
556937,0.1
398158,0.3
285443,0.5
26854,0.6
425770,0.2
491112,0.3
406694,0.6
413517,0.2
425600,0.2
521012,0.4
188364,0.1
120848,0.2
535562,0.4
572348,0.9
322260,0.3
12186,1.1
55728,0.2
7005,0.2
303658,0.2
391600,0.2
94468,0.4
574112,0.7
307823,0.4
186460,0.3
287298,0.3
542662,0.3
28352,0.3
118944,0.3
154197,0.4
246161,0.4
201738,0.4
185899,0.4
277269,0.3
139231,0.2
377575,0.1
452337,0.8
567128,0.4
566561,0.7
228105,0.2
130749,0.2
519437,0.1
423207,0.2
447212,0.4
574139,0.2
134570,0.3
188950,0.4
100080,0.2
117174,0.2
568460,0.6
503187,0.3
364410,0.1
10256,0.2
477687,0.9
522337,0.3
6019,0.4
199560,0.3
569090,0.9
440807,0.5
499637,0.4
280589,0.3
511412,1.3
392826,0.2
338884,0.2
449037,0.7
441802,0.2
366146,0.1
243959,0.2
532837,0.3
249453,0.4
511012,0.3
407835,0.3
519387,0.1
59464,0.3
565031,0.4
498812,0.3
143761,0.2
455412,0.5
377114,0.4
530462,0.6
420196,0.4
230716,0.3
576002,0.9
138219,0.2
441626,0.3
304714,0.2
568595,0.7
327543,0.5
244504,0.0
416116,0.2
503062,0.2
207816,0.2
377454,0.4
570071,0.9
109834,0.2
130926,0.3
504537,0.1
386160,0.2
142455,0.1
46881,0.4
126629,0.4
89675,0.5
282136,0.5
27330,0.5
439929,0.5
245566,0.6
576893,0.6
565121,0.7
244803,0.3
457162,0.2
84508,0.3
319017,0.3
499287,0.3
241162,0.5
149464,0.3
576884,0.3
283292,0.5
450412,0.2
363184,0.2
557262,0.1
510812,0.4
233217,0.3
330482,0.3
254740,0.6
178603,0.2
70461,0.3
564284,1.0
568469,0.7
455262,0.8
573158,1.0
444662,0.6
572942,0.4
273517,0.1
91197,0.2
540712,0.1
310033,0.2
385516,0.2
485587,0.4
290553,0.8
339564,0.4
463837,0.8
422867,0.2
416407,0.3
289739,0.1
206687,0.2
408175,0.4
328867,0.2
536387,0.2
443912,0.2
152448,0.1
279020,0.2
444487,0.5
51091,0.2
424835,0.1
117589,0.2
566102,0.8
263928,0.1
10305,0.5
571052,0.8
359444,0.2
570890,0.9
550737,0.3
488412,0.4
567488,0.8
538462,0.2
68946,0.4
100830,0.3
428186,0.2
427,0.2
194919,0.3
521812,0.4
454862,1.4
529512,0.6
487812,0.5
158009,0.8
196228,0.4
474787,1.0
336164,0.2
554637,0.2
44405,0.3
466787,0.4
327167,0.4
523837,0.2
526712,0.3
197155,0.2
567974,1.0
419382,0.1
169259,0.2
263654,0.3
255097,0.7
321106,0.4
92005,0.2
480212,0.4
263867,0.2
423426,0.2
491187,0.5
440944,0.5
390446,0.2
99604,0.2
84167,0.2
162709,0.1
441171,0.2
471037,0.1
29932,0.3
334804,0.3
265488,0.2
399603,0.5
303694,0.1
551812,0.4
156263,0.2
214903,0.5
290026,0.5
577046,0.7
60622,0.3
72885,0.2
193136,0.2
3040,0.5
98123,0.3
41508,0.6
314185,0.2
146925,0.1
80164,0.2
573779,1.0
518887,0.0
24245,0.3
455587,0.4
529037,1.1
396628,0.1
401558,0.3
485387,0.2
84320,0.4
158577,0.5
571358,0.9
346848,0.2
96527,0.3
567884,0.9
277493,0.4
415436,0.3
475262,1.0
446912,0.2
280946,0.2
148106,0.1
100983,0.3
132141,0.2
523862,0.2
265122,0.5
249013,0.2
311720,0.2
304750,0.0
144951,0.4
219429,0.5
504437,0.2
235225,0.2
562574,0.2
541512,0.2
407034,0.2
555912,0.1
254511,0.3
435970,0.2
136270,0.1
34629,0.3
564491,0.6
15908,0.1
83938,0.2
236115,0.2
568982,0.7
217869,0.1
319321,0.3
538912,0.1
440430,0.2
311854,0.6
507762,0.2
516062,0.2
242541,0.3
538687,0.3
570926,0.7
544762,0.3
319782,0.3
150450,0.4
27400,0.3
128167,0.4
207877,0.1
571664,0.7
328223,0.1
206260,0.4
294208,0.2
124792,0.3
324872,0.1
402699,0.2
3922,0.1
536962,0.4
572159,0.8
146806,0.1
575462,0.6
568748,0.7
420111,0.3
281388,0.6
394320,0.3
113474,0.3
211873,0.6
238733,0.5
411624,0.2
419637,0.2
491287,0.9
283301,0.5
437549,0.5
121320,0.3
568397,0.4
562205,0.6
191934,0.2
263034,0.1
249309,0.0
357,0.4
322855,0.4
20156,0.6
442069,0.3
273694,0.3
226641,0.2
249810,0.2
543987,0.2
45952,0.5
276306,0.1
397563,0.2
317062,1.0
