,co
257502,0.3
217680,0.2
53324,0.1
123627,0.6
242828,0.5
570215,1.9
436189,1.1
342284,0.3
221380,0.5
500387,0.2
98276,0.3
112796,0.3
473662,0.5
240219,0.4
49922,0.2
564194,0.2
240756,0.6
171560,0.3
189069,0.6
96051,0.2
196551,0.4
49056,0.3
17944,0.4
11856,0.5
29393,1.1
389001,0.4
193185,0.6
492062,0.2
536737,0.2
34180,1.1
566120,0.7
548512,0.4
94315,0.2
502937,0.4
564860,0.6
142208,0.3
476187,0.1
28910,1.3
340450,0.3
462737,0.1
243627,0.2
314888,0.5
56453,0.3
563285,0.8
126510,0.1
498312,0.3
383865,0.3
237958,0.3
576887,0.4
152030,0.0
572069,0.8
369000,0.2
477287,0.7
572546,1.0
531412,0.4
445437,0.5
336540,0.4
100760,0.0
440424,0.3
23235,0.2
2479,0.1
508962,0.3
479362,0.0
14496,0.6
291452,0.2
108763,0.3
457287,1.4
212919,0.3
13852,0.2
431210,0.2
245993,0.2
113330,0.7
210827,0.3
230326,0.1
454912,1.6
126474,0.3
41780,0.6
470512,0.2
383306,0.1
119539,0.7
445512,0.7
445337,0.5
499187,0.3
155787,0.4
138825,0.0
558062,0.6
374950,0.4
350300,0.2
164597,0.3
245813,0.1
321786,0.1
24068,0.2
133508,0.4
473162,0.5
476312,0.5
441223,0.2
196942,0.3
376189,0.2
204783,0.6
4982,0.2
405795,0.4
54099,0.3
203404,0.4
209484,0.3
463237,0.2
541887,0.5
202773,0.2
72622,0.3
428696,0.2
272504,0.5
50553,0.3
549862,0.6
446212,0.4
441451,0.2
492187,0.4
445112,0.5
566084,0.8
264105,0.2
124078,0.3
60945,0.2
30518,0.3
120109,1.2
574319,0.5
105601,0.3
117223,0.3
573617,1.0
574121,0.7
307179,0.1
167404,0.3
541637,0.4
23354,0.2
530337,1.7
499112,0.4
226974,0.2
54416,0.1
329717,0.6
285706,0.2
142714,0.1
458462,0.8
6459,0.3
440872,0.6
492962,0.4
212221,0.3
506987,0.5
288250,0.2
61931,0.3
215855,0.1
564707,0.5
135165,0.3
520587,0.3
93958,0.1
447087,0.2
97955,0.4
575534,0.7
483737,0.3
199883,0.7
213276,0.4
522012,0.3
573320,0.3
46345,0.2
54556,0.2
453937,0.4
426790,0.1
23116,0.3
471787,0.8
572420,0.9
262677,0.2
122333,0.4
125915,0.3
349656,0.1
99640,0.2
501787,0.3
394575,0.2
225595,0.2
161890,0.2
107123,0.1
558837,0.4
376774,0.9
66081,0.4
228889,0.2
461037,0.4
340620,0.2
92160,0.2
498687,0.3
361605,0.2
570917,0.5
416492,0.3
222197,0.1
553037,0.2
487212,0.3
464987,0.3
563879,1.4
31382,0.2
168008,0.4
82876,0.3
28664,0.3
424920,0.1
115984,0.4
442562,0.1
144237,0.5
545512,0.1
203474,0.2
392316,0.1
157915,0.1
557212,0.2
132437,0.2
348221,0.3
81711,0.4
519362,0.2
457387,2.4
489812,0.4
132581,0.2
453087,0.2
42961,0.2
562547,0.4
560687,0.3
100650,0.2
426911,0.1
312704,0.6
572411,0.9
153162,0.1
576083,0.7
562475,0.4
486062,0.3
63597,0.2
366692,0.2
440391,0.2
306888,0.6
172665,0.3
548237,1.5
186137,0.2
84082,0.2
39869,0.3
203950,0.2
210207,0.4
288360,0.4
248418,0.6
567029,0.9
573959,0.7
93433,0.3
166153,0.6
472912,0.8
6648,0.2
514962,0.5
433250,0.2
130356,0.3
184794,0.1
326438,0.2
71789,0.1
488637,0.2
471487,0.4
352827,0.6
190805,0.2
318628,0.4
575822,0.8
477637,0.7
22011,0.6
255216,0.7
62205,0.2
300488,0.1
444162,0.3
363439,0.2
543462,0.4
563132,0.8
393761,0.2
58036,0.2
19799,0.5
335739,0.1
218785,0.3
164548,0.2
211278,0.2
273090,0.5
145198,0.1
153885,0.2
126950,0.2
186887,0.2
508812,0.1
58308,0.1
175759,0.2
145378,0.1
141503,0.3
199001,0.5
555387,0.2
480037,0.2
371769,0.3
105518,0.3
408260,0.4
324313,0.2
510562,1.1
33585,0.4
133737,0.3
137709,0.3
572888,0.4
345063,0.1
106827,0.3
70093,0.3
278708,0.6
136508,0.2
297402,0.4
259372,0.4
458287,0.3
213193,0.4
534412,0.1
570899,0.9
277233,0.3
220547,0.3
409244,1.3
21023,0.1
358741,0.3
158000,0.6
488712,0.4
226309,0.2
355243,0.1
67875,0.2
577013,0.7
439880,0.2
54938,0.1
570719,0.8
497887,0.3
534362,0.2
567704,0.7
449712,0.3
221093,0.4
242123,0.2
60597,0.0
559612,0.4
534812,0.8
355498,0.1
321750,0.2
118660,0.2
424276,0.4
338374,0.4
573608,1.5
435375,0.3
565193,0.3
370664,0.3
253620,0.9
570161,0.9
342503,0.2
547112,0.2
513312,0.4
233132,0.3
563303,1.0
101068,0.0
325078,0.2
258658,0.5
387131,0.2
575273,0.3
124545,0.4
440801,0.5
408600,0.2
293273,0.2
568820,0.8
389730,0.3
90355,0.3
223633,0.1
430991,0.2
201583,0.7
468837,0.1
428235,0.2
571934,0.8
183772,0.4
147246,0.2
167011,0.3
251827,0.2
449812,0.2
129022,0.2
452662,0.2
375241,0.1
347675,0.3
264655,0.2
530362,1.7
173736,0.5
460887,0.5
184318,0.3
184163,0.4
381655,0.3
244103,0.2
258133,0.2
91446,0.2
366947,0.2
513637,0.3
89293,0.3
468887,0.1
142004,0.2
482312,0.2
440118,0.3
204069,0.2
311138,0.3
91385,0.2
206855,0.3
345658,0.3
260764,0.3
246671,0.5
441867,0.2
48437,0.1
231073,0.2
39784,0.2
569387,1.1
482012,0.2
112879,0.4
85128,0.4
442232,0.1
170056,0.2
107373,0.4
413347,0.2
510962,0.3
442262,0.2
456637,1.4
565409,0.3
558987,0.4
338070,0.2
135522,0.4
222078,0.1
116103,0.3
389766,0.3
175521,0.3
540462,0.2
102720,0.4
83581,0.5
361994,0.2
167999,0.4
413396,0.3
345403,0.2
454062,0.3
84618,0.2
296722,0.4
571907,0.7
93397,0.3
210802,0.3
32087,0.5
475562,0.2
102413,0.3
216618,0.3
569540,0.6
384120,0.2
521837,0.3
114843,0.4
54157,0.2
3193,0.2
18548,0.1
562448,0.3
556362,0.5
389305,0.2
420997,0.2
255701,0.1
525012,0.4
28435,0.3
116543,0.3
317997,0.8
244565,0.2
438824,0.2
445737,1.1
114129,0.7
574409,0.8
551587,0.2
152021,0.4
15553,0.5
1423,0.4
253550,0.9
298252,0.3
6291,0.4
434950,0.3
413311,0.2
274826,0.1
173855,0.3
362795,0.2
503337,0.2
132379,0.1
71850,0.2
474512,0.2
204545,0.1
536662,0.5
441165,0.2
154231,0.1
469937,0.1
2930,1.0
167355,0.2
435169,0.3
548362,0.5
291318,0.5
505687,0.1
521937,0.5
151673,0.1
183485,0.1
397648,0.2
457437,0.3
282648,0.3
305005,0.1
246646,0.5
537837,0.0
518437,0.2
44798,0.2
35273,0.6
12009,0.2
494462,1.1
456412,0.5
137981,0.2
545262,0.8
147102,0.1
478912,0.1
575426,0.6
252870,0.2
574094,0.6
159897,0.3
492137,0.3
144664,0.1
200835,0.4
385006,0.2
306293,0.3
408479,0.4
571682,0.8
4102,0.5
571619,0.8
502212,0.4
488562,0.4
41899,0.6
156014,0.3
463362,0.2
434574,0.2
305309,0.1
160097,0.2
185508,0.1
530912,0.3
170141,0.3
369340,0.2
530962,0.3
111249,0.3
150535,0.3
274707,0.0
180370,0.2
444712,0.2
63359,0.1
494237,0.7
36775,0.2
531787,0.7
488687,0.4
144475,0.2
573536,0.6
542737,0.2
570404,0.8
49830,0.3
563312,0.8
125055,0.6
134698,0.1
382845,0.5
152091,0.2
283838,0.3
267621,0.4
575858,0.7
316758,0.3
472237,0.4
500037,0.5
173498,0.3
576326,0.9
112964,0.7
150926,0.3
576941,0.7
109800,0.3
12875,0.2
133142,0.3
457412,0.2
475837,1.1
187183,0.1
376810,0.7
129498,0.4
189673,0.1
275966,0.1
58701,0.3
515787,0.2
62764,0.3
532587,0.5
236710,0.1
544837,0.2
371550,0.2
5662,0.5
306803,0.4
346933,0.2
565445,0.2
521887,0.2
146211,0.1
574283,0.6
428320,0.3
412304,0.2
325127,0.2
202535,0.3
216212,0.3
140228,0.2
91767,0.2
287121,0.2
81855,0.4
125387,0.5
473812,0.2
492912,0.4
258692,0.2
416286,0.2
142159,0.1
522162,0.3
473862,0.2
447462,0.3
42274,0.4
557012,0.2
69422,0.2
517812,0.5
24032,0.3
155540,0.7
394781,0.2
159372,0.2
373371,0.2
167761,0.2
217808,0.2
56716,0.3
350215,0.2
440983,0.2
209603,0.3
202214,0.7
362285,0.2
205665,0.4
515212,1.0
573185,0.4
544637,0.3
56682,0.3
75240,0.4
57823,0.2
500487,0.2
134009,0.2
270576,0.3
557412,0.4
249419,0.3
574490,0.7
343752,0.4
66447,0.4
106519,0.4
507887,0.6
246756,0.8
562187,0.6
562421,0.5
380246,0.4
263452,0.2
490237,0.4
326268,0.2
518212,0.4
568811,0.7
479162,0.1
295241,0.3
472537,0.2
299102,0.3
346034,0.3
314803,0.4
299684,0.1
139397,0.2
451662,0.2
150297,0.4
324532,0.4
515537,0.2
471187,0.1
518387,0.3
211220,0.2
413687,0.3
52779,0.2
63204,0.3
36894,0.4
122641,0.1
171093,0.9
240567,0.8
520562,0.1
413226,0.2
159347,0.1
281992,0.4
158299,0.1
214000,0.5
218477,0.4
109239,0.3
451862,0.2
172988,0.3
575885,0.6
569684,0.9
69873,0.3
514662,0.2
443862,1.0
577280,0.4
49913,0.5
264359,0.3
218165,0.4
574328,0.3
529237,0.9
74645,0.2
575597,0.7
565499,0.2
494862,0.8
380295,0.4
267179,0.1
186222,0.5
560437,0.5
565922,0.7
441301,0.2
441184,0.2
70837,0.0
572951,0.5
471612,0.4
186707,0.3
17596,0.1
234322,0.3
229042,0.2
531087,0.6
555262,0.1
328697,0.7
5339,0.1
573806,0.6
254572,0.3
529762,0.2
168246,0.3
55057,0.1
134103,0.5
160644,0.6
442017,0.3
565265,0.5
227605,0.3
178902,0.2
525662,0.4
103782,0.4
469212,0.2
506812,0.3
27483,0.6
11558,0.1
114495,0.6
480712,0.1
30814,0.4
239972,0.3
564401,0.8
179859,0.3
62050,0.4
562322,0.7
522612,0.3
555612,0.2
113449,0.5
130237,0.5
155302,0.2
201073,0.4
484737,0.4
370615,0.3
248135,0.5
564140,1.0
309948,0.2
305139,0.2
187412,0.4
58106,0.2
8848,0.2
164249,0.3
379530,0.2
325467,0.2
303609,0.1
541837,0.3
491087,0.4
451812,0.2
24117,0.5
577121,0.6
141207,0.1
45595,0.2
327968,0.2
56929,0.3
35792,0.2
442256,0.1
565022,0.6
377199,0.4
62169,0.3
186469,0.2
204841,1.5
222017,0.2
63478,0.1
394101,0.2
535962,0.4
166571,0.2
229850,0.2
194681,0.3
568334,0.9
146056,0.2
141622,0.3
430105,0.4
35527,0.6
293783,0.3
306499,0.1
52566,0.2
61421,0.2
452162,0.2
230503,0.3
11973,0.2
469012,0.3
444812,0.2
453287,0.3
392741,0.1
574652,0.6
183366,0.2
391976,0.1
75301,0.2
8076,0.2
183058,0.3
362115,0.2
233812,0.3
576794,0.6
306038,0.3
565112,0.4
192172,0.3
112140,1.1
418532,0.2
304204,0.3
254978,0.5
310422,0.2
232265,0.2
157118,0.1
124426,0.3
109120,0.3
565841,0.5
21822,0.4
216499,0.3
564068,1.0
132498,0.1
446262,0.4
242029,0.2
28172,0.2
242779,0.2
343837,0.3
54547,0.3
198931,0.5
309232,0.3
440580,0.4
31263,0.1
526112,0.3
229127,0.2
440385,0.3
220794,0.5
404399,0.2
448862,0.2
202391,0.2
502312,0.2
474212,0.4
265430,0.1
320171,1.0
449837,0.1
247336,0.3
281934,0.2
103910,0.2
122223,0.3
219380,0.2
318968,0.2
234526,0.3
554262,0.2
465212,0.4
565580,0.9
487012,0.2
138623,0.2
101901,0.2
216261,0.3
204271,0.6
369474,0.1
79926,0.6
79084,0.2
68470,0.3
502412,0.1
389475,0.2
26616,0.4
64917,0.2
440885,0.2
525362,0.3
252241,0.5
350434,0.2
547912,1.0
403258,0.2
555887,0.4
135318,0.2
446612,0.2
218834,0.4
163670,0.9
475237,0.8
41160,0.7
49673,0.1
554112,0.2
398194,0.3
120015,0.4
134927,0.4
576056,0.7
85332,0.2
485562,0.2
165082,1.0
201619,0.3
465912,0.2
562223,0.9
388710,0.2
185993,0.2
111844,0.3
466612,0.4
571349,0.8
537462,0.3
527887,0.6
190387,0.1
479412,0.1
226632,0.2
364155,0.1
41542,0.5
561212,0.3
56240,0.4
285980,0.2
266312,0.6
204127,1.0
170855,0.2
541462,0.1
155848,0.2
485337,0.4
462512,0.2
90151,0.4
563969,0.8
474662,2.1
355037,0.4
461412,0.7
310592,0.3
455162,1.2
203676,0.2
281815,0.2
351928,0.1
177914,0.2
488937,0.2
560412,0.6
276400,0.1
574661,0.6
112369,0.5
573329,0.7
97919,0.3
569612,1.0
240924,0.2
499487,0.3
516887,0.2
28163,0.3
447237,0.3
48379,0.2
266144,0.2
455562,0.3
297062,0.3
11939,0.4
37882,0.3
199169,0.7
461687,1.4
76098,0.3
543312,0.3
188425,0.1
447662,0.2
142397,0.1
566849,0.8
42054,0.9
366061,0.1
155253,0.1
484612,0.2
153339,0.5
248714,0.2
375375,1.1
144127,0.2
134213,0.3
84746,0.4
181203,0.4
367372,0.1
451112,0.3
209291,0.1
336504,0.2
503287,0.2
523487,0.1
396069,0.2
438350,0.2
400283,0.3
454387,0.2
574760,0.6
477612,0.4
532687,0.4
474887,1.0
531037,0.2
409450,0.2
529937,1.2
27638,0.3
355753,0.3
75945,0.1
292642,0.7
39667,0.4
10375,0.2
338920,0.2
90782,0.2
276732,0.4
378085,0.2
98251,0.3
312230,0.3
509812,0.2
193194,0.5
168426,0.3
532737,0.4
242303,0.2
156559,0.3
524012,0.2
574085,1.0
23949,0.2
571277,0.9
382250,0.3
573005,0.8
357005,0.3
74398,0.4
455862,0.6
76848,0.8
290638,1.2
349401,0.2
437670,0.7
576380,0.1
500862,0.6
577058,0.6
519662,0.5
125030,0.6
231798,0.3
270363,0.2
554287,0.3
35866,0.3
540312,0.1
472662,0.4
335860,0.1
289227,0.3
204832,0.9
303207,0.0
280863,0.2
348100,0.2
261597,0.4
172393,0.3
207212,0.4
57228,0.3
465487,0.2
401084,0.3
494412,1.1
92499,0.3
444637,0.6
46226,0.3
234798,0.2
245124,0.2
560987,0.3
386925,0.2
214009,0.6
34867,0.3
176293,0.2
456612,1.0
351467,0.4
40574,0.1
418447,0.4
278802,0.3
286099,0.3
124341,0.2
575552,0.7
424616,0.2
266501,0.1
248537,0.3
243194,0.4
414331,0.3
50885,0.3
58878,0.1
521287,0.2
445137,0.3
398364,0.3
234084,0.5
16680,0.1
563708,1.1
440768,0.2
362030,0.2
538237,0.3
577040,0.6
442637,0.3
1021,0.4
563492,0.9
468487,0.1
513687,1.0
34290,0.7
564176,0.5
150212,0.3
520187,0.3
244446,0.2
149107,0.3
164393,0.4
59581,0.3
317863,0.4
10543,0.5
576908,0.6
287536,0.5
349535,0.3
328308,0.2
566660,0.9
546187,0.3
190863,0.3
381181,0.2
62932,0.2
322381,0.3
287680,0.7
83590,0.6
201821,0.5
10613,0.2
298167,0.3
229136,0.2
42662,0.9
564689,0.7
562466,0.3
532262,0.3
198882,0.2
154280,0.3
81940,0.8
490487,0.3
458737,2.2
493912,0.4
572438,0.9
525262,0.2
61253,0.1
231134,0.1
224338,0.3
569864,1.0
154671,0.3
383816,0.2
318288,0.1
406524,0.2
441139,0.3
15089,0.2
81891,0.3
483862,0.2
214070,0.4
255607,0.2
442088,0.3
558512,0.2
273124,0.3
294937,0.3
7088,0.2
28987,2.3
479637,0.3
446862,0.2
571142,0.7
144152,0.3
304289,0.4
176318,0.2
527137,0.4
220974,0.2
45085,0.6
460362,0.4
109111,0.4
520712,0.4
569216,0.8
424531,0.2
191330,0.4
422491,0.2
566489,1.0
148665,0.2
4600,0.3
501987,0.4
350081,0.1
400659,0.2
114913,0.3
490812,0.3
481387,0.4
440476,0.2
81107,0.3
110593,0.4
378801,0.3
391806,0.1
136117,0.3
518687,0.2
558112,0.3
546687,0.2
184758,0.2
175723,0.3
440762,0.3
352778,0.1
569936,1.0
547462,0.3
372485,0.2
426316,0.2
568370,0.8
570224,0.6
244069,0.3
511462,1.7
217119,0.2
462387,0.3
398874,0.2
185816,0.2
266584,0.2
56871,0.3
181832,0.3
495487,0.5
573455,0.9
75707,0.8
483387,0.5
545837,0.3
77705,0.3
99927,0.1
463912,0.4
545562,0.5
62501,0.1
512137,0.5
483687,0.5
508887,0.3
16265,0.2
491337,0.6
47247,0.3
243315,0.2
493862,1.1
311527,0.4
202452,0.3
184877,0.2
125879,0.3
231300,0.1
317948,0.2
110117,0.0
433129,0.2
416881,0.4
57286,0.1
235758,0.1
294257,0.3
423390,0.3
389985,0.3
565382,0.2
40260,0.3
36335,0.3
157524,0.9
281339,0.3
401424,0.2
539237,0.3
414841,0.1
14447,0.3
259204,0.2
137053,0.2
554762,0.3
301766,0.1
202034,0.7
272971,0.6
447712,0.2
463637,0.7
373505,0.2
265845,0.3
442587,0.3
255811,0.3
103266,0.2
441900,0.2
569261,0.6
157176,0.2
157286,0.3
245575,0.3
323656,0.2
379821,0.2
561287,0.3
280683,0.4
516187,0.3
213812,0.3
350166,0.1
300158,0.3
288241,0.5
207841,0.2
50434,0.2
124673,0.3
93253,0.3
554012,0.2
220617,0.2
356008,0.3
22725,0.5
374051,0.1
224457,0.3
440989,0.2
395121,0.1
519862,0.3
327288,0.2
322090,0.5
83114,1.4
566093,0.9
255225,0.1
228303,0.3
13196,0.8
94681,0.3
104386,0.2
227425,0.3
110178,0.2
29871,0.4
176641,0.2
414622,0.2
175094,0.3
17776,0.1
243593,0.5
71432,0.2
307009,0.2
444862,0.3
479287,0.2
213074,0.4
264408,0.4
185032,0.1
84201,0.2
443387,0.2
169308,0.3
120170,0.4
242242,0.3
534287,0.7
553637,0.3
335824,0.2
360500,0.2
566246,0.6
106052,0.3
393676,0.2
270695,0.2
265131,0.2
2122,0.4
11284,0.3
530612,0.4
476287,0.2
17300,0.1
565427,0.6
561262,0.4
530887,0.2
574976,0.6
322345,0.5
72503,0.1
478887,0.5
445087,0.3
553362,0.2
34474,0.2
466387,0.2
444412,0.3
189911,0.1
19561,0.4
53003,0.0
193695,0.1
253108,0.3
292812,0.6
497787,0.4
570044,0.9
538837,0.3
160263,0.4
491137,0.4
443737,0.2
574787,0.7
89556,0.4
55032,0.1
375630,0.5
533237,0.3
518562,0.5
372279,0.6
440489,0.5
538187,0.2
324107,0.1
301256,0.3
224219,0.4
331332,0.2
444962,0.5
462237,0.2
308467,0.3
481237,0.3
443237,0.1
429886,0.2
88664,0.3
514737,0.4
145735,0.1
22368,0.5
442075,0.2
563033,0.9
334634,0.2
536887,0.3
316977,0.8
523087,0.2
495087,0.4
37763,0.3
104173,0.2
361399,0.3
21703,0.3
474987,0.3
514587,0.6
243230,0.2
235200,0.4
531712,1.2
325807,0.2
248467,0.4
102483,0.3
172546,0.3
394065,0.2
254417,0.3
467137,0.5
152769,0.3
565877,0.5
459937,0.6
573122,0.4
113900,0.5
98312,0.3
364544,0.3
577049,0.7
373541,0.2
249428,0.3
568577,0.8
132913,0.2
347930,0.4
486537,0.5
180880,0.2
545937,0.2
268365,0.2
220819,0.5
283530,0.5
446762,0.2
385225,0.2
576758,1.5
327762,0.2
496887,0.4
65747,0.3
284015,0.8
517512,0.3
258063,0.3
30399,0.3
64360,0.2
448762,0.2
130154,0.6
171450,0.1
523012,0.3
356240,0.3
114605,0.4
15387,0.5
182140,0.3
160570,1.4
525037,0.2
77656,0.4
133771,0.3
537962,0.3
358777,0.4
440248,0.2
239685,0.3
324362,0.1
548687,0.3
440749,0.2
488462,0.4
4151,0.8
416456,0.2
550662,0.9
440099,0.6
233846,0.2
51365,0.3
281458,0.4
543387,0.2
467112,0.4
466462,0.4
271818,0.2
44490,0.3
93720,0.1
180736,0.1
59734,0.2
443612,0.6
27687,0.3
279152,0.6
163679,1.2
64156,0.3
436019,0.2
64751,0.2
37797,0.2
473237,0.3
320462,0.9
385735,0.2
191995,0.1
206294,0.3
551312,0.3
269399,0.4
151249,0.2
505187,0.1
388831,0.2
408309,0.4
540737,0.2
91980,0.2
349486,0.1
215498,0.2
185710,0.3
149022,0.2
303524,0.1
283768,0.5
234001,0.3
307483,0.2
42772,0.3
439200,0.2
204237,0.9
118730,0.2
163421,1.7
81058,0.3
530662,0.4
568307,0.6
378340,0.2
564293,1.1
567848,0.8
348976,0.1
374986,0.1
111963,0.2
339734,0.3
135403,0.4
127978,0.9
563753,0.9
86913,0.5
248357,0.9
433165,0.2
541312,0.1
513437,0.6
397223,0.1
160949,0.4
354223,0.1
500537,0.2
395340,0.2
166178,0.4
133975,0.3
441490,0.2
544037,0.2
309912,0.4
53623,0.2
211150,0.3
533937,0.5
461762,0.2
535462,0.3
311478,0.2
466512,0.4
157475,0.4
80308,0.3
244495,0.4
157414,0.8
513237,1.1
574922,0.6
532937,0.4
70212,0.2
334124,0.1
230835,0.2
487887,0.4
239862,0.2
574418,0.8
271232,0.1
119099,0.3
570134,1.2
566714,0.8
221176,0.5
462687,0.1
561612,0.4
324653,0.2
539562,0.3
346459,0.4
319187,0.2
422782,0.2
93635,0.5
113211,0.8
548862,0.3
470487,0.1
247455,0.7
118056,0.5
501537,0.6
514387,1.3
174032,0.3
466887,0.4
406354,0.3
246112,0.2
51580,0.3
355547,0.3
436869,0.5
5781,0.6
157558,0.5
272922,0.2
256287,0.6
574850,0.6
348855,0.2
388321,0.4
136773,0.4
544237,0.4
467687,0.2
61967,0.2
558662,0.3
186613,0.3
229246,0.3
334585,0.1
494187,0.2
286777,0.3
86879,0.4
151081,0.2
573095,0.4
208759,0.7
270338,0.3
491887,0.5
116900,0.4
430615,0.2
486687,0.5
203532,0.5
54666,0.3
400149,0.2
192828,0.3
577082,0.5
40635,0.2
557237,0.2
455987,0.5
23199,0.3
576839,0.9
409620,0.8
441412,0.2
289559,0.9
473012,0.5
452837,0.3
462712,0.3
248144,0.5
30875,0.3
137828,0.4
166620,0.3
457612,0.5
566993,1.1
62016,0.3
171035,0.2
375460,0.2
483712,0.3
86675,0.3
194205,0.4
447537,0.8
126748,0.2
141326,0.1
441093,0.2
39200,0.1
521562,0.5
189545,0.3
566750,0.9
495837,1.0
564473,0.9
274765,0.3
573689,0.3
106113,0.3
28044,0.4
237900,0.2
509462,0.4
262583,0.2
540662,0.1
509512,0.3
369219,0.6
8491,0.3
75002,0.9
532137,0.3
358499,0.3
97122,0.2
257978,0.2
366195,0.2
13315,0.2
89089,0.6
440632,0.2
84975,0.3
353932,0.3
140203,0.1
402918,0.2
516837,0.1
118328,0.3
440788,0.3
558312,0.3
338034,0.2
561187,0.6
91327,0.2
465012,0.3
574391,0.8
503212,0.2
188865,0.3
450212,0.2
75027,0.5
181926,0.1
482562,0.4
151377,0.1
231349,0.1
476912,0.4
208283,0.4
228328,0.2
110227,0.4
567173,0.3
524837,0.3
442537,0.2
274399,0.5
448512,0.3
430651,0.2
507712,0.2
194360,0.2
568568,0.7
53028,0.2
524462,0.3
545962,0.4
238791,1.1
20464,0.2
210079,0.7
263739,0.7
549462,0.8
256058,0.3
50611,0.4
274518,0.4
176937,0.3
150178,0.4
573212,1.0
104139,0.4
222518,0.2
564698,0.5
526662,0.3
445012,0.3
138589,0.2
408430,0.4
459987,0.3
395085,0.3
444687,0.9
571952,0.7
563771,0.7
560037,0.6
87187,0.2
153910,0.1
73956,0.6
479837,0.2
532012,0.2
511637,0.3
575111,0.6
122403,0.3
168985,0.6
557512,0.3
95514,0.2
31104,0.2
267893,0.2
248620,0.4
513912,0.3
65639,0.3
417816,0.2
493512,0.4
153245,0.5
446887,0.3
160014,0.2
506262,0.1
302913,0.1
175604,0.4
571484,0.9
217323,0.3
310713,0.2
11641,0.4
111689,0.4
95038,0.6
36146,0.6
323231,0.3
391551,0.1
81464,0.4
529887,1.0
27458,0.5
147594,0.2
128643,0.1
388795,0.2
9710,0.4
29981,0.2
19168,0.3
291063,0.3
561512,0.3
47238,0.4
573401,0.7
566822,0.9
473362,0.4
488587,0.1
466237,0.2
426571,0.2
412134,0.2
46403,0.8
450512,0.4
551187,0.2
315957,0.7
487337,0.2
46464,0.4
177557,0.3
68495,0.3
558462,0.4
565283,0.4
446237,0.5
300194,0.2
229161,0.2
13697,0.2
571565,0.8
215080,0.2
249572,0.2
570557,1.0
510587,0.4
431416,0.2
215785,0.3
141146,0.2
334840,0.1
182234,0.3
524787,0.3
153791,0.3
106290,0.2
445062,0.4
502587,0.4
154716,0.6
88435,0.3
564788,0.4
53504,0.2
468012,0.1
441939,0.1
222554,0.1
498562,0.2
143273,0.1
534987,0.2
123532,0.5
261429,0.2
88792,0.3
29236,2.1
488537,0.3
262619,0.2
392061,0.1
452562,0.1
565769,0.8
97171,0.1
313760,0.1
434865,0.2
112259,0.8
32215,0.4
75896,0.3
286624,0.4
409705,0.3
395461,0.2
402444,0.2
59743,0.0
531837,0.8
498737,1.0
550587,0.5
167889,0.4
65962,0.5
59354,0.1
159408,0.2
122605,0.2
510062,0.5
84414,0.5
271113,0.2
131714,0.5
421981,0.4
93244,0.2
457512,0.3
131357,0.2
174508,0.2
315313,0.3
575210,0.6
57430,0.3
279996,0.5
573770,0.5
391636,0.2
224466,0.2
43727,0.3
288717,0.7
182463,0.3
444437,0.5
131308,0.2
256049,0.5
316928,0.4
189792,0.0
43044,0.2
424665,0.2
8931,0.3
247812,0.4
316297,0.2
557562,0.3
178356,0.3
556887,0.2
550187,0.2
485412,0.2
134579,0.1
569846,1.1
575606,0.6
65556,0.2
551462,0.2
231183,0.2
93729,0.2
252016,0.3
188782,0.1
359565,0.2
203712,0.1
54276,0.1
440404,0.4
95337,0.3
423730,0.2
52411,0.3
36930,0.5
565211,0.4
79987,0.2
423001,0.3
259024,0.2
551087,0.4
292047,0.4
191638,0.1
500512,0.3
288598,0.4
240482,0.5
123081,0.2
322041,0.2
28639,0.3
69388,0.2
196084,0.2
29227,0.9
42842,0.6
94706,0.3
196109,0.3
472187,0.6
505762,0.3
401509,0.2
124972,0.3
107303,0.5
498762,0.2
108036,0.4
554337,0.4
486637,0.5
432194,0.1
286505,0.5
518662,0.3
161948,0.4
441698,0.2
37119,0.2
565967,0.7
234169,0.3
321361,0.2
57167,0.1
315653,0.6
30280,0.2
461237,0.4
408394,0.4
410434,0.3
166144,0.5
516237,0.2
318203,0.5
469787,0.3
75478,0.2
350957,0.3
572636,0.8
549837,0.5
385346,0.2
265012,0.2
496712,0.4
208045,0.3
37952,0.4
546762,0.1
357309,0.2
504362,0.3
186970,0.3
162886,0.4
131036,0.6
549612,0.6
329838,0.3
50696,0.3
435339,0.3
75741,0.9
136425,0.1
554087,0.3
265668,0.1
62739,0.3
508537,0.5
441087,0.1
169616,0.2
224015,0.2
363949,0.2
155311,0.2
459887,2.1
184843,0.3
377781,0.2
342163,0.5
270125,0.2
24544,0.2
176928,0.3
32514,0.5
7411,0.4
399469,0.2
557937,0.4
258191,0.6
134817,0.2
366231,0.2
171475,0.3
143770,0.2
356155,0.2
13459,0.2
520262,0.1
259085,0.2
230196,0.2
449187,0.3
115328,0.1
110831,0.2
481787,0.3
418362,0.2
447487,0.2
96823,0.3
13791,0.2
26259,0.6
143334,0.3
516637,0.1
190616,0.4
161367,0.2
137044,0.3
440664,0.2
449487,0.3
34916,0.5
92209,0.6
217000,0.2
389681,0.2
461087,0.5
108635,0.4
46547,0.5
520437,0.5
235816,0.5
285111,0.3
542637,0.3
575984,0.7
517687,0.5
45680,0.2
536637,0.3
21737,0.1
207697,0.6
72970,0.2
524112,0.2
349826,0.1
544562,0.5
