,aqi_pm25
5544,safe
1016494,safe
1068003,safe
78303,unhealthy for sensitive groups
730128,safe
1156325,safe
18882,safe
410761,unhealthy for sensitive groups
788125,safe
1024923,unhealthy for sensitive groups
1049870,unhealthy for sensitive groups
26739,safe
393833,safe
1150433,safe
485287,unhealthy for sensitive groups
1055466,safe
755942,unhealthy for sensitive groups
283097,safe
24291,safe
1086266,safe
1024373,unhealthy for sensitive groups
910593,safe
438156,safe
432559,unhealthy for sensitive groups
939845,safe
967932,safe
519803,safe
637615,safe
40554,safe
1030049,safe
845632,safe
599181,safe
227071,unhealthy for sensitive groups
721630,safe
600480,unhealthy for sensitive groups
626752,safe
251753,safe
912554,safe
250063,safe
333433,safe
1093482,safe
801608,safe
167941,safe
622162,safe
1093447,safe
1098791,safe
385137,unhealthy for sensitive groups
983074,safe
232441,safe
762219,safe
1094238,unhealthy for sensitive groups
20592,safe
874580,safe
401425,unhealthy for sensitive groups
612362,safe
56030,safe
485149,unhealthy for sensitive groups
376691,unhealthy for sensitive groups
194820,unhealthy for sensitive groups
338782,safe
432106,safe
297035,unhealthy for sensitive groups
981355,safe
30240,unhealthy for sensitive groups
329881,safe
415413,safe
1154332,unhealthy for sensitive groups
53869,safe
1036866,safe
764983,unhealthy for sensitive groups
622589,safe
1087117,safe
1044418,safe
214342,unhealthy for sensitive groups
1037257,unhealthy for sensitive groups
1114710,unhealthy for sensitive groups
118325,safe
70662,safe
373070,unhealthy for sensitive groups
478694,safe
1093537,unhealthy for sensitive groups
317354,safe
1019348,safe
1116748,safe
422732,safe
1099785,unhealthy for sensitive groups
518226,unhealthy for sensitive groups
1032133,safe
997307,safe
349877,safe
226180,unhealthy for sensitive groups
557641,unhealthy for sensitive groups
745788,unhealthy for sensitive groups
1072834,unhealthy for sensitive groups
551039,safe
57957,safe
91447,unhealthy for sensitive groups
169569,safe
744242,safe
654878,safe
1160635,safe
458649,safe
487702,safe
247166,safe
35604,safe
39321,safe
1123593,safe
419738,safe
542046,safe
769345,safe
457891,unhealthy for sensitive groups
369090,safe
1012847,safe
425334,safe
885368,unhealthy for sensitive groups
276638,unhealthy for sensitive groups
865094,safe
997564,safe
586933,safe
109150,unhealthy for sensitive groups
972262,safe
1100535,safe
741875,safe
686533,unhealthy for sensitive groups
876557,safe
26334,safe
79095,unhealthy for sensitive groups
601236,safe
436920,safe
1054334,safe
582632,unhealthy for sensitive groups
963875,safe
7020,unhealthy for sensitive groups
463910,safe
277274,unhealthy for sensitive groups
686975,safe
153072,unhealthy for sensitive groups
828809,safe
805607,safe
676801,unhealthy for sensitive groups
25227,safe
534358,safe
862299,safe
574240,unhealthy for sensitive groups
376184,unhealthy for sensitive groups
1019760,safe
771463,safe
936922,safe
465844,safe
883340,safe
349926,safe
207622,unhealthy for sensitive groups
514608,safe
634348,safe
1103591,safe
30231,safe
1125672,safe
929216,safe
1018973,unhealthy for sensitive groups
405892,unhealthy for sensitive groups
15021,safe
148562,safe
1043887,safe
1063226,safe
290180,safe
1087656,safe
5184,safe
110177,safe
1086422,safe
240953,safe
540011,unhealthy for sensitive groups
564860,safe
166147,safe
1097612,safe
1022493,unhealthy for sensitive groups
215864,safe
888260,safe
491476,unhealthy for sensitive groups
811357,safe
199170,unhealthy for sensitive groups
456128,safe
804961,safe
582763,unhealthy for sensitive groups
270461,safe
1132945,safe
1075001,safe
1144087,unhealthy for sensitive groups
257846,safe
438649,safe
1148973,safe
13464,safe
545139,safe
178643,safe
197267,safe
39816,safe
331345,safe
1073311,safe
392685,safe
6552,safe
508969,safe
1101932,unhealthy for sensitive groups
5058,safe
558195,safe
964114,safe
1117113,unhealthy for sensitive groups
848778,safe
36639,safe
709963,safe
200436,safe
634267,safe
23823,safe
10647,safe
383243,safe
312928,safe
83692,safe
801296,safe
998561,unhealthy for sensitive groups
679236,unhealthy for sensitive groups
1080179,safe
41769,safe
1044227,safe
320104,safe
525324,safe
230939,safe
981319,safe
1090277,unhealthy for sensitive groups
377328,safe
1084045,safe
1116295,safe
29736,safe
550811,safe
6417,safe
535999,safe
770094,safe
697541,safe
136493,safe
518960,safe
632028,safe
859732,safe
1015163,safe
1104934,safe
44126,safe
706516,safe
624501,safe
515023,safe
41688,safe
1035455,safe
1100927,unhealthy for sensitive groups
19386,safe
1010000,unhealthy for sensitive groups
764070,safe
382644,safe
667230,unhealthy for sensitive groups
579529,safe
590424,safe
998913,safe
130275,unhealthy for sensitive groups
1037961,safe
337451,safe
489448,unhealthy for sensitive groups
564306,safe
118683,safe
1040662,safe
1049403,safe
3582,safe
481581,unhealthy for sensitive groups
1012045,unhealthy for sensitive groups
327692,unhealthy for sensitive groups
372647,unhealthy for sensitive groups
323695,unhealthy for sensitive groups
1070741,safe
1296,safe
926342,safe
282576,safe
1000044,safe
477545,safe
758316,safe
656317,unhealthy for sensitive groups
85269,safe
655321,safe
603779,safe
53992,safe
730197,safe
354686,safe
479835,unhealthy for sensitive groups
453357,safe
5337,safe
610828,safe
104996,safe
748160,safe
1053252,safe
854979,safe
20511,unhealthy for sensitive groups
920873,safe
276564,unhealthy for sensitive groups
383207,safe
863853,safe
34155,safe
526258,safe
748346,safe
278917,unhealthy for sensitive groups
207891,safe
81309,unhealthy for sensitive groups
840294,safe
877215,unhealthy for sensitive groups
1108281,unhealthy for sensitive groups
1006196,safe
1007478,safe
189389,safe
1121780,safe
1109913,safe
583901,unhealthy for sensitive groups
1010660,safe
205572,unhealthy for sensitive groups
154306,safe
366107,unhealthy for sensitive groups
1034951,unhealthy for sensitive groups
1157746,safe
1057095,safe
86139,unhealthy for sensitive groups
986718,unhealthy for sensitive groups
32418,safe
18324,safe
617574,safe
246346,safe
310424,unhealthy for sensitive groups
52067,safe
258482,safe
1058769,unhealthy for sensitive groups
846983,safe
1048228,unhealthy for sensitive groups
22041,safe
845818,safe
389599,safe
563891,unhealthy for sensitive groups
879784,safe
822516,safe
115437,safe
658029,unhealthy for sensitive groups
1060133,safe
43593,safe
1001984,safe
997819,safe
1165279,safe
67105,unhealthy for sensitive groups
631108,unhealthy for sensitive groups
99463,safe
13824,safe
121796,safe
1075732,unhealthy for sensitive groups
774092,safe
1058594,unhealthy for sensitive groups
1093230,safe
852458,safe
346715,safe
75740,safe
970713,safe
1323,safe
1081389,safe
35514,safe
165935,safe
502013,unhealthy for sensitive groups
212906,safe
646763,safe
608127,safe
286153,safe
735789,safe
680909,unhealthy for sensitive groups
1096002,safe
42600,safe
405128,unhealthy for sensitive groups
525908,unhealthy for sensitive groups
458528,safe
383752,safe
1101758,unhealthy for sensitive groups
34002,safe
5319,safe
4581,unhealthy for sensitive groups
496480,safe
1165840,safe
1141125,safe
650674,safe
519356,safe
988525,unhealthy for sensitive groups
964723,safe
472906,safe
19737,safe
43360,safe
508920,safe
695192,safe
324292,safe
615715,safe
290082,safe
996906,safe
1092191,safe
1146867,safe
492315,safe
918778,safe
605496,safe
1003636,safe
291161,safe
1020212,safe
885655,unhealthy for sensitive groups
289117,unhealthy for sensitive groups
241919,unhealthy for sensitive groups
745589,unhealthy for sensitive groups
420363,safe
27378,safe
955432,safe
170980,safe
806145,safe
732594,safe
75017,safe
53508,unhealthy for sensitive groups
1010931,safe
20781,safe
1034810,safe
1095323,safe
1056209,safe
21654,safe
269015,safe
630617,safe
495862,safe
923946,safe
889886,safe
614762,unhealthy for sensitive groups
998385,safe
494940,unhealthy for sensitive groups
1028098,unhealthy for sensitive groups
264146,safe
302653,unhealthy for sensitive groups
210388,safe
644598,unhealthy for sensitive groups
1072573,safe
1098816,safe
953697,safe
148900,safe
633190,unhealthy for sensitive groups
732120,safe
689974,safe
1080555,unhealthy for sensitive groups
303438,unhealthy for sensitive groups
623961,safe
343126,safe
959995,safe
1166077,safe
1117870,safe
702158,safe
434675,safe
1122111,safe
623080,safe
552283,safe
900984,unhealthy for sensitive groups
263274,safe
104199,safe
521582,safe
577117,unhealthy for sensitive groups
652819,safe
1003992,safe
1100168,safe
100235,safe
1148318,safe
508163,safe
1092699,safe
163041,unhealthy for sensitive groups
74088,safe
1026793,safe
443930,unhealthy for sensitive groups
590830,safe
910223,safe
4437,unhealthy for sensitive groups
196278,unhealthy for sensitive groups
10116,safe
546211,safe
129036,safe
801959,unhealthy for sensitive groups
1090033,unhealthy for sensitive groups
968014,safe
278717,unhealthy for sensitive groups
1001834,safe
1656,safe
358822,safe
895612,safe
52527,unhealthy for sensitive groups
262726,unhealthy for sensitive groups
47990,safe
811868,safe
378105,unhealthy for sensitive groups
763900,safe
969380,safe
1165303,safe
23454,safe
490204,unhealthy for sensitive groups
1166154,safe
1005035,safe
1164907,safe
605435,safe
459541,unhealthy for sensitive groups
1006457,safe
1039522,unhealthy for sensitive groups
311825,safe
1002011,unhealthy for sensitive groups
1116513,safe
627360,safe
1009530,unhealthy for sensitive groups
340557,safe
270486,safe
627409,safe
813078,unhealthy for sensitive groups
984825,safe
531404,safe
1065457,safe
17532,safe
39258,unhealthy for sensitive groups
446830,safe
1025847,safe
543843,safe
2097,safe
625513,safe
657505,safe
737399,safe
594696,safe
1152651,safe
641269,safe
11286,safe
1104865,safe
208281,unhealthy for sensitive groups
1138603,safe
594242,unhealthy for sensitive groups
808451,safe
1015919,safe
1075897,safe
1006135,unhealthy for sensitive groups
1001108,safe
1006667,safe
466384,unhealthy for sensitive groups
930771,safe
876459,safe
474882,unhealthy for sensitive groups
1137776,safe
580250,unhealthy for sensitive groups
258082,safe
276380,safe
27234,safe
1160855,safe
389935,safe
1146781,safe
111683,safe
471577,unhealthy for sensitive groups
263982,unhealthy for sensitive groups
865509,safe
956987,safe
258220,safe
565336,safe
760407,safe
743207,unhealthy for sensitive groups
1039347,safe
1068879,safe
675644,safe
1129871,safe
645293,unhealthy for sensitive groups
580299,safe
428295,safe
1130218,unhealthy for sensitive groups
100098,unhealthy for sensitive groups
507309,safe
387089,unhealthy for sensitive groups
696882,safe
1100142,safe
873469,safe
1046672,unhealthy for sensitive groups
647675,safe
962418,unhealthy for sensitive groups
889646,safe
19800,safe
968394,safe
653070,unhealthy for sensitive groups
1147216,safe
251448,safe
734239,unhealthy for sensitive groups
738467,safe
1076001,unhealthy for sensitive groups
783256,safe
364442,unhealthy for sensitive groups
1125629,safe
1125289,unhealthy for sensitive groups
28782,safe
1156828,safe
54988,safe
225536,unhealthy for sensitive groups
41274,safe
1147284,safe
257659,safe
290481,unhealthy for sensitive groups
135520,safe
1000879,safe
1120262,unhealthy for sensitive groups
438882,safe
499468,safe
429666,unhealthy for sensitive groups
798522,safe
841957,safe
158587,safe
1161705,safe
486591,unhealthy for sensitive groups
1055795,safe
14895,safe
784504,safe
996113,safe
996913,safe
28233,safe
1085385,safe
395237,unhealthy for sensitive groups
421843,safe
1083435,unhealthy for sensitive groups
30600,safe
1031438,safe
306861,safe
1039163,unhealthy for sensitive groups
558261,unhealthy for sensitive groups
170154,safe
166868,safe
211708,safe
330278,safe
210201,safe
345709,safe
10566,safe
5193,safe
731259,safe
1019138,unhealthy for sensitive groups
376976,safe
1137212,safe
212406,unhealthy for sensitive groups
150891,safe
19539,safe
987562,safe
1027313,safe
1062346,safe
904573,safe
1009111,unhealthy for sensitive groups
393633,safe
71247,unhealthy for sensitive groups
779584,safe
614342,unhealthy for sensitive groups
755368,unhealthy for sensitive groups
433781,unhealthy for sensitive groups
746598,safe
16011,safe
150449,safe
46908,safe
313873,safe
1126721,safe
1000638,safe
699749,safe
1146228,unhealthy for sensitive groups
228539,safe
561815,safe
176778,unhealthy for sensitive groups
1075261,safe
752259,safe
737898,unhealthy for sensitive groups
763001,safe
297714,unhealthy for sensitive groups
522695,safe
412138,unhealthy for sensitive groups
811118,safe
20097,safe
472057,safe
97906,safe
1078713,safe
515186,safe
618910,safe
669724,safe
654724,safe
96464,safe
381914,safe
198277,safe
1034516,unhealthy for sensitive groups
577215,unhealthy for sensitive groups
276021,unhealthy for sensitive groups
638053,safe
1098513,safe
672949,safe
11070,safe
841767,safe
641485,safe
969249,safe
533506,safe
1039407,unhealthy for sensitive groups
204125,safe
559724,unhealthy for sensitive groups
