,aqi_pm10
52213,safe
1057,safe
169120,safe
17682,safe
72,safe
69285,safe
6900,safe
56340,safe
126884,safe
152020,safe
154920,safe
100541,safe
161070,safe
132095,safe
47292,unhealthy for sensitive groups
98669,safe
67489,safe
73875,safe
1102,safe
24064,safe
79968,unhealthy for sensitive groups
151945,safe
93148,safe
54115,safe
19385,safe
151520,safe
44972,safe
120507,safe
94854,safe
78442,unhealthy for sensitive groups
15858,safe
161720,safe
829,safe
107656,safe
5032,safe
143195,safe
153670,safe
10842,safe
95793,safe
128532,safe
639,safe
57585,safe
119037,safe
193,safe
75120,safe
123898,safe
68185,safe
155645,safe
134423,safe
16837,safe
362,safe
162145,safe
78674,safe
1031,safe
10480,safe
138770,safe
95959,safe
1092,safe
140,safe
14927,safe
1203,safe
32566,safe
134254,safe
33199,safe
147445,safe
101926,safe
7633,safe
47047,safe
22999,safe
7893,safe
2130,safe
147170,safe
134714,safe
146970,safe
126176,safe
79311,safe
78795,safe
1086,safe
23684,safe
10409,safe
953,safe
139345,safe
82983,safe
12846,safe
23218,safe
161120,safe
84679,safe
8738,safe
117553,safe
42322,safe
40931,safe
73764,safe
40761,safe
5163,safe
143870,safe
162895,safe
17,safe
29135,safe
21415,safe
52455,safe
133126,safe
118071,safe
15012,safe
1791,safe
951,safe
66,safe
165745,safe
641,safe
5873,safe
156570,safe
133020,safe
101685,safe
87485,safe
540,safe
38490,safe
100159,safe
27481,safe
90709,safe
101701,safe
110058,safe
46,safe
122018,safe
48733,unhealthy for sensitive groups
136178,safe
259,safe
147795,safe
29366,safe
85749,safe
150145,safe
76381,safe
7670,safe
159120,safe
49929,safe
61280,safe
146895,safe
130685,safe
150920,safe
53834,safe
52222,safe
70284,safe
986,safe
35518,safe
705,safe
6,safe
112852,safe
126972,unhealthy for sensitive groups
151220,safe
95273,safe
154045,safe
169920,safe
92856,safe
5702,safe
117690,safe
36968,safe
136117,safe
115453,safe
616,safe
96139,safe
107274,safe
48037,safe
29821,safe
138495,safe
198,safe
954,safe
117625,safe
127492,safe
145570,safe
161570,safe
32834,safe
1755,unhealthy for sensitive groups
164420,safe
69455,unhealthy for sensitive groups
1014,safe
1012,safe
124373,safe
4895,unhealthy for sensitive groups
156745,safe
69507,safe
121933,safe
101927,safe
52418,safe
162220,safe
159070,safe
98120,safe
75926,safe
146820,safe
127407,safe
137575,safe
27164,safe
114904,safe
90254,safe
112251,safe
7154,safe
299,safe
77086,safe
115648,safe
31743,safe
123654,safe
67319,safe
79736,safe
85740,safe
94,safe
258,safe
60832,safe
1029,safe
818,safe
15809,safe
16152,safe
134448,safe
32102,safe
139295,safe
43959,unhealthy for sensitive groups
149845,safe
146620,safe
62754,safe
119801,safe
162295,safe
64204,safe
97509,safe
167520,safe
46547,safe
37567,safe
166620,safe
49233,safe
45655,safe
160570,safe
64021,safe
1089,safe
152470,safe
152095,safe
132907,safe
21847,safe
13925,safe
163895,safe
75901,safe
84,safe
89131,safe
18823,safe
93441,safe
62718,safe
37105,safe
28011,safe
86848,safe
80190,safe
102195,safe
47857,safe
141,safe
164595,safe
20136,safe
78648,safe
156870,safe
137560,safe
60185,safe
69,safe
106114,safe
27334,safe
127761,unhealthy for sensitive groups
94765,unhealthy for sensitive groups
136081,safe
250,safe
310,safe
161395,safe
95,safe
90608,safe
52873,safe
80895,safe
17327,safe
133198,safe
132289,safe
158595,safe
144870,safe
9430,safe
155845,safe
22104,safe
39820,safe
85285,safe
2762,safe
89781,safe
15505,safe
199,safe
134193,safe
107787,safe
102329,safe
69491,safe
138270,safe
634,safe
44511,safe
105604,safe
64558,safe
254,safe
8823,safe
170145,safe
155770,safe
18822,safe
139170,safe
153920,safe
105254,safe
5994,safe
10,safe
560,safe
11051,safe
106516,safe
157520,safe
34643,safe
152320,safe
105424,safe
37284,safe
62218,safe
39039,safe
136153,safe
143995,safe
67773,safe
48563,safe
57634,safe
127371,safe
11161,safe
149545,safe
408,safe
135959,safe
502,safe
14780,safe
155695,safe
21578,safe
147895,safe
6415,safe
80932,safe
12708,safe
166945,safe
48073,safe
983,safe
47197,unhealthy for sensitive groups
116,safe
67257,safe
163695,safe
108019,safe
122278,safe
165970,safe
83850,safe
165670,safe
151620,safe
115002,safe
140820,safe
26051,safe
9115,safe
272,safe
100551,safe
122946,safe
106320,safe
51501,safe
134484,safe
33359,safe
83438,safe
786,safe
107408,safe
167870,safe
14608,safe
139595,safe
13615,safe
96728,safe
22019,safe
50409,safe
88409,unhealthy for sensitive groups
118241,safe
154120,safe
50822,safe
170330,safe
652,safe
107,safe
117589,safe
83337,safe
69052,safe
7617,safe
15073,safe
243,safe
1265,safe
45341,safe
3775,safe
106996,safe
38454,safe
52063,safe
914,safe
139320,safe
857,safe
131055,safe
130491,safe
113305,safe
92807,safe
40310,safe
26067,safe
50952,safe
62522,unhealthy for sensitive groups
27127,safe
102365,safe
157420,safe
105856,safe
83911,safe
108316,safe
146295,safe
142320,safe
1608,safe
35933,safe
124044,safe
142045,safe
37807,safe
169295,safe
128346,safe
776,safe
553,safe
93173,safe
273,safe
148720,safe
13935,safe
58561,safe
95050,safe
90925,safe
118638,safe
72467,unhealthy for sensitive groups
97339,safe
146120,safe
128675,safe
933,safe
127346,safe
71395,safe
17278,safe
67989,safe
17915,safe
131610,safe
2084,safe
170340,safe
417,safe
1028,safe
674,safe
102159,safe
133214,safe
111,safe
132386,safe
137509,safe
107424,safe
100773,safe
144570,safe
128272,safe
142120,safe
722,safe
912,safe
133,safe
4470,safe
138320,safe
77540,safe
16057,safe
24891,safe
976,safe
95049,safe
82324,safe
145345,safe
236,safe
34627,safe
82520,safe
7755,safe
134581,safe
111646,safe
62,safe
40068,safe
169320,safe
17388,safe
1054,safe
158095,safe
104996,safe
12761,safe
169620,safe
107359,safe
46717,safe
62208,safe
155470,safe
95711,safe
50490,safe
86750,safe
14081,safe
138170,safe
131294,safe
137599,safe
40114,safe
39686,safe
61427,safe
166870,safe
18519,safe
89448,safe
65401,safe
542,safe
170430,safe
71323,safe
167245,safe
9528,safe
1099,safe
109852,safe
27791,safe
71163,safe
115807,safe
127956,safe
162570,safe
136169,safe
154295,safe
142770,safe
17719,safe
106944,safe
136469,safe
90941,safe
157095,safe
33725,safe
48089,unhealthy for sensitive groups
5727,safe
159020,unhealthy for sensitive groups
18123,safe
130967,safe
56767,safe
36461,safe
39614,safe
26638,safe
590,safe
123840,safe
32772,safe
152245,safe
127882,unhealthy for sensitive groups
85554,safe
44495,safe
146445,safe
17232,safe
36923,safe
78416,safe
145420,safe
153595,safe
164395,safe
133796,safe
177,safe
9675,safe
132176,safe
8222,safe
101832,safe
141870,safe
26456,safe
139970,safe
95443,safe
354,safe
78077,safe
137284,safe
92,safe
138195,safe
153195,safe
141995,safe
84959,safe
114791,safe
157395,safe
157020,safe
132,safe
83386,unhealthy for sensitive groups
727,safe
1032,safe
22451,safe
91781,safe
103542,safe
661,safe
92343,safe
111740,safe
94890,safe
109387,safe
77524,safe
92075,safe
139095,safe
165795,safe
1030,safe
85972,safe
100904,safe
56536,safe
111265,safe
130870,safe
162620,safe
1044,safe
82752,safe
19300,safe
152545,safe
108548,safe
137347,safe
25635,safe
137579,safe
169545,safe
738,safe
118622,safe
29305,safe
109511,safe
116903,safe
99365,safe
158720,safe
99195,safe
152720,safe
150495,safe
85590,safe
80886,safe
38160,safe
120157,safe
94183,safe
138895,safe
145695,safe
165270,safe
63826,safe
81994,safe
77390,safe
140345,safe
851,safe
115843,safe
846,safe
89729,safe
43116,safe
59045,safe
61744,safe
137611,safe
139520,safe
106382,safe
5016,safe
3576,safe
60731,safe
13176,safe
19558,safe
60499,safe
996,safe
137895,safe
202,safe
20862,safe
46632,safe
45449,safe
36043,safe
8133,safe
160520,safe
144195,safe
8583,safe
147470,safe
973,safe
131840,safe
134811,safe
72937,safe
79553,safe
153970,safe
53798,safe
80654,safe
26077,unhealthy for sensitive groups
1087,safe
122092,safe
32,safe
15342,safe
557,safe
70626,safe
78236,safe
48135,unhealthy for sensitive groups
447,safe
115798,safe
71787,safe
127557,safe
159270,safe
159145,safe
130186,safe
138795,safe
97045,safe
30367,safe
169970,safe
158345,safe
61528,safe
715,safe
120386,safe
112,safe
73642,safe
146545,safe
20604,safe
133550,safe
162395,safe
1003,safe
9629,safe
65954,safe
47402,safe
94146,safe
89317,safe
78844,unhealthy for sensitive groups
12329,unhealthy for sensitive groups
80422,safe
69739,safe
936,safe
102891,unhealthy for sensitive groups
28279,safe
75499,unhealthy for sensitive groups
154895,safe
88239,safe
91964,safe
46449,unhealthy for sensitive groups
120325,safe
138520,safe
41187,unhealthy for sensitive groups
45325,safe
106712,safe
83105,safe
124584,safe
56376,safe
30831,safe
133611,unhealthy for sensitive groups
14082,unhealthy for sensitive groups
923,safe
137376,safe
79125,safe
106346,safe
67355,safe
49099,safe
140395,safe
478,unhealthy for sensitive groups
147845,safe
1219,safe
85956,safe
13432,safe
150370,safe
12156,safe
102793,unhealthy for sensitive groups
120175,safe
37417,safe
166545,safe
91549,safe
125129,safe
76927,safe
161145,safe
137391,safe
150270,safe
135878,safe
68514,unhealthy for sensitive groups
65038,safe
163545,safe
110,safe
1094,safe
4556,unhealthy for sensitive groups
74106,safe
734,safe
6510,safe
31942,safe
514,safe
10705,safe
356,safe
1060,safe
32333,safe
160120,safe
15220,safe
29573,safe
23537,safe
149445,safe
107470,safe
300,safe
141595,safe
151270,safe
73117,unhealthy for sensitive groups
108130,safe
135887,safe
147270,safe
43690,safe
6461,safe
699,unhealthy for sensitive groups
15368,safe
149045,safe
169395,safe
108790,safe
99391,safe
76695,safe
135684,safe
4323,safe
19153,safe
135984,safe
96581,safe
126387,unhealthy for sensitive groups
74329,unhealthy for sensitive groups
163670,safe
890,safe
40663,safe
7394,safe
102158,safe
124593,safe
41,safe
46083,safe
153695,safe
46269,safe
65511,safe
749,safe
117820,safe
152295,safe
38990,safe
170045,safe
160670,safe
53553,safe
96643,safe
41884,safe
37964,safe
21909,safe
37612,safe
653,safe
25773,safe
155245,safe
14219,safe
152695,safe
163495,safe
51295,safe
691,safe
45815,safe
1036,safe
34493,safe
142820,safe
80199,safe
42054,safe
163995,safe
16497,safe
133683,safe
128772,safe
915,safe
132774,safe
166420,safe
84481,safe
76048,safe
358,safe
20,safe
78942,safe
64852,safe
161970,safe
313,safe
168595,safe
109924,safe
24900,safe
78041,safe
92074,safe
995,safe
93539,safe
388,safe
62424,unhealthy for sensitive groups
24639,safe
170355,safe
164270,safe
82056,safe
116464,safe
32540,safe
5188,safe
153545,safe
123726,safe
154870,safe
92771,safe
42115,safe
128077,safe
2048,safe
41642,safe
31860,safe
154095,safe
148295,safe
157495,safe
7221,unhealthy for sensitive groups
26162,safe
139445,safe
140920,safe
61074,safe
115213,safe
151170,safe
97607,safe
111363,safe
76133,safe
19973,safe
30758,safe
45,safe
122287,safe
120,safe
25480,safe
158420,safe
1049,safe
146170,safe
17389,safe
147595,safe
56510,safe
14513,safe
14963,safe
536,safe
145845,safe
17094,safe
158,safe
155895,safe
132616,safe
79089,safe
145270,safe
23476,safe
131116,safe
90486,safe
88177,safe
138645,safe
81102,safe
88837,safe
88435,unhealthy for sensitive groups
26,unhealthy for sensitive groups
148445,safe
149670,safe
5433,safe
37,safe
42995,safe
113217,safe
7155,safe
5434,safe
140545,safe
166995,safe
766,safe
23832,safe
95256,safe
82,safe
73581,safe
154770,safe
19790,safe
52821,safe
31622,safe
138120,safe
35982,safe
77061,safe
14644,safe
58081,safe
63362,safe
17621,safe
28671,safe
133780,safe
147120,safe
115099,safe
158470,safe
164670,safe
167970,unhealthy for sensitive groups
279,safe
10470,safe
44459,safe
169870,safe
164545,safe
82742,safe
3396,safe
84082,unhealthy for sensitive groups
3870,safe
17673,safe
67061,safe
104042,safe
108558,safe
125981,safe
425,safe
96911,safe
22594,unhealthy for sensitive groups
16005,safe
160020,safe
106748,safe
10741,safe
93637,safe
16066,safe
134060,unhealthy for sensitive groups
7257,safe
108084,safe
47181,unhealthy for sensitive groups
10696,safe
18565,safe
106003,safe
116123,unhealthy for sensitive groups
13484,safe
137243,safe
79674,unhealthy for sensitive groups
84566,safe
26214,safe
157570,safe
118524,safe
140095,safe
34395,safe
136,safe
800,safe
139495,safe
109094,safe
22826,safe
18124,safe
134617,safe
21183,safe
151570,safe
115684,safe
89095,safe
16653,safe
33261,safe
717,safe
167645,unhealthy for sensitive groups
151020,safe
152395,safe
4833,safe
13971,safe
3784,safe
33715,safe
163570,safe
13640,safe
145170,safe
137281,safe
165895,safe
142145,safe
126640,safe
16947,safe
103248,safe
637,safe
538,safe
911,safe
74338,unhealthy for sensitive groups
131222,safe
905,safe
10009,safe
115977,unhealthy for sensitive groups
39356,safe
1228,safe
146995,safe
147970,safe
82751,safe
824,safe
43459,unhealthy for sensitive groups
337,safe
35091,safe
39445,safe
122798,safe
56071,safe
142795,safe
45109,safe
23953,safe
2211,safe
141645,safe
12414,safe
317,safe
5326,safe
66390,safe
5470,safe
51517,safe
52027,safe
12450,safe
112843,safe
99854,safe
2893,safe
113233,safe
124035,safe
145720,safe
83216,safe
83206,safe
1047,safe
42005,safe
97,safe
84134,safe
103960,safe
328,safe
6709,safe
16644,safe
106980,safe
111825,safe
106336,safe
54,safe
109742,safe
72457,safe
1167,safe
77854,safe
166270,safe
24100,safe
43922,safe
130942,safe
60610,unhealthy for sensitive groups
135765,safe
69125,safe
114174,safe
578,safe
35469,safe
49017,safe
135790,safe
149020,safe
61708,safe
88020,safe
904,safe
162020,safe
141795,safe
27575,safe
101551,safe
424,safe
161745,safe
149595,safe
143545,safe
50186,safe
166745,safe
67541,safe
14314,unhealthy for sensitive groups
145920,safe
373,safe
141620,safe
44776,safe
76845,safe
131125,safe
848,safe
88092,safe
95122,safe
57866,safe
108166,safe
131319,safe
830,safe
166845,safe
119483,safe
68015,safe
104156,safe
137643,safe
85224,unhealthy for sensitive groups
66365,safe
25930,safe
9299,safe
25626,safe
10202,safe
169370,safe
69053,safe
38258,safe
91833,safe
88605,unhealthy for sensitive groups
19411,safe
78175,safe
534,safe
298,safe
49991,safe
19548,safe
54663,safe
144945,safe
125802,safe
150870,safe
53115,safe
14203,safe
27648,safe
718,safe
66149,safe
74179,safe
59266,safe
169570,safe
406,safe
44740,unhealthy for sensitive groups
98499,safe
152270,safe
143745,safe
7104,safe
34884,safe
108960,safe
63114,safe
544,safe
294,safe
73947,safe
57947,safe
148395,safe
72751,safe
63300,safe
161195,safe
161170,safe
141295,safe
153620,safe
104532,safe
44145,safe
28975,safe
17180,safe
112729,safe
993,safe
61512,safe
30981,safe
5718,safe
631,safe
142020,safe
30733,safe
30135,safe
167545,safe
65218,safe
176,safe
164895,safe
63780,safe
931,unhealthy for sensitive groups
896,safe
137258,safe
54457,safe
31792,safe
30991,unhealthy for sensitive groups
68991,safe
131779,safe
41492,safe
57206,safe
111545,safe
167995,safe
24505,safe
40199,safe
145220,safe
137548,safe
164520,safe
10516,safe
118719,safe
34411,safe
150845,safe
65502,safe
1412,safe
685,safe
31,safe
45289,safe
40492,safe
155420,safe
151745,safe
136275,safe
131601,safe
66622,safe
137366,safe
280,safe
70617,safe
58597,safe
1017,safe
110386,safe
165220,safe
124203,safe
131416,safe
454,safe
19410,safe
116782,unhealthy for sensitive groups
155570,safe
9776,safe
56974,safe
40077,safe
34189,unhealthy for sensitive groups
157145,safe
156195,safe
90657,safe
25610,safe
274,safe
30063,safe
72307,safe
658,safe
150395,safe
168445,safe
26870,safe
152795,safe
94667,safe
6010,safe
157295,safe
156970,safe
125445,safe
13091,safe
139245,safe
132826,unhealthy for sensitive groups
109228,safe
20430,safe
77782,safe
95505,safe
93905,safe
143695,safe
598,safe
21873,safe
97192,safe
163120,safe
22271,safe
6019,safe
16948,safe
47634,safe
106764,safe
11015,safe
97241,safe
158395,safe
70434,safe
107237,safe
154070,safe
595,safe
109289,safe
56572,safe
103408,safe
52295,safe
115603,safe
11724,safe
39320,safe
99427,safe
24566,safe
85724,safe
2,safe
154395,safe
2772,unhealthy for sensitive groups
169245,safe
15894,safe
51880,safe
964,safe
100355,safe
79393,safe
110581,safe
18467,safe
143670,safe
147045,safe
99927,safe
22643,unhealthy for sensitive groups
135454,safe
13641,safe
12882,safe
77988,safe
15711,safe
85456,unhealthy for sensitive groups
86466,safe
118833,safe
160545,safe
45789,safe
163795,safe
63960,safe
25920,safe
146795,safe
748,safe
112303,safe
130,safe
37928,safe
516,safe
132280,safe
134739,safe
70833,safe
25782,safe
108093,safe
20221,safe
59953,safe
143495,safe
96606,safe
116952,safe
35652,safe
304,safe
66927,safe
147570,safe
164695,safe
23391,safe
81896,safe
159695,safe
137541,safe
11162,safe
123775,safe
43067,safe
73153,safe
62388,safe
144920,safe
2746,safe
51269,safe
34127,safe
11593,safe
910,safe
143295,safe
13045,safe
169895,safe
53337,safe
161370,safe
4324,safe
52723,safe
23427,safe
94363,safe
48562,safe
158245,safe
700,safe
42811,safe
106,safe
110155,safe
45557,safe
165620,safe
101,safe
154270,safe
146245,safe
40846,safe
168020,safe
84180,safe
147870,safe
86668,safe
567,safe
137535,safe
143920,safe
188,safe
83447,safe
422,safe
149120,safe
104764,safe
103150,safe
88471,unhealthy for sensitive groups
137334,safe
149745,safe
58427,safe
162270,safe
36445,safe
115027,safe
129393,safe
29720,safe
4167,safe
807,safe
160245,safe
1040,safe
164120,safe
129312,safe
35286,unhealthy for sensitive groups
57768,safe
113354,safe
20861,safe
135118,safe
36640,safe
94716,safe
88556,unhealthy for sensitive groups
919,safe
859,safe
640,safe
60195,safe
102829,unhealthy for sensitive groups
716,safe
152370,safe
93967,safe
69821,safe
36409,safe
16543,safe
72421,unhealthy for sensitive groups
55189,safe
115612,safe
5336,unhealthy for sensitive groups
2697,safe
119532,safe
18970,safe
39,safe
418,safe
72189,safe
93467,safe
129003,safe
51233,safe
109439,safe
55689,safe
138,safe
790,safe
46253,safe
38954,safe
32788,safe
65120,safe
60682,safe
145070,unhealthy for sensitive groups
711,safe
128967,safe
144420,safe
110630,safe
80700,safe
103505,safe
152820,safe
1073,safe
152145,safe
4471,safe
31621,safe
141845,safe
114394,safe
351,safe
46511,safe
163720,safe
126006,safe
113119,safe
101453,safe
166470,safe
987,safe
137695,safe
107640,safe
25565,safe
48171,safe
86420,safe
157720,safe
33895,unhealthy for sensitive groups
121166,safe
87521,safe
19851,safe
8774,safe
468,safe
35750,safe
153445,unhealthy for sensitive groups
100257,safe
44874,safe
30599,unhealthy for sensitive groups
45191,safe
162870,safe
165045,safe
22487,unhealthy for sensitive groups
344,safe
81814,safe
133938,safe
85054,unhealthy for sensitive groups
90,safe
115489,safe
76597,unhealthy for sensitive groups
1035,safe
95479,safe
12218,safe
162595,safe
86946,unhealthy for sensitive groups
28206,safe
648,safe
49491,unhealthy for sensitive groups
110536,safe
90013,safe
432,safe
132862,unhealthy for sensitive groups
24557,safe
886,safe
234,safe
68051,safe
97473,safe
43433,safe
32138,safe
87204,safe
144795,safe
99623,safe
166720,safe
97424,safe
93503,safe
62656,safe
27350,safe
16188,safe
145145,safe
98963,safe
93050,safe
442,safe
308,safe
139870,unhealthy for sensitive groups
672,safe
139220,safe
113540,safe
77087,safe
2341,safe
154845,safe
67077,safe
80089,safe
107555,safe
185,safe
28645,safe
137745,safe
80,safe
124,safe
85920,safe
89094,safe
133259,safe
4079,unhealthy for sensitive groups
63790,safe
30501,unhealthy for sensitive groups
119597,safe
14366,safe
17536,safe
123824,safe
23978,safe
83654,safe
94003,safe
144145,safe
128516,safe
168820,safe
39140,safe
114226,safe
157945,safe
26785,safe
55091,safe
65270,safe
39543,safe
137379,safe
50,safe
105918,safe
34591,safe
76855,safe
116623,safe
7808,safe
47207,unhealthy for sensitive groups
47671,safe
145445,safe
86152,safe
18528,safe
116513,safe
85358,safe
147395,safe
121897,safe
124194,safe
128736,safe
24456,safe
18650,safe
13338,safe
57902,safe
629,safe
129507,safe
64790,safe
89863,safe
29635,unhealthy for sensitive groups
33761,safe
98,safe
744,safe
35152,unhealthy for sensitive groups
213,safe
115294,safe
67757,safe
157645,safe
60600,unhealthy for sensitive groups
103970,safe
53578,safe
144295,safe
26932,safe
64241,unhealthy for sensitive groups
535,safe
96228,safe
64594,safe
100953,safe
73813,safe
129198,safe
122262,safe
25636,safe
107433,safe
169420,safe
34261,safe
55607,safe
88935,safe
21441,safe
62897,safe
75230,safe
87,safe
19826,safe
56144,safe
12512,safe
75685,safe
150970,safe
31658,safe
346,unhealthy for sensitive groups
79589,safe
5848,safe
104789,safe
136363,safe
166795,safe
13579,safe
309,safe
103496,safe
135357,safe
110731,safe
68795,safe
37798,safe
99613,safe
16800,safe
41773,safe
84643,unhealthy for sensitive groups
139070,safe
37004,safe
89595,unhealthy for sensitive groups
160420,safe
166770,safe
1669,safe
23623,safe
1025,safe
132810,safe
170465,unhealthy for sensitive groups
10140,safe
141820,safe
1963,safe
29171,safe
9262,safe
62888,safe
145970,safe
142245,safe
39613,safe
50806,safe
496,safe
98401,safe
133453,safe
87530,safe
24937,safe
80272,safe
166120,safe
19989,safe
53004,safe
43629,safe
69723,safe
2179,safe
23329,safe
109244,safe
146345,safe
99463,safe
21,safe
124714,safe
26886,safe
169445,safe
96838,safe
149995,safe
282,safe
8031,unhealthy for sensitive groups
1004,safe
16067,safe
16690,safe
136663,safe
197,safe
23071,safe
25195,safe
152895,safe
38918,safe
11492,safe
155595,safe
132474,safe
86213,safe
112117,safe
151295,safe
106235,safe
155520,safe
111496,safe
134642,safe
164470,safe
167795,safe
771,safe
121027,safe
945,safe
332,safe
48795,safe
666,safe
3622,safe
43913,safe
88862,safe
794,safe
148245,safe
57438,safe
101649,safe
75303,safe
251,safe
152645,safe
76,safe
117275,safe
60914,safe
20567,safe
1045,safe
145645,safe
864,safe
79808,safe
101783,safe
128418,safe
68478,unhealthy for sensitive groups
143445,safe
167420,safe
131998,safe
27360,safe
348,safe
152570,safe
66391,safe
39735,safe
117430,safe
323,safe
6399,safe
390,safe
143620,safe
136408,safe
151870,safe
2305,safe
75816,safe
30563,unhealthy for sensitive groups
394,safe
40346,safe
164620,safe
15956,safe
143945,safe
23087,safe
157920,safe
13631,unhealthy for sensitive groups
190,safe
134132,safe
18797,safe
144620,safe
167170,safe
264,safe
54164,safe
163170,safe
877,safe
135535,safe
33483,safe
95675,safe
148045,safe
374,safe
87363,safe
997,safe
52687,safe
65865,safe
76744,safe
52223,safe
9335,safe
19852,safe
118,safe
46485,safe
12613,safe
55375,safe
56294,safe
163070,safe
163520,safe
63496,safe
142270,safe
32638,safe
24272,safe
165545,safe
42579,safe
169495,safe
31906,safe
91601,safe
1041,safe
405,safe
80504,safe
114706,safe
89326,safe
170365,safe
130076,safe
62486,unhealthy for sensitive groups
121,safe
957,safe
170410,safe
548,safe
56999,safe
101711,safe
60169,safe
45582,safe
47805,safe
31442,unhealthy for sensitive groups
52883,safe
63557,safe
1095,safe
137631,safe
146320,safe
155295,safe
41874,safe
439,safe
99976,safe
105434,safe
105388,safe
10324,safe
14461,safe
113686,safe
169595,safe
162645,safe
165770,safe
94818,safe
88010,safe
137,safe
157995,safe
879,safe
158320,safe
158970,unhealthy for sensitive groups
6562,safe
68723,safe
72539,safe
36275,safe
22679,safe
143,safe
65633,safe
82556,safe
74607,unhealthy for sensitive groups
136347,safe
458,safe
25516,safe
122603,safe
166,safe
168320,safe
96545,safe
75694,safe
50161,safe
63248,safe
154970,safe
71786,safe
73410,safe
135693,safe
99561,safe
37980,safe
137322,safe
168295,safe
6571,safe
41126,unhealthy for sensitive groups
92013,safe
166445,safe
87168,safe
167195,safe
84530,unhealthy for sensitive groups
136505,safe
182,safe
104728,safe
82287,safe
150245,unhealthy for sensitive groups
62217,unhealthy for sensitive groups
28893,safe
10660,unhealthy for sensitive groups
47243,unhealthy for sensitive groups
11630,safe
137414,safe
94569,safe
135418,safe
145595,safe
10989,safe
98035,unhealthy for sensitive groups
96415,safe
665,safe
102597,safe
165345,safe
1065,safe
23244,safe
35786,safe
156945,safe
112827,safe
343,safe
92905,safe
80896,safe
342,safe
7095,safe
132377,safe
170170,safe
161795,safe
64924,safe
101417,safe
116578,safe
88703,safe
76561,unhealthy for sensitive groups
38908,safe
162195,safe
33235,safe
99695,safe
16481,safe
130757,safe
60450,safe
121969,safe
164295,safe
48537,safe
69027,safe
448,safe
25341,safe
138695,safe
109560,safe
383,safe
54689,safe
151770,safe
89680,safe
24790,safe
843,safe
83902,safe
138095,safe
52393,safe
170460,safe
93698,safe
16335,safe
122872,safe
55421,safe
26517,safe
162820,safe
167220,safe
70748,safe
2094,safe
53374,safe
82278,safe
41178,safe
137970,safe
162320,safe
159320,safe
126566,safe
79063,safe
91842,safe
103114,safe
277,safe
136372,safe
145370,safe
123580,safe
68821,safe
37320,safe
7857,unhealthy for sensitive groups
168395,safe
170070,safe
893,safe
96813,safe
44227,safe
164445,safe
95394,safe
350,safe
152595,safe
73996,safe
3707,unhealthy for sensitive groups
170370,safe
902,safe
135632,safe
134536,safe
30285,safe
21716,safe
1027,safe
71313,safe
23243,safe
150695,safe
18813,safe
120059,safe
556,safe
17474,safe
23831,safe
133320,safe
18503,safe
113930,safe
73447,safe
47903,unhealthy for sensitive groups
94988,safe
137554,safe
156345,safe
90791,safe
125883,safe
161045,safe
83190,safe
17131,safe
680,safe
72983,safe
35237,safe
8461,safe
490,safe
138970,safe
19842,safe
295,safe
101319,safe
17820,safe
39604,safe
92770,safe
151045,safe
91843,safe
59852,safe
86982,safe
152420,safe
161620,safe
117040,safe
5958,unhealthy for sensitive groups
72091,safe
108862,safe
114466,safe
29073,safe
81566,safe
170450,safe
85044,safe
450,safe
6546,safe
47609,safe
85982,unhealthy for sensitive groups
72715,safe
9116,safe
148345,safe
61537,safe
105192,safe
57686,safe
808,safe
114360,safe
15257,safe
98071,safe
76829,safe
4262,safe
83448,safe
148145,safe
95577,safe
54297,safe
91585,safe
46965,safe
151095,safe
103359,safe
139745,safe
17069,safe
165370,safe
14497,safe
7120,safe
71823,safe
99793,safe
115417,safe
49197,safe
80406,safe
124925,safe
68087,safe
138545,safe
7995,unhealthy for sensitive groups
83679,safe
49713,safe
146745,safe
149945,safe
43217,safe
138020,safe
49795,safe
170195,safe
46733,safe
336,safe
89,safe
19263,safe
78673,safe
53338,safe
11136,safe
163620,safe
17951,safe
131892,safe
63150,safe
33310,safe
153070,safe
133311,safe
137265,safe
165945,safe
28877,safe
270,safe
791,safe
40956,safe
22548,unhealthy for sensitive groups
104862,safe
164045,safe
82288,safe
146420,safe
125461,safe
115392,safe
69589,safe
64388,safe
79320,safe
102659,safe
15783,safe
15064,safe
75352,safe
53,safe
106810,safe
14781,safe
74766,safe
14412,safe
72234,safe
433,safe
42570,safe
131310,safe
137042,safe
50027,safe
162795,safe
66463,safe
142620,safe
16886,safe
87364,safe
120930,safe
103728,safe
582,unhealthy for sensitive groups
42420,safe
134545,safe
96264,safe
83520,safe
816,safe
131504,safe
153370,safe
12,safe
238,safe
118427,safe
150020,safe
102695,safe
16299,safe
55153,safe
25038,safe
34225,unhealthy for sensitive groups
61048,safe
131258,safe
161545,safe
121823,safe
59205,safe
123275,safe
133999,safe
137385,safe
140645,safe
1007,safe
29256,safe
71529,safe
3527,safe
144020,safe
33101,safe
5581,unhealthy for sensitive groups
156770,safe
19695,safe
38294,safe
36116,safe
65048,safe
10904,safe
117138,safe
23096,safe
82922,safe
168895,safe
127044,safe
96,safe
137246,safe
151895,safe
70516,safe
133408,safe
119386,safe
150745,safe
615,safe
20319,safe
740,safe
18944,safe
16213,safe
87253,safe
65584,safe
38624,safe
115222,unhealthy for sensitive groups
165170,safe
34359,safe
65450,safe
571,safe
95504,safe
159220,safe
9786,safe
140220,safe
