,aqi_no2
855526,safe
727239,safe
424152,safe
538341,safe
632949,safe
844342,safe
640887,safe
6597,safe
955353,safe
233431,safe
600958,safe
618288,safe
115611,safe
949129,safe
351076,safe
542752,safe
816896,safe
334761,safe
1040267,safe
235316,safe
174442,safe
743979,safe
859113,safe
915289,safe
518029,safe
513309,safe
763617,safe
621586,safe
503978,safe
89433,safe
316753,safe
703489,safe
702200,safe
494933,safe
460492,safe
93640,safe
679473,safe
103320,safe
793922,safe
708974,safe
694980,safe
786566,safe
744529,safe
156598,safe
45103,safe
220618,safe
923607,safe
602705,safe
461566,safe
7110,safe
551993,safe
284305,safe
457974,safe
1008455,safe
759205,safe
436946,safe
585905,safe
317156,safe
578751,safe
489651,safe
3969,safe
2538,safe
305996,safe
472789,safe
1046008,safe
2925,safe
8478,safe
628112,safe
766882,safe
715920,safe
230909,safe
690078,safe
6048,safe
831990,safe
847530,safe
916840,safe
1018853,safe
815447,safe
656112,safe
823628,safe
510275,safe
239913,safe
819260,safe
340706,safe
628969,safe
965862,safe
868842,safe
530044,safe
1046419,safe
22176,safe
1016907,safe
838729,safe
1046450,safe
492609,safe
571766,safe
1014167,safe
631279,safe
6228,safe
717609,safe
816077,safe
32616,safe
4284,safe
565880,safe
411640,safe
1013346,safe
470208,safe
763552,safe
33885,safe
624143,safe
901780,safe
1047272,safe
966663,safe
504949,safe
612582,safe
949566,safe
416904,safe
965396,safe
37993,safe
2502,safe
528600,safe
763141,safe
544646,safe
304246,safe
1000235,safe
724040,safe
667520,safe
520731,safe
74223,safe
798632,safe
904686,safe
399929,safe
718496,safe
954746,safe
463827,safe
159398,safe
887794,safe
997142,safe
604274,safe
538996,safe
174845,safe
246152,safe
39986,safe
395577,safe
8955,safe
1000739,safe
672692,safe
8739,safe
1034249,safe
818547,safe
72110,safe
258860,safe
1044195,safe
469193,safe
699297,safe
367937,safe
41954,safe
712998,safe
18576,safe
712171,safe
285110,safe
725696,safe
59928,safe
414472,safe
755265,safe
82853,safe
770083,safe
683224,safe
533800,safe
359199,safe
744487,safe
221869,safe
939107,safe
835215,safe
787918,safe
447916,safe
531224,safe
668630,safe
678023,safe
710817,safe
612905,safe
306678,safe
1032076,safe
592789,safe
203205,safe
883994,safe
160705,safe
358110,safe
359518,safe
822449,safe
571746,safe
313458,safe
1013220,safe
719096,safe
254538,safe
866268,safe
641055,safe
817904,safe
644726,safe
162097,safe
388088,safe
795826,safe
345846,safe
52773,safe
464110,safe
31896,safe
68426,safe
505431,safe
854543,safe
41349,unhealthy for sensitive groups
670093,safe
640929,safe
918853,safe
20304,safe
566987,safe
852250,safe
87555,safe
890013,safe
33687,safe
114187,safe
855371,safe
800783,safe
930722,safe
202817,safe
923393,safe
960019,safe
99614,safe
543039,safe
136442,safe
931595,safe
690217,safe
773514,safe
404875,safe
764136,safe
397172,safe
270587,safe
679973,safe
962368,safe
527821,safe
879143,safe
310850,safe
49405,safe
443630,safe
6687,safe
591158,safe
613233,safe
958040,safe
692123,safe
824699,safe
248053,safe
451468,safe
814430,safe
793393,safe
5238,safe
371209,safe
472453,safe
994850,safe
191024,safe
666534,safe
341208,safe
88563,safe
679731,safe
965727,safe
783619,safe
790519,safe
516355,safe
346175,safe
685357,safe
696466,safe
946166,safe
670225,safe
569691,safe
760143,safe
149820,safe
16992,safe
681691,safe
796994,safe
276188,safe
347529,safe
1003327,safe
246517,safe
329594,safe
1042168,safe
414311,safe
130594,safe
79631,safe
921818,safe
67005,safe
384111,safe
233783,safe
219009,safe
130380,safe
135271,safe
146691,safe
330949,safe
405274,safe
351201,safe
292320,safe
838243,safe
762720,safe
573851,safe
625642,safe
512547,safe
719713,safe
1042490,safe
730589,safe
86331,safe
124719,safe
27288,safe
317375,safe
911167,safe
692156,safe
877644,safe
769175,safe
467907,safe
699024,safe
1025016,safe
1037862,safe
621741,safe
304435,safe
601266,safe
664731,safe
1043831,safe
26847,safe
761505,safe
471290,safe
32121,safe
680179,safe
38570,safe
657231,safe
911129,safe
315240,safe
378176,safe
353082,safe
270846,safe
233805,safe
718604,safe
175375,safe
95065,safe
360784,safe
595887,safe
976221,safe
759516,safe
579497,safe
353163,safe
600063,safe
593670,safe
810956,safe
872499,safe
808507,safe
133179,safe
284942,safe
990948,safe
652045,safe
459325,safe
34011,safe
137393,safe
117354,safe
327890,safe
1017888,safe
762839,safe
903178,safe
994515,safe
358765,safe
923321,safe
178173,safe
757224,safe
51257,safe
314405,safe
822474,safe
905190,safe
726031,safe
565897,safe
697470,safe
385281,safe
104679,safe
477633,safe
1046717,safe
305302,safe
388636,safe
954385,safe
439584,safe
1030861,safe
930612,safe
428729,safe
604936,safe
318422,safe
448690,safe
490551,safe
663299,safe
125247,safe
485148,safe
140830,safe
850853,safe
373874,safe
426095,safe
316905,safe
333015,safe
438700,safe
79194,safe
857009,safe
516233,safe
382362,safe
257008,safe
485147,safe
972529,safe
992331,safe
817551,safe
940556,safe
286874,safe
541121,safe
256949,safe
561911,safe
764359,safe
584144,safe
775052,safe
696033,safe
639473,safe
483341,safe
306846,safe
108915,safe
337712,safe
777947,safe
844522,safe
983639,safe
866041,safe
694942,safe
544115,safe
420441,safe
903716,safe
495397,safe
17793,safe
72861,safe
895570,safe
763115,safe
703326,safe
964782,safe
1044812,safe
998209,safe
806781,safe
677813,safe
849175,safe
759286,safe
1007480,safe
354131,safe
1007568,safe
23373,safe
981760,safe
379526,safe
390975,safe
1022356,safe
768133,safe
492433,safe
707259,safe
810704,safe
716954,safe
1007846,safe
638241,safe
400996,safe
851425,safe
694976,safe
510628,safe
799632,safe
1029242,safe
853569,safe
5229,safe
1007316,safe
409263,safe
436768,safe
215338,safe
766223,safe
455119,safe
260298,safe
255571,safe
704438,safe
723847,safe
629794,safe
485770,safe
439740,safe
13446,safe
1041102,safe
544666,safe
1013312,safe
133003,safe
487727,safe
396929,safe
225876,safe
462361,safe
1023860,safe
656154,safe
701166,safe
11610,safe
106995,safe
466184,safe
415682,safe
1046216,safe
310729,safe
113307,safe
780049,safe
244281,safe
544870,safe
750153,safe
647437,safe
597909,safe
1034384,safe
594244,safe
609804,safe
70346,safe
686400,safe
332852,safe
803602,safe
893210,safe
465339,safe
29538,safe
125983,safe
83213,safe
96775,safe
223433,safe
222049,safe
170087,safe
896486,safe
602406,safe
736173,safe
830899,safe
28863,safe
637654,safe
433254,safe
54407,safe
430673,safe
41782,safe
813812,safe
998756,safe
733109,safe
118342,safe
903833,safe
284436,safe
28656,safe
40347,safe
644457,safe
861710,safe
907925,safe
797174,safe
239120,safe
519104,safe
573385,safe
775648,safe
740621,safe
797237,safe
852338,safe
815195,safe
807978,safe
102308,safe
763711,safe
306126,safe
800099,safe
784978,safe
531543,safe
351272,safe
116307,safe
855400,safe
957257,safe
162801,safe
334047,safe
916575,safe
35982,safe
974627,safe
440559,safe
644575,safe
978581,safe
32652,safe
208276,safe
801980,safe
595169,safe
689122,safe
1012453,safe
971258,safe
81300,safe
674497,safe
886071,safe
764122,safe
239468,safe
491765,safe
654228,safe
982048,safe
442231,safe
708500,safe
1021094,safe
609008,safe
676077,safe
987448,safe
426904,safe
723260,safe
334290,safe
273806,safe
259490,safe
601367,safe
127319,safe
919685,safe
437909,safe
1042029,safe
498877,safe
164158,safe
333982,safe
566045,safe
999904,safe
820857,safe
153877,safe
39561,safe
1029980,safe
747213,safe
711584,safe
8847,safe
6498,safe
750205,safe
257180,safe
602040,safe
351480,safe
841144,safe
670713,safe
211985,safe
533464,safe
835874,safe
136578,safe
956587,safe
163991,safe
664346,safe
227632,safe
78449,safe
918639,safe
478179,safe
101958,safe
747684,safe
386891,safe
422029,safe
287093,safe
173919,safe
389366,safe
1033322,safe
2889,safe
186809,safe
411611,safe
598815,safe
941632,safe
349688,unhealthy for sensitive groups
896751,safe
714052,safe
1036838,safe
724145,safe
613579,safe
991916,safe
373508,safe
832832,safe
913511,safe
79664,safe
94834,safe
429109,safe
342,safe
639554,safe
895444,safe
383876,safe
998328,safe
118247,safe
208377,safe
598463,safe
1044480,safe
663467,safe
986502,safe
527007,safe
759776,safe
669336,safe
591743,safe
377248,safe
649885,safe
8541,safe
532387,safe
89583,safe
999938,safe
692425,safe
22590,safe
387945,safe
244916,safe
304594,safe
150385,safe
156644,safe
219614,safe
882402,safe
489109,safe
373290,safe
152981,safe
564758,safe
1044765,safe
818837,safe
763843,safe
323140,safe
705426,safe
939611,safe
451619,safe
1024249,safe
961657,safe
141010,safe
675979,safe
304422,safe
990617,safe
89751,safe
387045,safe
760632,safe
724170,safe
913457,safe
737975,safe
13293,safe
741239,safe
248381,safe
827980,safe
239296,safe
737259,safe
36900,safe
101967,safe
142602,safe
658325,safe
609185,safe
253491,safe
825787,safe
277538,safe
464040,safe
514207,safe
214847,safe
494630,safe
864911,safe
436786,safe
939602,safe
1033610,safe
853598,safe
293815,safe
259539,safe
708954,safe
261356,safe
1044830,safe
706791,safe
347616,safe
194108,safe
735365,safe
920268,safe
446256,safe
413410,safe
324024,safe
808205,safe
44278,safe
626051,safe
642374,safe
198985,safe
1038989,safe
983542,safe
271119,safe
573110,safe
230217,safe
295681,safe
185574,safe
759767,safe
982813,safe
513985,safe
527545,safe
1013211,safe
848482,safe
490258,safe
197208,safe
569373,safe
123908,safe
232547,safe
983063,safe
432002,safe
52635,safe
1038971,safe
1045503,safe
993862,safe
82802,safe
761483,safe
302259,safe
760333,safe
885643,safe
676189,safe
1044567,safe
310901,safe
94156,safe
1024508,safe
11628,safe
130899,safe
882440,safe
379401,safe
334055,safe
368609,safe
206340,safe
129197,safe
761291,safe
1005543,safe
735578,safe
198218,safe
512826,safe
628990,safe
77118,safe
691421,safe
947779,safe
581450,safe
944474,safe
812687,safe
874402,safe
178679,safe
161690,safe
295509,safe
633343,safe
882696,safe
27882,safe
798686,safe
27927,safe
663976,safe
432740,safe
111949,safe
776262,safe
614386,safe
395004,safe
329171,safe
3573,safe
251559,safe
878715,safe
529043,safe
485817,safe
741088,safe
462500,safe
623506,safe
19620,safe
661838,safe
938637,safe
535575,safe
971627,safe
330227,safe
28233,safe
122110,safe
759316,safe
642563,safe
227674,safe
290703,safe
540185,safe
946996,safe
10089,safe
296057,safe
991593,safe
458086,safe
836605,safe
470255,safe
455642,safe
109472,safe
208804,safe
333179,safe
33471,safe
692463,safe
652188,safe
598179,safe
722096,safe
341225,safe
947860,safe
376881,safe
569961,safe
178580,safe
489954,safe
169142,safe
415312,unhealthy for sensitive groups
345998,safe
194645,safe
330055,safe
686064,safe
795477,safe
448012,safe
201706,safe
330064,safe
165336,safe
92870,safe
687497,safe
619786,safe
524074,safe
1047172,safe
992654,safe
756286,safe
264650,safe
959472,safe
32931,safe
777047,safe
912545,safe
97660,safe
1010822,safe
531874,safe
711588,safe
750149,safe
694127,safe
292667,safe
981175,safe
358499,unhealthy for sensitive groups
325793,safe
287269,safe
867481,safe
116038,safe
890143,safe
956374,safe
497002,safe
647088,safe
946098,safe
721645,safe
390151,safe
76250,safe
709503,safe
793384,safe
126827,safe
213680,safe
562398,safe
315265,safe
166066,safe
264269,unhealthy for sensitive groups
795486,safe
684669,safe
764164,safe
103500,safe
508331,safe
570931,safe
324355,safe
844032,safe
813342,safe
304493,safe
209594,safe
475167,safe
800531,safe
899957,safe
61780,safe
420323,safe
914931,safe
577595,safe
759847,safe
30240,safe
666559,safe
1008426,safe
991402,safe
94729,safe
72195,safe
236974,safe
663727,safe
659555,safe
283249,unhealthy for sensitive groups
45002,safe
837008,safe
48964,unhealthy for sensitive groups
264243,safe
754740,safe
904022,safe
922574,unhealthy for sensitive groups
89923,safe
529060,safe
681644,safe
467410,safe
53616,safe
537172,safe
815283,safe
919458,safe
700540,safe
199438,safe
146564,safe
972770,safe
201154,safe
291982,safe
198169,safe
828203,safe
510115,safe
554384,safe
208401,safe
458527,safe
801611,safe
180347,safe
160999,safe
339204,safe
194075,safe
173591,unhealthy for sensitive groups
971593,safe
761169,safe
799657,safe
680490,safe
428977,safe
889320,safe
445560,safe
634338,safe
125766,safe
906597,safe
782678,safe
419367,safe
1007442,safe
878047,safe
448938,safe
891,safe
613251,safe
600634,safe
544776,safe
974443,safe
612586,safe
292529,safe
581180,safe
236111,safe
83847,safe
534050,safe
398010,safe
1008752,safe
521908,safe
557448,safe
6264,safe
135750,safe
295111,safe
463782,safe
472285,safe
692610,safe
367950,safe
963927,safe
405203,safe
442498,safe
863663,safe
774178,safe
798245,safe
706094,safe
183895,safe
72835,safe
555569,safe
580902,safe
119701,safe
18252,safe
495439,safe
287742,safe
158241,safe
324466,safe
425880,safe
207060,unhealthy for sensitive groups
358662,safe
96046,safe
450430,safe
105935,safe
638997,unhealthy for sensitive groups
206708,safe
90443,safe
1019879,safe
56438,safe
439445,safe
160634,safe
843377,safe
131654,safe
738641,safe
388464,safe
902078,safe
851847,safe
34794,safe
223571,safe
246023,safe
768952,safe
649381,safe
1045113,safe
759469,safe
48788,safe
1014104,safe
828781,safe
178083,safe
609995,safe
13851,safe
291016,safe
647109,safe
16758,safe
438346,safe
248746,safe
142198,safe
367396,safe
83486,safe
390765,safe
1011283,safe
903770,safe
744814,safe
789826,safe
477129,safe
915327,safe
502490,safe
761241,safe
36153,safe
724818,safe
223550,safe
608991,safe
821147,safe
91783,safe
264947,safe
760975,safe
278754,safe
853380,safe
185538,safe
804614,safe
852527,safe
716789,safe
977283,safe
171697,safe
461986,safe
418562,safe
613730,safe
1041068,safe
829861,safe
55779,safe
542600,safe
198309,safe
237868,safe
88265,safe
712924,safe
109597,safe
1031043,safe
935308,safe
471105,safe
522142,safe
814934,safe
55587,safe
761015,safe
530535,safe
636083,safe
384942,safe
683112,safe
744798,safe
263998,safe
216734,safe
69616,safe
922666,safe
121988,safe
134067,safe
1043320,safe
175499,safe
214042,safe
576830,safe
1002150,safe
693850,safe
894751,safe
938963,safe
597247,safe
918135,safe
747171,safe
158049,safe
331030,safe
29196,safe
352576,safe
342663,safe
229121,safe
1002806,safe
384808,safe
55024,safe
394116,safe
996786,safe
797901,safe
938853,safe
477011,safe
906156,safe
190204,safe
56944,safe
438263,safe
524820,safe
40757,safe
831117,safe
609007,safe
763072,safe
64388,safe
814745,safe
187377,safe
411994,safe
138170,safe
264943,safe
885235,safe
954542,safe
180816,safe
657457,safe
632777,safe
838889,safe
444428,safe
517364,safe
883990,safe
493109,safe
306322,safe
89089,safe
668651,safe
762830,safe
676021,safe
28845,safe
876128,safe
969645,safe
585044,safe
823817,safe
145836,safe
764734,safe
430944,safe
181529,safe
1017170,safe
593771,safe
295958,safe
977395,safe
987765,safe
961009,safe
401101,safe
162550,safe
650154,safe
643907,safe
802106,safe
247881,safe
517027,safe
1014855,safe
156161,safe
730215,safe
546747,safe
1044789,safe
1043248,safe
1013719,safe
979408,safe
1010653,safe
203797,safe
675283,safe
474932,safe
136906,safe
137351,safe
345202,safe
629646,safe
461969,safe
497117,safe
548468,safe
303482,safe
215937,safe
977076,safe
995914,safe
576788,safe
652437,safe
476444,safe
398714,safe
261298,safe
166943,safe
607159,safe
826291,safe
313157,safe
406984,safe
988113,safe
805807,safe
937298,safe
949413,safe
185095,safe
731556,safe
29646,safe
959218,safe
676545,safe
515506,safe
762421,safe
452875,safe
1045593,safe
677515,safe
185750,safe
664161,safe
29097,safe
39013,safe
1045478,safe
780238,safe
545986,safe
661456,safe
234324,safe
707288,safe
328139,safe
264767,safe
723498,safe
16713,safe
637514,safe
792094,safe
36522,safe
993584,safe
557967,safe
1028925,safe
801888,safe
1046426,safe
1041221,safe
859961,safe
735533,safe
950459,safe
181795,safe
211092,safe
955169,safe
9711,safe
81652,safe
346184,safe
1045254,safe
830764,safe
1033567,safe
1476,safe
910508,safe
444569,safe
284833,safe
220689,safe
466331,safe
34110,safe
683854,safe
489622,safe
532093,safe
352960,safe
191914,safe
946708,safe
789254,safe
852788,safe
836290,safe
141358,safe
93270,safe
576764,safe
17892,safe
378243,safe
856471,safe
57047,safe
246878,safe
1007572,safe
289025,safe
942631,safe
640456,safe
83331,safe
721204,safe
550807,safe
478968,safe
774018,safe
775644,safe
29898,safe
996939,safe
862932,safe
104398,safe
771964,safe
1004762,safe
445586,safe
671680,safe
321770,safe
215917,safe
417807,safe
583080,safe
49937,safe
357044,safe
325617,safe
784124,safe
3402,safe
732645,safe
183187,safe
140152,safe
812397,safe
622894,safe
974371,safe
279594,safe
63741,safe
570529,safe
827308,safe
509922,safe
30816,safe
816165,safe
140005,safe
425017,safe
970691,safe
922763,safe
656550,safe
564287,safe
765618,safe
83025,safe
258730,safe
453221,safe
809906,safe
76205,safe
254752,safe
505366,safe
570680,safe
806126,safe
550170,safe
992919,safe
239896,safe
276338,safe
31617,safe
505478,safe
293660,safe
607252,safe
466314,safe
637433,safe
569925,safe
201809,safe
690984,safe
916348,safe
352207,safe
735520,safe
737612,safe
407705,safe
531034,safe
812498,safe
808545,safe
263045,safe
199279,safe
479636,safe
388825,safe
785822,safe
719881,safe
543541,safe
700511,safe
787880,safe
316247,safe
349073,safe
750960,safe
368932,safe
189870,safe
974193,safe
745487,safe
907072,safe
464804,safe
209577,safe
86454,safe
585069,safe
84517,safe
153685,safe
980209,safe
140315,safe
725969,safe
424030,safe
1044832,safe
172355,safe
886685,safe
37246,safe
312821,safe
256966,safe
8667,safe
508118,safe
919017,safe
948114,safe
223605,safe
965180,safe
206392,safe
837550,safe
482148,safe
762906,safe
632373,safe
316976,safe
1006245,safe
349621,safe
462163,safe
589924,safe
989908,safe
442843,safe
395619,safe
222310,safe
435024,safe
352605,safe
510279,safe
654919,safe
834786,safe
140826,safe
690414,safe
545112,safe
272566,safe
934547,safe
759241,safe
233130,safe
226094,safe
197941,safe
569708,safe
878677,safe
98856,safe
107929,safe
1046275,safe
972597,safe
633715,safe
955526,safe
986881,safe
312378,safe
23175,safe
251240,safe
114035,safe
1026791,safe
458581,safe
57116,safe
240228,safe
89166,safe
591091,safe
949739,safe
553854,safe
593267,safe
756105,safe
99015,safe
102767,safe
24363,safe
486345,safe
648487,safe
163853,safe
954079,safe
937917,safe
32355,safe
759585,safe
980488,safe
277727,safe
283554,safe
787259,safe
659878,safe
591281,safe
886811,safe
860373,safe
742756,safe
705765,safe
371033,safe
413527,safe
722183,safe
172019,safe
956769,safe
1032123,safe
36798,safe
10314,safe
873457,safe
931523,safe
20880,safe
16290,safe
982991,safe
556536,safe
47333,safe
24156,safe
9648,safe
745533,safe
470423,safe
1042096,safe
220644,safe
692844,safe
634659,safe
1042427,safe
274150,safe
710989,safe
380690,safe
19719,safe
325571,safe
8874,safe
115722,safe
504100,safe
698856,safe
439218,safe
991193,safe
617911,safe
811145,safe
715822,safe
1034575,safe
790994,safe
411585,safe
571914,safe
599089,safe
865604,safe
682484,safe
422737,safe
236676,safe
463959,safe
393709,safe
647420,safe
840355,safe
1036872,safe
721847,safe
869825,safe
623161,safe
671982,safe
470410,safe
19368,safe
287944,safe
418524,safe
45178,safe
909491,safe
427397,safe
852372,safe
2169,safe
151027,safe
377481,safe
14013,safe
27378,safe
530297,safe
31212,safe
795549,safe
9558,safe
664832,safe
29304,safe
871529,safe
38113,safe
10557,safe
657072,safe
763447,safe
34893,safe
398903,safe
336983,safe
416985,safe
781040,safe
466563,safe
427097,safe
720686,safe
442404,safe
916508,safe
734225,safe
416336,safe
1004249,safe
551872,safe
424833,safe
332156,safe
224076,safe
24102,safe
977630,safe
999677,safe
397482,safe
944964,safe
457853,safe
18045,safe
221201,safe
437367,safe
1040382,safe
462184,safe
578459,safe
746994,safe
814464,safe
947822,safe
395472,safe
935765,safe
492618,safe
613074,safe
1042452,safe
217776,safe
887538,safe
394893,safe
763702,safe
724835,safe
506592,safe
484106,safe
678309,safe
996876,safe
1032474,safe
463052,safe
393240,safe
175248,safe
93438,safe
675123,safe
180272,safe
285307,safe
993274,safe
450743,safe
779085,safe
729705,safe
561117,safe
635804,safe
975823,safe
498277,safe
313630,safe
516704,unhealthy for sensitive groups
606149,safe
176865,safe
229522,safe
85339,safe
1003518,safe
307273,safe
664543,safe
51312,safe
625346,safe
667287,safe
596840,safe
353294,safe
413957,safe
464459,safe
698305,safe
511685,safe
1047123,safe
3258,safe
690204,safe
801195,safe
497641,safe
979912,safe
309139,safe
417639,safe
636034,safe
1014259,safe
314561,safe
809015,safe
115259,safe
492950,safe
1023038,safe
1029285,safe
331431,safe
34533,safe
273019,safe
53288,safe
623740,safe
129529,safe
253269,safe
2277,safe
839859,safe
983974,safe
323534,safe
818929,safe
411103,safe
115494,safe
93493,safe
483370,safe
587076,safe
347944,safe
970538,safe
60478,safe
550153,safe
752832,safe
793800,safe
187629,safe
589273,safe
572593,safe
832116,safe
256086,safe
302882,safe
533534,safe
490088,safe
622878,safe
617648,safe
483319,safe
24948,safe
532698,safe
375342,safe
977220,safe
868464,safe
713158,safe
155134,safe
950056,safe
759578,safe
13617,safe
494659,safe
381868,safe
970268,safe
891819,safe
383398,safe
686669,safe
765580,safe
754404,safe
1037434,safe
178259,safe
602368,safe
481997,safe
762690,safe
671671,safe
17640,safe
182549,safe
340399,safe
410818,safe
264842,unhealthy for sensitive groups
831747,safe
510951,safe
833727,safe
358486,safe
489920,safe
926776,safe
250117,safe
21150,safe
403995,safe
390048,safe
354867,safe
180015,safe
732933,safe
4275,safe
942055,safe
495085,safe
256304,safe
917240,safe
299880,safe
120502,safe
156954,safe
579228,safe
604321,safe
1045395,safe
471622,safe
630565,safe
185714,safe
782901,safe
760989,safe
567229,safe
980832,safe
864747,safe
57657,safe
791120,safe
242844,safe
940840,safe
937065,safe
620589,safe
710413,safe
935812,safe
737258,safe
43057,safe
715704,safe
639354,safe
1036901,safe
489769,safe
803051,safe
192730,safe
978190,safe
111678,safe
630286,safe
467220,safe
483888,safe
23436,safe
640539,safe
917215,safe
69079,safe
674553,safe
239664,safe
933226,safe
295087,safe
44592,safe
528293,safe
258545,safe
45775,safe
606503,safe
596074,safe
750271,safe
175097,safe
593125,safe
531715,safe
488811,safe
34497,safe
432303,safe
931167,safe
13257,safe
4374,safe
812649,safe
746873,safe
714679,safe
763695,safe
666111,safe
629958,safe
288849,safe
400281,safe
993665,safe
757119,safe
309659,safe
156266,safe
605424,safe
636978,safe
573954,safe
214365,safe
466529,safe
174841,safe
473219,safe
753168,safe
885857,safe
764660,safe
759324,safe
487326,safe
224441,safe
791212,safe
876607,safe
50130,safe
176337,safe
21654,safe
498630,safe
824069,safe
19683,safe
1036660,safe
891349,safe
778955,safe
552224,safe
752312,safe
705107,safe
386092,safe
305493,safe
397892,safe
887668,safe
1045010,safe
168910,safe
197384,safe
336182,unhealthy
547298,safe
1000858,safe
731389,safe
722994,safe
124231,safe
550845,safe
323827,safe
899739,safe
789317,safe
493203,safe
675114,safe
500290,safe
606326,safe
959371,safe
921528,safe
482501,safe
375501,safe
50289,safe
310553,safe
340882,safe
82798,safe
794730,safe
292316,safe
679482,safe
111588,safe
742386,safe
870576,safe
380566,safe
1033635,safe
439723,safe
1006207,safe
365794,safe
625753,safe
393116,safe
142626,safe
438514,safe
646482,safe
282872,safe
36666,safe
956221,safe
376443,safe
701834,safe
597741,safe
937892,safe
822478,safe
575430,safe
170988,safe
306021,safe
225072,safe
710081,safe
504158,safe
780364,safe
802144,unhealthy for sensitive groups
325604,safe
888126,safe
168340,safe
526629,safe
413886,safe
840048,safe
236173,safe
326596,safe
192567,safe
674333,safe
690650,safe
76372,safe
166020,safe
22689,safe
935965,safe
486324,safe
990579,safe
10053,safe
1045640,safe
769868,safe
760332,safe
1045622,safe
86110,safe
54882,safe
55939,safe
479826,safe
864201,safe
309814,safe
236062,safe
490764,safe
408606,safe
1008338,safe
733946,safe
374924,safe
151949,safe
502694,safe
223382,safe
412272,safe
33606,safe
251705,safe
4302,safe
30636,safe
319019,safe
778858,safe
624710,safe
706916,safe
473655,safe
1033241,safe
840052,safe
86549,safe
82317,safe
475956,safe
281794,safe
303049,safe
399988,safe
980479,safe
126687,safe
984147,safe
428742,safe
1037603,safe
103698,safe
31536,safe
456793,safe
341139,safe
761367,safe
190041,safe
482250,safe
637273,safe
314334,safe
817328,safe
23985,safe
431648,safe
957138,safe
732001,safe
461286,safe
435775,safe
868014,safe
165211,safe
679403,safe
408463,safe
934551,safe
224703,safe
272839,safe
709264,safe
333368,safe
174721,safe
199157,safe
26568,safe
989106,safe
944998,safe
171042,safe
451459,safe
1023110,safe
658390,safe
17451,safe
215090,safe
239434,safe
8676,safe
941191,safe
551373,safe
683031,safe
948148,safe
305983,safe
692340,safe
811737,safe
563947,safe
836727,safe
671852,safe
927729,safe
102061,safe
727971,safe
843852,safe
842266,safe
540661,safe
103685,safe
186675,safe
5607,safe
857916,safe
871932,safe
330282,safe
504826,safe
815787,safe
1045498,safe
262568,safe
846821,safe
316272,safe
859277,safe
106866,safe
923834,safe
142215,safe
751782,safe
642744,safe
562919,safe
585414,safe
546682,safe
1040204,safe
128397,safe
362659,safe
666177,safe
871626,safe
545424,safe
610625,safe
14391,safe
629962,safe
1010534,safe
707931,safe
1047212,safe
509489,safe
791095,safe
1035398,safe
656870,safe
830079,safe
892319,safe
336681,safe
666181,safe
111994,safe
798560,safe
453575,safe
26298,safe
469538,safe
782208,safe
358147,safe
654731,safe
394747,safe
270783,safe
110746,safe
13302,safe
724716,safe
86003,safe
410986,safe
242231,safe
764409,safe
137543,safe
761927,safe
332991,safe
548439,safe
273254,safe
277002,safe
14130,safe
23076,safe
754420,safe
520126,safe
1046825,safe
426855,safe
953512,safe
422755,safe
350196,safe
237958,safe
482320,safe
849662,safe
237439,safe
504281,safe
159809,safe
430669,safe
326739,safe
191845,safe
484644,safe
938468,safe
700641,safe
496456,safe
770650,safe
212505,safe
131947,safe
347373,safe
944917,safe
325441,safe
226747,safe
365849,safe
566381,safe
485894,safe
320247,safe
650089,safe
991346,safe
259262,safe
273355,safe
248742,safe
529089,safe
400806,safe
935947,safe
933505,safe
11556,safe
414766,safe
385512,safe
397700,safe
107871,safe
761742,safe
846058,safe
135447,safe
102763,safe
315370,safe
358671,safe
17433,safe
527610,safe
247208,safe
641366,safe
238441,safe
1044876,safe
599917,safe
513743,safe
714511,safe
749701,safe
169670,safe
1045074,safe
391636,safe
197061,safe
456879,safe
678649,safe
35829,safe
548918,safe
1039997,safe
65674,safe
897419,safe
81811,safe
493277,safe
10224,safe
970754,safe
406658,safe
311245,safe
869829,safe
64658,safe
586909,safe
384405,safe
339157,safe
913486,safe
714675,safe
762872,safe
396111,unhealthy for sensitive groups
917303,safe
103215,safe
670158,safe
325114,safe
334958,safe
948706,safe
215518,safe
847271,safe
598262,safe
19341,safe
1044588,safe
20610,safe
101250,safe
639877,safe
768511,safe
416669,safe
716475,safe
187319,safe
760946,safe
883074,safe
590932,safe
436423,safe
773766,safe
787981,safe
746557,safe
66640,safe
97966,safe
1012390,safe
588101,safe
177032,safe
696360,safe
9639,safe
220454,safe
154103,safe
173411,safe
794414,safe
490567,safe
191191,safe
956030,safe
388134,safe
786847,safe
826237,safe
875309,safe
808977,safe
276229,safe
75758,safe
259379,safe
366498,safe
793022,safe
735193,safe
256004,safe
577746,safe
1027998,safe
221332,safe
163270,safe
132987,safe
1044866,safe
551306,safe
349261,safe
691753,safe
98337,safe
371071,safe
377313,safe
262060,safe
641769,safe
896016,safe
761445,safe
818585,safe
907828,safe
944024,safe
226563,safe
918790,safe
155985,safe
119509,safe
717623,safe
581233,safe
760444,safe
118870,safe
137040,safe
823783,safe
883326,safe
794982,safe
9864,safe
820155,safe
317281,safe
875851,safe
921339,safe
750947,safe
858206,safe
290519,safe
502474,safe
312629,safe
271742,safe
941551,safe
519391,safe
35649,safe
590441,safe
377539,safe
274073,safe
371478,safe
182204,safe
661686,safe
21609,safe
612148,safe
764324,safe
131440,safe
973943,safe
